"phrase_id","scenario_id","audio_key","english_text","target_text","pronunciation","context","emoji","notes","status"
"french-street-food-4","street-food","french-street-food-4","More bread please","Encore du pain, s'il vous plaît.","ahn kor dew pan seel voo play","Use this when you need more bread with a casual meal.","🥬","Second-wave translated as a France-fit bread follow-up instead of the old herbs carryover.","second-wave-translated"
"french-street-food-5","street-food","french-street-food-5","Do you have bottled water","Vous avez de l'eau en bouteille ?","voo zah-vay duh loh ahn boo-tay","Ask this when you want sealed bottled water with your meal.","💧","First-wave translated as a sealed-water check for food counters and casual restaurants.","first-wave-translated"
"french-street-food-6","street-food","french-street-food-6","A fork and knife please","Une fourchette et un couteau, s'il vous plaît.","ewn foor shet ay uhn koo toh seel voo play","Use this if utensils were not set out with your food.","🥢","Second-wave translated as a practical utensil request after removing the chopsticks carryover.","second-wave-translated"
"french-street-food-7","street-food","french-street-food-7","To take away please","À emporter, s'il vous plaît.","a ahm por tay seel voo play","Say this when you want takeaway from a cafe casual restaurant or prepared-food counter.","🛍️","Second-wave translated as the prepared-food takeaway follow-through.","second-wave-translated"
"french-grab-taxi-1","grab-taxi","french-grab-taxi-1","Take me here","Pouvez-vous m'emmener ici ?","poo-vay voo maym-nay ee-see","Use this while showing your destination on your phone.","📍","First-wave translated as a polite show-screen driver request instead of a blunt imperative.","first-wave-translated"
"french-grab-taxi-2","grab-taxi","french-grab-taxi-2","Please take me to the station","Pouvez-vous m'emmener à la gare, s'il vous plaît ?","poo vay voo maym nay a lah gar seel voo play","Use this when you need a quick ride to the station and the driver already knows the stop.","🏙️","Second-wave translated as a France-fit station destination request that stays polite and screen-light.","second-wave-translated"
"french-grab-taxi-3","grab-taxi","french-grab-taxi-3","You can stop here","Vous pouvez vous arrêter ici.","voo poo-vay voo zah-ray-tay ee-see","Use this when you want the driver to stop at the current spot.","🛑","First-wave translated as a brief drop-off control line for taxis and map-guided stops.","first-wave-translated"
"french-grab-taxi-4","grab-taxi","french-grab-taxi-4","Please use this route","Prenez cet itinéraire, s'il vous plaît.","pruh nay set ee tee nay rer seel voo play","Use this while showing the route on your phone if the driver starts another way.","➡️","Second-wave translated as a map-screen route request instead of free-form navigation.","second-wave-translated"
"french-grab-taxi-5","grab-taxi","french-grab-taxi-5","Please turn on the air conditioning","Vous pouvez allumer la climatisation, s'il vous plaît ?","voo poo vay ah lyoo may lah klee mah tee zah syohn seel voo play","Use this on a hot ride if the air conditioning is off.","❄️","Second-wave translated as a warmer-weather ride-comfort request.","second-wave-translated"
"french-grab-taxi-6","grab-taxi","french-grab-taxi-6","Wait for me five minutes","Attendez-moi cinq minutes, s'il vous plaît.","ah tahn day mwa sank mee newt seel voo play","Use this if you need a very short stop.","⏳","Second-wave translated as a brief short-stop request while keeping the driver tone polite.","second-wave-translated"
"french-grab-taxi-7","grab-taxi","french-grab-taxi-7","I will pay by card","Je vais payer par carte.","zhuh vay pay yay par kart","Use this when the driver needs clear payment-method confirmation.","💵","Second-wave translated as a clear ride-payment confirmation line for card use.","second-wave-translated"
"french-asking-price-1","asking-price","french-asking-price-1","How much is this","C'est combien ?","say kohm-byan","Use this while pointing at an item in a shop bakery or counter.","🏷️","First-wave translated as the core price-check row for shops bakeries kiosks and counters.","first-wave-translated"
"french-asking-price-2","asking-price","french-asking-price-2","How much for one","C'est combien à l'unité ?","say kohm byan a loo nee tay","Use this when you want the price for one item instead of a bundle or set.","⚖️","Second-wave translated as a per-item clarification row for shops and counters.","second-wave-translated"
"french-asking-price-3","asking-price","french-asking-price-3","That is expensive","C'est un peu cher.","say tuhn puh sher","Say this lightly when reacting to a high posted price.","😅","Second-wave translated as a soft price reaction instead of a confrontational complaint.","second-wave-translated"
"french-asking-price-4","asking-price","french-asking-price-4","Is there a cheaper one","Vous en avez un moins cher ?","voo zahn ah vay uhn mwahn sher","Use this when comparing marked options instead of bargaining over one item.","🤝","Second-wave translated as an option-comparison question rather than a bargaining demand.","second-wave-translated"
"french-asking-price-5","asking-price","french-asking-price-5","What is the total price","C'est combien au total ?","say kohm-byan oh toh-tal","Ask this when you want the full amount before paying.","💬","First-wave translated as a clean total-price confirmation line instead of bargaining language.","first-wave-translated"
"french-asking-price-6","asking-price","french-asking-price-6","Show me another one","Montrez-moi un autre, s'il vous plaît.","mohn-tray mwa uhn oh-truh seel voo play","Use this when you want to compare options.","👀","First-wave translated as a comparison-shopping follow-up for shops and counters.","first-wave-translated"
"french-asking-price-7","asking-price","french-asking-price-7","I will take this one","Je vais prendre celui-ci.","zhuh vay prahndr suh-lwee-see","Say this once you agree on the item and price.","🛍️","First-wave translated as the item-selection close for posted-price shopping.","first-wave-translated"
"french-polite-basics-1","polite-basics","french-polite-basics-1","Hello","Bonjour.","bohn-zhoor","Use this as a greeting before a short request in everyday travel moments.","👋","First-wave translated as the default service-safe greeting for everyday travel interactions.","first-wave-translated"
"french-polite-basics-2","polite-basics","french-polite-basics-2","Thank you","Merci.","mehr-see","Say this anytime someone helps you.","🙏","First-wave translated as the core courtesy anchor for routine France service moments.","first-wave-translated"
"french-polite-basics-3","polite-basics","french-polite-basics-3","Yes","Oui.","wee","Use this as a respectful yes or acknowledgment.","🙂","Second-wave translated as the core short acknowledgment row.","second-wave-translated"
"french-polite-basics-4","polite-basics","french-polite-basics-4","No thank you","Non merci.","nohn mehr-see","Use this to politely decline something.","🙅","First-wave translated as a brief polite decline for offers upsells and light approaches.","first-wave-translated"
"french-polite-basics-5","polite-basics","french-polite-basics-5","Excuse me","Excusez-moi.","eks-kew-zay mwa","Use this to get attention politely before a short request.","🙏","First-wave translated as the neutral polite opener for stations cafes hotels and shops.","first-wave-translated"
"french-polite-basics-6","polite-basics","french-polite-basics-6","It is okay","Ce n'est pas grave.","suh nay pah grav","Say this when someone apologizes to you.","👌","Second-wave translated as a useful reassurance reply when someone apologizes.","second-wave-translated"
"french-polite-basics-7","polite-basics","french-polite-basics-7","Goodbye","Au revoir.","oh ruh vwar","Use this when leaving a shop hotel or ride.","👋","Second-wave translated as the standard closing phrase for leaving a shop hotel or ride.","second-wave-translated"
"french-convenience-store-1","convenience-store","french-convenience-store-1","A bottle of water please","Une bouteille d'eau, s'il vous plaît.","ewn boo-tay doh seel voo play","Use this for a quick water purchase at a kiosk station or small shop.","💧","First-wave translated as a broad utility water-purchase line for kiosks and small shops.","first-wave-translated"
"french-convenience-store-2","convenience-store","french-convenience-store-2","Do you have a bag","Vous avez un sac ?","voo zah vay uhn sak","Ask this if you need a carry bag.","🛍️","Second-wave translated as a common checkout follow-up for kiosks and small shops.","second-wave-translated"
"french-convenience-store-3","convenience-store","french-convenience-store-3","Tissues please","Des mouchoirs, s'il vous plaît.","day moo shwar seel voo play","Use this when you need tissues at the counter.","🧻","Second-wave translated as a small but practical counter-purchase row.","second-wave-translated"
"french-convenience-store-4","convenience-store","french-convenience-store-4","Do you have a phone charger","Vous avez un chargeur de téléphone ?","voo zah vay uhn shar zheur duh tay lay fohn","Ask this when you need a charging cable or phone accessory in a convenience store.","🧴","Second-wave translated as a practical charger request for station shops and convenience counters.","second-wave-translated"
"french-convenience-store-5","convenience-store","french-convenience-store-5","Please open this for me","Vous pouvez ouvrir ça pour moi, s'il vous plaît ?","voo poo vay oo vree sa poor mwa seel voo play","Use this for bottled drinks or hard packaging.","🔓","Second-wave translated as a polite packaging-help request for bottles and hard seals.","second-wave-translated"
"french-convenience-store-6","convenience-store","french-convenience-store-6","Can I pay by card","Je peux payer par carte ?","zhuh puh pay-yay par kart","Ask this before checkout when you need to confirm card payment.","💳","First-wave translated as explicit card-payment confirmation for shops kiosks and cafe counters.","first-wave-translated"
"french-convenience-store-7","convenience-store","french-convenience-store-7","Please give me the receipt","Le ticket, s'il vous plaît.","luh tee-kay seel voo play","Use this if you need the receipt for your purchase.","🧾","First-wave translated with the natural short ticket wording used at checkout.","first-wave-translated"
"french-hotel-hostel-1","hotel-hostel","french-hotel-hostel-1","I have a reservation","J'ai une réservation.","zhay ewn ray-zehr-va-syohn","Use this first when you arrive at reception.","🛎️","First-wave translated as the early front-desk lookup line for arrival-day check-in.","first-wave-translated"
"french-hotel-hostel-2","hotel-hostel","french-hotel-hostel-2","I would like to check in","Je voudrais m'enregistrer, s'il vous plaît.","zhuh vuh-dray mahn-reh-zhis-tray seel voo play","Say this when you are ready to start check-in at reception.","🔑","First-wave translated as a concise check-in request with polite front-desk wording.","first-wave-translated"
"french-hotel-hostel-3","hotel-hostel","french-hotel-hostel-3","What time is check out","Le départ est à quelle heure ?","luh day-par ay tah kel ur","Ask this early so you know the departure time.","⏰","First-wave translated as a practical checkout-timing question for front-desk planning.","first-wave-translated"
"french-hotel-hostel-4","hotel-hostel","french-hotel-hostel-4","This room is too hot","Il fait trop chaud dans la chambre.","eel fay troh show dahn lah shahn bruh","Use this if the room feels too warm.","🥵","Second-wave translated as a direct but not overly blunt room-comfort complaint.","second-wave-translated"
"french-hotel-hostel-5","hotel-hostel","french-hotel-hostel-5","The air conditioner is not working","La climatisation ne fonctionne pas.","lah klee mah tee zah syohn nuh fonk syohn pah","Say this when you need staff to check the AC.","❄️","Second-wave translated as a room-problem report that keeps the complaint tone brief and hotel-usable.","second-wave-translated"
"french-hotel-hostel-6","hotel-hostel","french-hotel-hostel-6","More towels please","Plus de serviettes, s'il vous plaît.","plews duh sehr vyet seel voo play","Use this when you need extra towels.","🧺","Second-wave translated as a routine extra-towels request for reception or housekeeping.","second-wave-translated"
"french-hotel-hostel-7","hotel-hostel","french-hotel-hostel-7","Please hold my luggage","Vous pouvez garder mes bagages, s'il vous plaît ?","voo poo-vay gar-day may bah-gazh seel voo play","Use this if you need the desk to hold your bags before check-in or after check-out.","🧳","First-wave translated as a polite luggage-hold request for early-arrival and late-departure days.","first-wave-translated"
"french-directions-1","directions","french-directions-1","Excuse me which platform do I need","Excusez-moi, je dois aller à quel quai ?","eks-kew-zay mwa zhuh dwah ah-lay ah kel kay","Use this while showing your ticket or destination when you need the correct platform.","🗺️","First-wave translated as a station-platform question after the France-fit quai rewrite.","first-wave-translated"
"french-directions-2","directions","french-directions-2","Is it near here","C'est près d'ici ?","say pray dee-see","Ask this when deciding whether you can walk there from your current spot.","📍","First-wave translated as a compact near-here navigation check for walking versus transit.","first-wave-translated"
"french-directions-3","directions","french-directions-3","How long on foot","Il y en a pour combien de temps à pied ?","eel y ahn ah poor kohm-byan duh tahn tah pyay","Use this to check whether walking from the station or hotel is realistic.","🚶","First-wave translated as a short walking-time question for stations and hotel districts.","first-wave-translated"
"french-directions-4","directions","french-directions-4","Which line should I take","Je dois prendre quelle ligne ?","zhuh dwah prahndr kel leen","Ask this when you need the correct metro or train line for the route on your phone or ticket.","⬅️","Second-wave translated as a metro-or-train line follow-up after the platform question.","second-wave-translated"
"french-directions-5","directions","french-directions-5","Is this the right platform","C'est le bon quai ?","say luh bohn kay","Use this to confirm you are waiting at the correct platform.","➡️","Second-wave translated as a short station-platform confirmation question.","second-wave-translated"
"french-directions-6","directions","french-directions-6","Do I keep going straight","Je continue tout droit ?","zhuh kohn tee new too drwah","Use this to confirm you should keep moving forward.","⬆️","Second-wave translated as a route-confirmation follow-up after the first directions answer.","second-wave-translated"
"french-directions-7","directions","french-directions-7","Thanks I understand now","Merci, j'ai compris.","mehr see zhay kohm pree","Use this to politely end the directions exchange.","🙏","Second-wave translated as a clean directions close-out once the traveler is back on track.","second-wave-translated"
"french-simple-problems-1","simple-problems","french-simple-problems-1","I am lost","Je ne trouve pas mon chemin.","zhuh nuh troov pah mohn shuh-mahn","Use this when you need immediate help finding your way and can also show a map.","😵","First-wave translated with a gender-neutral lost-traveler phrasing that pairs well with showing a map.","first-wave-translated"
"french-simple-problems-2","simple-problems","french-simple-problems-2","I do not understand","Je ne comprends pas.","zhuh nuh kohm-prahn pah","Say this when someone is speaking too quickly or the reply is hard to follow.","🤔","First-wave translated as the core repair phrase for fast replies in stations hotels and counters.","first-wave-translated"
"french-simple-problems-3","simple-problems","french-simple-problems-3","Can you speak a little slower","Pouvez-vous parler un peu plus lentement ?","poo-vay voo par-lay uhn puh plew lahn-tuh-mahn","Use this when you need the other person to slow down.","🐢","First-wave translated as a polite slower-speech request that keeps the vous form explicit.","first-wave-translated"
"french-simple-problems-4","simple-problems","french-simple-problems-4","I left something behind","J'ai oublié quelque chose.","zhay oo blee kelk shohz","Say this if you forgot an item in a car room or cafe.","🎒","Second-wave translated with general forgotten-item wording that still works across rooms cars and cafes.","second-wave-translated"
"french-simple-problems-5","simple-problems","french-simple-problems-5","The Wi-Fi is not working","Le Wi-Fi ne marche pas.","luh wee fee nuh marsh pah","Use this at hotels or cafes when you cannot connect.","📶","Second-wave translated as a practical connectivity problem report for hotels and cafes.","second-wave-translated"
"french-simple-problems-6","simple-problems","french-simple-problems-6","I need a doctor","J'ai besoin d'un médecin.","zhay buh-zwan duhn mayd-san","Use this if you feel sick and need medical help right away.","🩺","First-wave translated but kept behind explicit expert medical review before any runtime graduation.","first-wave-translated-sensitive"
"french-simple-problems-7","simple-problems","french-simple-problems-7","Please call for me","Vous pouvez appeler pour moi, s'il vous plaît ?","voo poo-vay ah-play poor mwa seel voo play","Say this when you need someone to make a call for you to a hotel taxi or support number.","📞","First-wave translated as a practical help-call request for hotel taxi or support follow-through.","first-wave-translated"
"french-small-talk-1","small-talk","french-small-talk-1","I am from the United States","","","Use this when someone asks where you are from.","🇺🇸","Later-only social hold: keep outside the current France prep closure; next owner is a future hospitality and small-talk expansion pass.","deferred-lower-priority"
"french-small-talk-2","small-talk","french-small-talk-2","I am from England","","","Use this as a simple answer when introducing yourself.","🇬🇧","Later-only social hold: keep outside the current France prep closure; next owner is a future hospitality and small-talk expansion pass.","deferred-lower-priority"
"french-small-talk-3","small-talk","french-small-talk-3","This is my first time here","","","Say this when talking about your first visit.","✨","Later-only social hold: strongest social leftover, but still outside the current practical France traveler pack; next owner is a future hospitality and small-talk expansion pass.","deferred-lower-priority"
"french-small-talk-4","small-talk","french-small-talk-4","I like it here","","","Use this as an easy positive comment in conversation.","❤","Later-only social hold: keep outside the current France prep closure; next owner is a future hospitality and small-talk expansion pass.","deferred-lower-priority"
"french-small-talk-5","small-talk","french-small-talk-5","The food is very good","","","Use this to compliment a meal or recommendation.","😋","Later-only social hold: keep outside the current France prep closure; next owner is a future hospitality and small-talk expansion pass.","deferred-lower-priority"
"french-small-talk-6","small-talk","french-small-talk-6","The weather is nice today","","","Use this as easy weather small talk on a pleasant day.","☀️","Later-only social hold: keep outside the current France prep closure; next owner is a future hospitality and small-talk expansion pass.","deferred-lower-priority"
"french-small-talk-7","small-talk","french-small-talk-7","How are you","","","Use this with friendly staff or locals after a greeting.","😊","Native-review-only hold: English wellness small talk stays out of the current France pack unless later native review confirms a natural France-fit version.","deferred-native-review"
