"phrase_id","scenario_id","audio_key","english_text","target_text","pronunciation","context","emoji","notes","status"
"tagalog-asking-price-2","asking-price","tagalog-asking-price-2","How much per kilo","Magkano kada kilo","mag-KAH-noh KAH-dah KEE-loh","Use this for fruit snacks or anything sold by weight","⚖️","drafted parity phrase","drafted"
"tagalog-asking-price-3","asking-price","tagalog-asking-price-3","Too expensive","Masyadong mahal","mahs-YAH-dohng mah-HAL","Say this lightly when reacting to a high price","😅","drafted parity phrase","drafted"
"tagalog-asking-price-4","asking-price","tagalog-asking-price-4","Can you lower it a little","Puwede bang tawaran nang kaunti","poo-WEH-deh bahng tah-WAH-ran nang kah-OON-tee","Use this politely when bargaining is normal","🤝","drafted parity phrase","drafted"
"tagalog-asking-price-5","asking-price","tagalog-asking-price-5","What's your final price","Ano ang huling presyo ninyo","AH-noh ang HOO-ling PRES-yoh nee-NYOH","Ask this before making a final decision","💬","drafted parity phrase","drafted"
"tagalog-asking-price-6","asking-price","tagalog-asking-price-6","Please show me another one","Pakipakita po ang isa pa","pah-kee-pah-KEE-tah poh ang EE-sah pah","Use this when you want to compare options","👀","starter-handoff core comparison-shopping line with clearer polite request wording | relation-sample=tagalog-price-compare:anchor","first-wave-core"
"tagalog-asking-price-7","asking-price","tagalog-asking-price-7","I'll take this one","Ito ang kukunin ko","ee-TOH ang koo-KOO-nin koh","Say this once you agree on the item and price","🛍️","starter-handoff core purchase closure line | relation-sample=tagalog-price-commit:anchor","first-wave-core"
"tagalog-polite-basics-1","polite-basics","tagalog-polite-basics-1","Hello","Kumusta","koo-MOOS-tah","Use this to greet people in casual travel moments","👋","drafted parity phrase","drafted"
"tagalog-polite-basics-2","polite-basics","tagalog-polite-basics-2","Thank you","Salamat","sah-LAH-mat","Say this anytime someone helps you","🙏","starter-handoff core courtesy anchor | relation-sample=tagalog-polite-thank-you:anchor","first-wave-core"
"tagalog-polite-basics-3","polite-basics","tagalog-polite-basics-3","Yes, respectfully / I understand","Opo","OH-poh","Use this as a respectful yes or acknowledgment when replying to someone older or in a service exchange","🙂","starter-handoff core usage note tightened | relation-sample=tagalog-polite-acknowledge:anchor","first-wave-core"
"tagalog-polite-basics-4","polite-basics","tagalog-polite-basics-4","No thanks, I'm okay","Ayos lang salamat","AH-yos lahng sah-LAH-mat","Use this to politely decline an offer or sales approach","🙅","deferred boundary after T-114 audit: keep outside the starter handoff until native refusal review confirms the sales-decline tone; if surfaced as a relation branch, route back to thanks or the direct repair lane | relation-sample=tagalog-polite-decline-boundary:deferred-boundary","first-wave-deferred"
"tagalog-polite-basics-5","polite-basics","tagalog-polite-basics-5","Excuse me","Paumanhin","pah-oo-MAN-hin","Use this to get attention politely first or to apologize briefly if needed","🙏","starter-handoff core neutral polite opener | relation-sample=tagalog-polite-excuse-me:anchor","first-wave-core"
"tagalog-polite-basics-6","polite-basics","tagalog-polite-basics-6","It's okay","Ayos lang","AH-yos lahng","Say this when someone apologizes to you","👌","drafted parity phrase","drafted"
"tagalog-polite-basics-7","polite-basics","tagalog-polite-basics-7","Goodbye","Paalam","pah-AH-lam","Use this when leaving a shop hotel or ride","👋","drafted parity phrase","drafted"
"tagalog-convenience-store-1","convenience-store","tagalog-convenience-store-1","A bottle of water, please","Isang bote ng tubig, pakiusap","ee-SAHNG BOH-teh nang too-BIG pah-kee-OO-sap","Use this for a quick water purchase","💧","starter-handoff core low-friction retail line with clearer bottle wording | relation-sample=tagalog-store-water:anchor","first-wave-core"
"tagalog-convenience-store-2","convenience-store","tagalog-convenience-store-2","Do you have a bag","May supot ba kayo","may SOO-pot bah kah-YOH","Ask this if you need a carry bag","🛍️","drafted parity phrase","drafted"
"tagalog-convenience-store-3","convenience-store","tagalog-convenience-store-3","Tissues please","Tisyu pakiusap","TEE-shoo pah-kee-OO-sap","Use this when you need tissues at the counter","🧻","drafted parity phrase","drafted"
"tagalog-convenience-store-4","convenience-store","tagalog-convenience-store-4","Where is the sunscreen","Nasaan ang sunscreen","nah-SAH-an ang SUN-skreen","Ask this when you need help finding sunscreen","🧴","drafted parity phrase","drafted"
"tagalog-convenience-store-5","convenience-store","tagalog-convenience-store-5","Please open this for me","Pabukas nito pakiusap","pah-BOO-kas NEE-toh pah-kee-OO-sap","Use this for bottled drinks or hard packaging","🔓","drafted parity phrase","drafted"
"tagalog-convenience-store-6","convenience-store","tagalog-convenience-store-6","Can I pay by card?","Puwede bang magbayad gamit ang card","poo-WEH-deh bahng mag-bah-YAD gah-mit ang kard","Ask this before checkout if you are short on cash","💳","ordered next-pass pickup #5 after T-114 because card wording is the strongest non-hotel follow-on once the directions and hotel rows are reviewed together | relation-sample=tagalog-store-card-payment:pickup-candidate","drafted"
"tagalog-convenience-store-7","convenience-store","tagalog-convenience-store-7","Please give me the receipt","Pahingi ng resibo pakiusap","pah-HING-ee nang reh-SEE-bo pah-kee-OO-sap","Use this if you need the receipt for your purchase","🧾","drafted parity phrase","drafted"
"tagalog-hotel-hostel-1","hotel-hostel","tagalog-hotel-hostel-1","I have a reservation","May reservation ako","may reh-zur-VAY-shon ah-KOH","Use this first at reception while showing your booking details","🛎️","ordered next-pass pickup #2 after T-114 because reservation wording is useful but still needs hotel-language review before runtime handoff | relation-sample=tagalog-hotel-reservation:pickup-candidate","drafted"
"tagalog-hotel-hostel-2","hotel-hostel","tagalog-hotel-hostel-2","I'd like to check in","Mag-check in po ako","mag-CHECK in poh ah-KOH","Say this when you are ready to start the arrival check in process","🔑","ordered next-pass pickup #3 after T-114 because the arrival pair should stay adjacent while mixed-English check-in wording is reviewed | relation-sample=tagalog-hotel-check-in:pickup-candidate","drafted"
"tagalog-hotel-hostel-3","hotel-hostel","tagalog-hotel-hostel-3","What time is check-out","Anong oras ang check-out","AH-nong OH-ras ang check-awt","Ask this early so you know the departure time","⏰","drafted parity phrase","drafted"
"tagalog-hotel-hostel-4","hotel-hostel","tagalog-hotel-hostel-4","This room is too hot","Masyadong mainit ang kuwartong ito","mahs-YAH-dohng mah-EE-nit ang kwar-TONG ee-TOH","Use this if the room feels too warm","🥵","drafted parity phrase","drafted"
"tagalog-hotel-hostel-5","hotel-hostel","tagalog-hotel-hostel-5","The air conditioning isn't working","Hindi gumagana ang aircon","hin-DEE goo-ma-GAH-na ang AIR-kon","Say this when you need staff to check the AC in your room","❄️","ordered next-pass pickup #4 after T-114 because room-issue usefulness is real but aircon borrowing still needs the same hotel-language review lane | relation-sample=tagalog-hotel-aircon-repair:pickup-candidate","drafted"
"tagalog-hotel-hostel-6","hotel-hostel","tagalog-hotel-hostel-6","More towels please","Pahingi pa ng tuwalya pakiusap","pah-HING-ee pah nang too-WAL-yah pah-kee-OO-sap","Use this when you need extra towels","🧺","drafted parity phrase","drafted"
"tagalog-hotel-hostel-7","hotel-hostel","tagalog-hotel-hostel-7","Please hold my luggage","Pakitago muna ang bagahe ko","pah-kee-TAH-go moo-NAH ang bah-GAH-he koh","Use this if you need the desk to hold your bags","🧳","drafted parity phrase","drafted"
"tagalog-directions-1","directions","tagalog-directions-1","Excuse me, how do I get to this place?","Paumanhin, paano po pumunta sa lugar na ito","pah-oo-MAN-hin pah-AH-noh poh poo-MOON-tah sah loo-GAR nah ee-TOH","Use this while showing a pinned place on your phone instead of naming a specific landmark","🗺️","ordered next-pass pickup #1 after T-114 because it is the strongest parked map-showing row and cleanly routes back into the current starter directions rows | relation-sample=tagalog-directions-map-showing:pickup-candidate","drafted"
"tagalog-directions-2","directions","tagalog-directions-2","Is it near here?","Malapit lang ba ito","mah-LAH-pit lahng bah ee-TOH","Ask this when deciding whether to walk or ride","📍","starter-handoff core navigation repair line | relation-sample=tagalog-directions-near:anchor","first-wave-core"
"tagalog-directions-3","directions","tagalog-directions-3","How long if I walk?","Gaano katagal kung maglalakad ako","gah-AH-noh kah-tah-GAL koong mag-lah-LAH-kad ah-KOH","Use this to check whether walking is realistic","🚶","starter-handoff core walking decision line phrased as a direct traveler question | relation-sample=tagalog-directions-walk-time:anchor","first-wave-core"
"tagalog-directions-4","directions","tagalog-directions-4","Where do I turn left","Saan ako liliko pakaliwa","sah-AHN ah-KOH lee-LEE-koh pah-kah-LEE-wah","Ask this when someone is giving step by step directions","⬅️","drafted parity phrase","drafted"
"tagalog-directions-5","directions","tagalog-directions-5","Turn right?","Liliko sa kanan tama","lee-LEE-koh sah kah-NAN tah-MAH","Use this to confirm the next turn","➡️","drafted parity phrase","drafted"
"tagalog-directions-6","directions","tagalog-directions-6","Go straight","Dere-derecho lang","deh-reh-DRET-soh lahng","Use this to confirm you should keep moving forward","⬆️","drafted parity phrase","drafted"
"tagalog-directions-7","directions","tagalog-directions-7","Thanks I understand now","Salamat naiintindihan ko na","sah-LAH-mat nah-ee-in-tin-DEE-han koh nah","Use this to politely end the directions exchange","🙏","drafted parity phrase","drafted"
"tagalog-simple-problems-1","simple-problems","tagalog-simple-problems-1","I'm lost","Nawawala ako","nah-wah-WAH-lah ah-KOH","Use this when you need immediate help finding your way","😵","drafted parity phrase","drafted"
"tagalog-simple-problems-2","simple-problems","tagalog-simple-problems-2","I don't understand","Hindi ko maintindihan","hin-DEE koh ma-in-tin-DEE-han","Say this when someone is speaking too quickly","🤔","starter-handoff core repair phrase | relation-sample=tagalog-repair-understand:anchor","first-wave-core"
"tagalog-simple-problems-3","simple-problems","tagalog-simple-problems-3","Can you speak a little slower?","Puwede bang magsalita nang mas mabagal","poo-WEH-deh bahng mag-sah-LEE-tah nang mahs mah-BAH-gal","Use this when you need the other person to slow down","🐢","starter-handoff core slower speech request | relation-sample=tagalog-repair-slower:anchor","first-wave-core"
"tagalog-simple-problems-4","simple-problems","tagalog-simple-problems-4","I left something behind","May naiwan ako","may nah-ee-WAN ah-KOH","Say this if you forgot an item in a car room or cafe","🎒","drafted parity phrase","drafted"
"tagalog-simple-problems-5","simple-problems","tagalog-simple-problems-5","The Wi-Fi isn't working","Hindi gumagana ang Wi-Fi","hin-DEE goo-ma-GAH-na ang WAI-fai","Use this at hotels or cafes when you cannot connect","📶","drafted parity phrase","drafted"
"tagalog-simple-problems-6","simple-problems","tagalog-simple-problems-6","I need a doctor","Kailangan ko ng doktor","kah-ee-LAH-ngan koh nang dok-TOR","Use this if you feel sick and need medical help","🩺","starter-handoff core keep medical review caution | relation-sample=tagalog-medical-doctor:anchor","first-wave-core"
"tagalog-simple-problems-7","simple-problems","tagalog-simple-problems-7","Could you call them for me?","Puwede po ba ninyong tawagan sila para sa akin","poo-WEH-deh poh bah nin-YOHNG tah-WAH-gan see-LAH pah-rah sah ah-KIN","Use this when you need a hotel desk driver or staff member to call for you","📞","later-only hold boundary after T-114 because the escalation register risk remains higher than the ordered directions-hotel-card pickup cluster | relation-sample=tagalog-escalation-call-for-me:later-only-hold","drafted"
"tagalog-small-talk-1","small-talk","tagalog-small-talk-1","I'm from the United States","Taga Estados Unidos ako","tah-gah ehs-TAH-dos oo-NEE-dos ah-KOH","Use this when someone asks where you are from","🇺🇸","drafted parity phrase","drafted"
"tagalog-small-talk-2","small-talk","tagalog-small-talk-2","I'm from England","Taga Inglatera ako","tah-gah ing-glah-TEH-rah ah-KOH","Use this as a simple answer when introducing yourself","🇬🇧","drafted parity phrase","drafted"
"tagalog-small-talk-3","small-talk","tagalog-small-talk-3","This is my first time","Unang beses ko ito","OO-nang BEH-ses koh ee-TOH","Say this when talking about your first visit","✨","drafted parity phrase","drafted"
"tagalog-small-talk-4","small-talk","tagalog-small-talk-4","I like the Philippines","Gusto ko ang Pilipinas","GOOS-toh koh ang pee-lee-PEE-nas","Use this as an easy positive comment in conversation","❤️","drafted parity phrase","drafted"
"tagalog-small-talk-5","small-talk","tagalog-small-talk-5","The food is so good","Ang sarap ng pagkain","ang sah-RAP nang pag-kah-IN","Use this to compliment a meal or recommendation","😋","drafted parity phrase","drafted"
"tagalog-small-talk-6","small-talk","tagalog-small-talk-6","The weather is so hot","Napakainit ng panahon","nah-pah-kah-EE-nit nang pah-nah-HON","Use this as easy weather small talk on a hot day","☀️","drafted parity phrase","drafted"
"tagalog-small-talk-7","small-talk","tagalog-small-talk-7","How are you","Kumusta ka","koo-MOOS-tah kah","Use this with friendly staff or locals after a greeting","😊","drafted parity phrase","drafted"
