"﻿phrase_id","scenario_id","family_id","family_title","family_summary","audio_key","english_text","target_text","canonical_target_text","pronunciation","access_tier","variant_role","context","you_may_hear","search_aliases","warning_note_type","audio_status","emoji","notes","status"
"repair-slower-polite","understanding-repair","repair-slower","Speak slower","Use this when the problem is speed, not meaning.","repair-slower-polite","Could you speak a little slower, please?","Nói chậm giúp tôi được không?","Nói chậm giúp tôi được không?","noy chuhm zoop toy dook khong","premium","more-polite","Use this when you need the same request to sound softer.","","speak slower please","","ready","🐢","premium polite variant | relation-sample=viet-repair-slower:variant:more-polite","approved"
"repair-1","understanding-repair","repair-repeat","Say that again","Use this when you missed the sentence and want the same words again.","repair-1","Please say that again","Làm ơn nói lại","Làm ơn nói lại","lahm uhn noy lie","starter","say-first","Use this when you missed the last sentence and need it repeated.","","say that again|repeat please","","ready","🔁","new starter family | relation-sample=viet-repair-repeat:anchor","approved"
"repair-2","understanding-repair","repair-write-down","Write it down","Written text often rescues numbers, names, and addresses faster than more speech.","repair-2","Please write it down","Viết xuống giúp tôi","Viết xuống giúp tôi","vee-et zoong zoop toy","starter","say-first","Use this for numbers, names, room numbers, or addresses.","I will write it here.","write it down|write please","","ready","✍️","new starter family | relation-sample=viet-repair-write-down:anchor","approved"
"repair-3","understanding-repair","repair-meaning","What does that mean?","Use this when one word or phrase blocks the whole moment.","repair-3","What does that mean?","Cái đó nghĩa là gì?","Cái đó nghĩa là gì?","gai doh ngee-ah lah zee","starter","say-first","Use this when one word or phrase is blocking your understanding.","","what does that mean|meaning","","ready","❓","new starter family","approved"
"repair-4","understanding-repair","repair-which-one","Which one?","This helps when there are two prices, doors, stops, or choices in play.","repair-4","Which one do you mean?","Ý anh/chị là cái nào?","Ý anh/chị là cái nào?","ee anh chee lah gai now","premium","say-first","Use this when there are multiple options and you need the exact one.","","which one|which one do you mean","","ready","🧩","premium-only repair family","approved"
"repair-show-me","understanding-repair","repair-show-me","Show me","Screens, menus, and routes are often easier to show than explain.","repair-show-me","Can you show me?","Chỉ cho tôi được không?","Chỉ cho tôi được không?","chee cho toy dook khong","premium","say-first","Use this when you want the other person to point, show the item, or show the screen.","","show me|can you show me","","ready","🗺️","resolved hold-review primary","approved"
"repair-5","understanding-repair","repair-show-me","Show me","Screens, menus, and routes are often easier to show than explain.","repair-5","Can you show me on the map?","Chỉ trên bản đồ giúp tôi được không?","Chỉ trên bản đồ giúp tôi được không?","chee tren ban doh zoop toy dook khong","premium","also-common","Use this when the route or location is easier to show on a map than say.","","show me on the map|map","","ready","🗺️","resolved hold-review map variant","approved"
"repair-6","understanding-repair","repair-number","Say the number again","This is useful for room numbers, gates, fares, and prices.","repair-6","Please say the number again","Làm ơn nói lại số đó","Làm ơn nói lại số đó","lahm uhn noy lie soh doh","starter","say-first","Use this when you think you missed only the number.","","say the number again|number again","","ready","🔢","resolved hold-review family moved to free | relation-sample=viet-repair-number:anchor","approved"
"repair-number-amount","understanding-repair","repair-number","Say the number again","This is useful for room numbers, gates, fares, and prices.","repair-number-amount","How much did you say?","Anh/chị vừa nói bao nhiêu?","Anh/chị vừa nói bao nhiêu?","anh chee voo-ah noy bao nyew","starter","also-common","Use this when the missed number was the fare, total, room number, or amount.","","how much did you say|what amount","","ready","🔢","resolved hold-review amount variant | relation-sample=viet-repair-number:variant:also-common","approved"
"repair-english-help","understanding-repair","repair-english-help","English help","Switch the conversation toward English when Vietnamese stops working.","repair-english-help","Do you speak English?","Anh/chị nói tiếng Anh không?","Anh/chị nói tiếng Anh không?","anh chee noy tyeng anh khong","starter","say-first","Use this when you need to know whether English is an option.","","speak english|english help","","ready","🗣️","resolved hold-review primary | relation-sample=viet-repair-english-help:anchor","approved"
"repair-english-help-self-limit","understanding-repair","repair-english-help","English help","Switch the conversation toward English when Vietnamese stops working.","repair-english-help-self-limit","Sorry, I don’t speak Vietnamese","Xin lỗi, tôi không nói tiếng Việt","Xin lỗi, tôi không nói tiếng Việt","sin loy toy khong noy tyeng vyet","starter","also-common","Use this after the first phrase when you need to explain the language problem clearly.","","i do not speak vietnamese|no vietnamese","","ready","🗣️","resolved hold-review follow-up | relation-sample=viet-repair-english-help:variant:also-common","approved"
"repair-translate-this","understanding-repair","repair-translate-this","Translate this","Use this when a menu, sign, or screen still needs help.","repair-translate-this","Can you translate this for me?","Dịch giúp tôi cái này được không?","Dịch giúp tôi cái này được không?","zik zoop toy gai nai dook khong","premium","say-first","Use this while showing the menu, sign, receipt, or phone screen.","","translate this|can you translate this","","ready","🌐","resolved hold-review primary","approved"
"taxi-1","transport","transport-destination","Take me here","In most ride situations, the destination is the first sentence that matters.","taxi-1","Take me here","Cho tôi tới đây","Cho tôi tới đây","cho toy toy day","starter","say-first","Use this while showing your destination on your phone.","This entrance or the next one?","take me here|go here|destination","","ready","📍","legacy transport primary | relation-sample=viet-transport-destination:anchor","approved"
"taxi-2","transport","transport-main-destination","Go to this area","Use the place name when it is shorter than a full address.","taxi-2","Go to District 1","Đi quận 1","Đi quận 1","dee gwan mot","starter","say-first","Use this for a simple destination inside the city.","","district 1|go to district 1","","ready","🏙️","legacy transport primary","approved"
"taxi-3","transport","transport-stop-here","Stop here","This is the safe phrase for the last turn or final stop.","taxi-3","You can stop here","Dừng ở đây được rồi","Dừng ở đây được rồi","zoong uh day dook roy","starter","say-first","Use this when you want the driver to stop at the current spot.","","stop here|get off here","","ready","🛑","legacy transport primary | relation-sample=viet-transport-stop-here:anchor","approved"
"transport-stop-here-clearer","transport","transport-stop-here","Stop here","This is the safe phrase for the last turn or final stop.","transport-stop-here-clearer","Please stop right here","Cho tôi xuống ngay đây","Cho tôi xuống ngay đây","cho toy zoong ngay day","premium","clearer","Use this when the driver seems likely to roll past the stop.","","stop right here","","ready","🛑","premium clearer variant | relation-sample=viet-transport-stop-here:variant:clearer","approved"
"taxi-4","transport","transport-route","Go this way","Use this only when you need to redirect the ride, not for every turn.","taxi-4","Go this way","Đi đường này đi","Đi đường này đi","dee doong nai dee","starter","say-first","Use this if you need to guide the driver.","","go this way|this way","","ready","➡️","legacy transport primary","approved"
"taxi-5","transport","transport-aircon","Turn on the AC","This is a small comfort phrase, but it matters on long hot rides.","taxi-5","Please turn on the air conditioning","Mở máy lạnh giúp tôi","Mở máy lạnh giúp tôi","muh mai lanh zoop toy","starter","say-first","Use this on a hot ride if the air conditioning is off.","","air conditioning|aircon","","ready","❄️","legacy transport primary","approved"
"taxi-6","transport","transport-wait","Wait five minutes","Keep this to very short stops so the driver understands the scope.","taxi-6","Wait for me five minutes","Chờ tôi năm phút","Chờ tôi năm phút","cho toy nam foot","starter","say-first","Use this if you need a very short stop.","","wait for me|five minutes","","ready","⏳","legacy transport primary","approved"
"taxi-7","transport","transport-cash","I'll pay cash","This prevents confusion before the ride ends.","taxi-7","I’ll pay cash","Tôi trả bằng tiền mặt","Tôi trả bằng tiền mặt","toy tra bang tyen mat","starter","say-first","Use this when payment method needs to be clear.","","pay cash|cash","","ready","💵","legacy transport primary","approved"
"transport-fare","transport","transport-fare","Fare","Ask the fare directly before the ride moves on.","transport-fare","How much is the fare?","Tiền xe bao nhiêu?","Tiền xe bao nhiêu?","tyen seh bao nyew","starter","say-first","Use this before or during the ride when you need the fare clearly.","Fixed price, not meter.","fare|how much is the fare","","ready","💵","resolved hold-review primary | relation-sample=viet-transport-fare:anchor","approved"
"transport-meter","transport","transport-meter","Use the meter","This helps keep the ride price grounded.","transport-meter","Please use the meter","Làm ơn bật đồng hồ giúp tôi","Làm ơn bật đồng hồ giúp tôi","lahm uhn but dong ho zoop toy","starter","say-first","Use this at the start of the ride when you need the meter running.","","use the meter|meter","","ready","🚕","resolved hold-review primary | relation-sample=viet-transport-meter:anchor","approved"
"transport-lost","transport","transport-lost","We are lost","Use this when the driver and route no longer look right.","transport-lost","I think we are lost","Tôi nghĩ chúng ta bị lạc rồi","Tôi nghĩ chúng ta bị lạc rồi","toy ngee choong ta bee lahk roy","starter","say-first","Use this when the route feels wrong and you need to reset the ride.","","we are lost|i think we are lost","","ready","📍","resolved hold-review primary","approved"
"transport-1","transport","transport-platform","Right platform?","This is the transport recovery phrase when you are not sure you are in the right place.","transport-1","Is this the right platform?","Đây có đúng bến không?","Đây có đúng bến không?","day koh zoong ben khong","premium","say-first","Use this at bus stations, ferry piers, or pickup bays.","","right platform|right bay|right stop","","ready","🚌","premium-only transport family","approved"
"transport-2","transport","transport-bus-goes","Does this bus go here?","This is safer than asking for the whole route story.","transport-2","Does this bus go to…?","Xe này có đi tới… không?","Xe này có đi tới… không?","seh nai koh dee toy khong","premium","say-first","Use this before you board if you are unsure about the route.","","does this bus go to|does this go to","","ready","🚌","premium-only transport family","approved"
"hotel-1","hotel-accommodation","hotel-reservation","I have a reservation","At check-in, reservation first is usually the fastest path.","hotel-1","I have a reservation","Tôi có đặt phòng","Tôi có đặt phòng","toy koh dat fong","starter","say-first","Use this at the desk when you have already booked.","","reservation|booking","","ready","🛎️","legacy hotel primary | relation-sample=viet-hotel-reservation:anchor","approved"
"hotel-2","hotel-accommodation","hotel-check-in","Check in","This is the default phrase when the reservation exists and you need the next step.","hotel-2","I’d like to check in","Cho tôi nhận phòng","Cho tôi nhận phòng","cho toy nyun fong","starter","say-first","Use this when you are ready to begin check-in.","","check in","","ready","🏨","legacy hotel primary | relation-sample=viet-hotel-check-in:anchor","approved"
"hotel-check-in-polite","hotel-accommodation","hotel-check-in","Check in","This is the default phrase when the reservation exists and you need the next step.","hotel-check-in-polite","I’d like to check in, please","Cho tôi nhận phòng nhé","Cho tôi nhận phòng nhé","cho toy nyun fong nhe","premium","more-polite","Use this when you want the request to sound softer at the desk.","","check in please","","ready","🏨","premium polite variant | relation-sample=viet-hotel-check-in:variant:more-polite","approved"
"hotel-3","hotel-accommodation","hotel-checkout-time","Check-out time","This prevents late-checkout surprises.","hotel-3","What time is check-out?","Mấy giờ trả phòng?","Mấy giờ trả phòng?","may zyuh tra fong","starter","say-first","Ask this early so you know the deadline before your last day.","","check out time|checkout","","ready","🕒","legacy hotel primary | relation-sample=viet-hotel-checkout-time:anchor","approved"
"hotel-quiet-room","hotel-accommodation","hotel-quiet-room","Quiet room","Use this when the room location matters as much as the room itself.","hotel-quiet-room","Can I have a quiet room?","Cho tôi phòng yên tĩnh được không?","Cho tôi phòng yên tĩnh được không?","cho toy fong yen tinh dook khong","premium","say-first","Use this when you need a quieter room away from traffic, elevators, or noise.","","quiet room","","ready","😴","resolved hold-review primary","approved"
"hotel-checkout","hotel-accommodation","hotel-checkout","Check out now","Use this when you are ready to finish the stay, not just ask about the time.","hotel-checkout","I’d like to check out","Cho tôi trả phòng","Cho tôi trả phòng","cho toy tra fong","starter","say-first","Use this at the desk when you are ready to end the stay.","","check out now|i'd like to check out","","ready","🛎️","resolved hold-review primary","approved"
"hotel-4","hotel-accommodation","hotel-room-hot","Room too hot","Lead with the room problem before asking for the fix.","hotel-4","This room is too hot","Phòng này nóng quá","Phòng này nóng quá","fong nai nong gwah","starter","say-first","Use this when the room temperature is the main problem.","","room too hot|too hot","","ready","🥵","legacy hotel primary | relation-sample=viet-hotel-room-hot:anchor","approved"
"hotel-5","hotel-accommodation","hotel-aircon-broken","AC not working","This is the more specific follow-up when the heat problem is the air conditioner.","hotel-5","The air conditioner isn’t working","Máy lạnh không chạy","Máy lạnh không chạy","mai lanh khong chai","starter","say-first","Use this when the air conditioner is not working at all.","","air conditioner isn't working|aircon broken","","ready","🧊","legacy hotel primary | relation-sample=viet-hotel-aircon-broken:anchor","approved"
"hotel-6","hotel-accommodation","hotel-more-supplies","More room supplies","Use this when you need more basics for the room.","hotel-6","More towels please","Cho tôi thêm khăn","Cho tôi thêm khăn","cho toy them khan","starter","say-first","Use this for a straightforward front-desk request for more room supplies.","","more towels|towels","","ready","🧺","resolved hold-review family broadened","approved"
"hotel-more-supplies-paper","hotel-accommodation","hotel-more-supplies","More room supplies","Use this when you need more basics for the room.","hotel-more-supplies-paper","Can I have more toilet paper?","Cho tôi thêm giấy vệ sinh được không?","Cho tôi thêm giấy vệ sinh được không?","cho toy them zai veh sinh dook khong","starter","also-common","Use this when the room needs more toilet paper rather than more towels.","","more toilet paper|room supplies","","ready","🧺","resolved hold-review supply variant","approved"
"hotel-7","hotel-accommodation","hotel-luggage","Hold my luggage","This is a common before-check-in or after-checkout phrase.","hotel-7","Please hold my luggage","Giữ hành lý giúp tôi","Giữ hành lý giúp tôi","zoo han lee zoop toy","starter","say-first","Use this when you need the hotel to hold your bags for a while.","","hold my luggage|bags","","ready","🧳","legacy hotel primary","approved"
"hotel-8","hotel-accommodation","hotel-key-card","Key card not working","Use this when the key card will not open the room.","hotel-8","The key card doesn’t work","Thẻ phòng không mở được","Thẻ phòng không mở được","teh fong khong muh dook","premium","say-first","Use this when the room card stops working.","","key card doesn't work|room card","","ready","🪪","premium-only hotel family","approved"
"hotel-9","hotel-accommodation","hotel-call-taxi","Call a taxi","This is a practical second sentence, not a brand-new category.","hotel-9","Can you call a taxi for me?","Gọi taxi giúp tôi được không?","Gọi taxi giúp tôi được không?","goy taxi zoop toy dook khong","premium","say-first","Use this when you want the hotel to arrange a ride instead of just giving directions.","","call a taxi|call car","","ready","🚕","premium-only hotel family","approved"
"coffee-1","food-drink","food-coffee-milk","Iced milk coffee","Start with the base drink before you add any small changes.","coffee-1","One iced milk coffee please","Cho tôi một cà phê sữa đá","Cho tôi một cà phê sữa đá","cho toy mot ka feh sue-ah dah","starter","say-first","Use this at a café when you want the classic Vietnamese coffee order.","","iced milk coffee|coffee with milk","","ready","☕","legacy food primary","approved"
"coffee-2","food-drink","food-coffee-black","Iced black coffee","Keep the order short and direct at busy counters.","coffee-2","I’d like an iced black coffee","Cho tôi cà phê đen đá","Cho tôi cà phê đen đá","cho toy ka feh den dah","starter","say-first","Use this when you want coffee without milk.","","iced black coffee|black coffee","","ready","🫗","legacy food primary","approved"
"coffee-3","food-drink","food-coffee-bac-xiu","Bac xiu","This is the sweeter milk-heavy coffee option many travelers ask for.","coffee-3","I’d like an iced bạc xỉu","Cho tôi bạc xỉu đá","Cho tôi bạc xỉu đá","cho toy bahk see-u dah","starter","say-first","Use this when you want a sweeter milk-forward coffee.","","bac xiu|bạc xỉu","","ready","🥛","legacy food primary","approved"
"coffee-4","food-drink","food-less-ice","Less ice","Use the base request first, then add this if you need it.","coffee-4","Just a little ice","Ít đá thôi","Ít đá thôi","eet dah toy","starter","say-first","Add this when you want less ice in your drink.","","less ice|little ice","","ready","🧊","legacy food primary","approved"
"coffee-5","food-drink","food-no-sugar","No sugar","This is one of the most useful café follow-ups for travelers.","coffee-5","No sugar please","Không đường nhé","Không đường nhé","khong doong nhe","starter","say-first","Use this to keep your drink less sweet.","","no sugar","","ready","🚫","legacy food primary","approved"
"coffee-6","food-drink","food-to-go","To go","This keeps the order atomic and easy to recognize.","coffee-6","To go","Mang đi","Mang đi","mang dee","starter","say-first","Say this when you want takeaway instead of staying.","","to go|take away|takeout","","ready","🥤","legacy food primary","approved"
"coffee-7","food-drink","food-pay-now","Ready to pay","Use this to move the counter moment forward without extra explanation.","coffee-7","Please let me pay","Tính tiền giúp tôi","Tính tiền giúp tôi","ting tyen zoop toy","starter","say-first","Use this when you are ready to pay at the counter.","","let me pay|pay now","","ready","💵","legacy food primary | relation-sample=viet-food-pay-now:anchor","approved"
"food-need-table","food-drink","food-need-table","Table for two","Use this when you need seating before anything else.","food-need-table","A table for two, please","Cho tôi bàn cho hai người nhé","Cho tôi bàn cho hai người nhé","cho toy ban cho hai ngwee nhe","starter","say-first","Use this when the first need is getting seated.","","table for two|need a table","","ready","🪑","resolved hold-review primary | relation-sample=viet-food-need-table:anchor","approved"
"food-menu","food-drink","food-menu","See the menu","Use this when the next step is reading the options, not ordering yet.","food-menu","Can I see the menu?","Cho tôi xem thực đơn được không?","Cho tôi xem thực đơn được không?","cho toy sem thook dun dook khong","starter","say-first","Use this before ordering when you still need the menu.","","see the menu|menu","","ready","📋","resolved hold-review primary | relation-sample=viet-food-menu:anchor","approved"
"food-1","food-drink","food-one-portion","One portion","Start with the quantity before you add customizations.","food-1","One portion please","Cho tôi một phần","Cho tôi một phần","cho toy mot fun","starter","say-first","Use this for a simple food order while pointing.","","one portion|one order","","ready","🍽️","legacy food primary","approved"
"food-2","food-drink","food-this-bowl","This bowl","Pointing plus this phrase works well at busy stalls.","food-2","I’ll take this bowl","Cho tôi tô này","Cho tôi tô này","cho toy toh nai","starter","say-first","Use this while pointing at the bowl or plate you want.","","this bowl|this dish","","ready","🍜","legacy food primary","approved"
"food-3","food-drink","food-not-spicy","Not spicy","This is one of the most practical restaurant safety phrases.","food-3","Not spicy please","Không cay nhé","Không cay nhé","khong kai nhe","starter","say-first","Use this before the dish is prepared if you want mild food.","","not spicy|mild","","ready","🌶️","legacy food primary | relation-sample=viet-food-not-spicy:anchor","approved"
"food-not-spicy-clearer","food-drink","food-not-spicy","Not spicy","This is one of the most practical restaurant safety phrases.","audio-authored-it-cay-thoi-05b8e258a2","Less spicy, please","Ít cay thôi","Ít cay thôi","eet kai thoy","premium","clearer","Use this when fully not spicy is unrealistic but you still need the dish milder.","","less spicy|mild","","ready","🌶️","premium clearer variant | relation-sample=viet-food-not-spicy:variant:clearer","approved"
"food-4","food-drink","food-more-herbs","More herbs","This helps on noodle, rice, and street-food orders.","food-4","More herbs please","Cho thêm rau","Cho thêm rau","cho them zow","starter","say-first","Use this when you want extra herbs or greens.","","more herbs|more vegetables","","ready","🥬","legacy food primary","approved"
"food-5","food-drink","food-bottled-water","Bottled water","Use this when you want bottled water instead of tap water.","food-5","Do you have bottled water?","Có nước suối không?","Có nước suối không?","koh nook soy khong","starter","say-first","Ask this when you want bottled water with your meal.","","bottled water|water","","ready","💧","legacy food primary | relation-sample=viet-food-bottled-water:anchor","approved"
"food-6","food-drink","food-utensils","Spoon and chopsticks","Keep this short and direct in busy places.","food-6","A spoon and chopsticks please","Cho tôi muỗng với đũa","Cho tôi muỗng với đũa","cho toy moong voy doo-ah","starter","say-first","Use this if utensils were not set out.","","spoon and chopsticks|utensils","","ready","🥢","legacy food primary","approved"
"food-7","food-drink","food-pack-to-go","Pack it to go","This is the default restaurant exit phrase when you still want the food.","food-7","Pack it to go","Gói mang về","Gói mang về","goy mang veh","starter","say-first","Say this when you want takeaway from a stall or restaurant.","","pack to go|take away","","ready","🛍️","legacy food primary","approved"
"food-vegetarian","food-drink","food-vegetarian","Vegetarian","Use this when diet needs matter before you order.","food-vegetarian","I am vegetarian","Tôi ăn chay","Tôi ăn chay","toy an chai","starter","say-first","Use this before you order when you need the vegetarian version or a different dish.","","vegetarian","","ready","🥦","resolved hold-review primary","approved"
"food-peanut-allergy","food-drink","food-peanut-allergy","Peanut allergy","Lead with the allergy warning, then ask about ingredients if needed.","food-peanut-allergy","I am allergic to peanuts","Tôi bị dị ứng đậu phộng","Tôi bị dị ứng đậu phộng","toy bee zee oong dow fohng","starter","say-first","Use this before you order when peanuts are the main food risk.","","peanut allergy|allergic to peanuts","","ready","⚠️","resolved hold-review primary","approved"
"food-15","food-drink","food-peanut-allergy","Peanut allergy","Lead with the allergy warning, then ask about ingredients if needed.","food-15","Does this have egg or peanuts?","Món này có trứng hay đậu phộng không?","Món này có trứng hay đậu phộng không?","mon nai koh choong hai dow fohng khong","starter","also-common","Use this after the allergy warning when you need to check the ingredients directly.","","egg|peanut|allergy","","ready","🥚","resolved hold-review ingredient variant","approved"
"food-16","food-drink","food-wrong-order","Wrong order","This is a classic Continue + Recover phrase, not a new category.","food-16","This isn’t what I ordered","Đây không phải món tôi gọi","Đây không phải món tôi gọi","day khong fai mon toy goy","premium","say-first","Use this when the wrong dish arrives at the table.","","wrong order|not what i ordered","","ready","⚠️","premium-only food family","approved"
"food-17","food-drink","food-split-bill","Pay separately","Use this when everyone is paying separately.","food-17","Can we pay separately?","Trả riêng được không?","Trả riêng được không?","tra ryeng dook khong","premium","say-first","Use this when you need separate payment instead of a single bill.","","pay separately|split bill","","ready","💳","premium-only food family","approved"
"price-1","money-numbers-prices","money-how-much","How much is this?","Point at the thing first, then say the phrase.","price-1","How much is this?","Cái này bao nhiêu?","Cái này bao nhiêu?","gai nai bao nyew","starter","say-first","Use this while pointing at an item.","Forty thousand, cash only.","how much is this|price","","ready","🏷️","legacy price primary | relation-sample=viet-money-how-much:anchor","approved"
"money-how-much-common","money-numbers-prices","money-how-much","How much is this?","Point at the thing first, then say the phrase.","money-how-much-common","How much is this?","Cái này nhiêu tiền?","Cái này nhiêu tiền?","gai nai nyew tyen","premium","also-common","Use this as a common spoken alternative when you hear price asked more casually.","","how much|price","","ready","🏷️","premium also-common variant","approved"
"price-2","money-numbers-prices","money-per-kilo","Price per kilo","This is especially useful in markets and fruit stalls.","price-2","How much per kilo?","Bao nhiêu một ký?","Bao nhiêu một ký?","bao nyew mot kee","starter","say-first","Use this for fruit, snacks, or anything sold by weight.","","per kilo|kilo price","","ready","⚖️","legacy price primary","approved"
"price-3","money-numbers-prices","money-too-expensive","Too expensive","This is useful even if you are not bargaining aggressively.","price-3","Too expensive","Mắc quá","Mắc quá","mak gwah","starter","say-first","Say this lightly when reacting to a high price.","","too expensive","","ready","😅","legacy price primary","approved"
"price-4","money-numbers-prices","money-lower-price","Lower the price","Use this only where bargaining is normal.","price-4","Can you lower it a little?","Bớt chút được không?","Bớt chút được không?","but choot dook khong","starter","say-first","Use this politely when bargaining is normal.","","lower it|discount","","ready","🤝","legacy price primary","approved"
"price-5","money-numbers-prices","money-final-price","Final price","This helps you move from browsing to decision.","price-5","What’s your final price?","Giá cuối bao nhiêu?","Giá cuối bao nhiêu?","za gooy bao nyew","starter","say-first","Ask this before making a final decision.","","final price","","ready","💬","legacy price primary | relation-sample=viet-money-final-price:anchor","approved"
"price-6","money-numbers-prices","money-another-one","Another one","This keeps the interaction moving without committing yet.","price-6","Show me another one","Cho tôi xem cái khác","Cho tôi xem cái khác","cho toy sem gai khak","starter","say-first","Use this when you want to compare options.","","another one|show me another","","ready","👀","legacy price primary","approved"
"price-7","money-numbers-prices","money-take-this","I'll take this","This closes the shopping moment quickly.","price-7","I’ll take this one","Tôi lấy cái này","Tôi lấy cái này","toy lay gai nai","starter","say-first","Say this once you agree on the item and price.","","i'll take this","","ready","🛍️","legacy price primary","approved"
"price-8","money-numbers-prices","money-total","Total","This is the natural second sentence after individual price checking.","price-8","How much altogether?","Tổng cộng bao nhiêu?","Tổng cộng bao nhiêu?","tong kong bao nyew","premium","say-first","Use this when you need the full amount across more than one item.","","how much altogether|total","","ready","🧾","premium-only money family","approved"
"airport-4","money-numbers-prices","money-find-atm","Find an ATM","Keep cash-access questions with prices and payment, not just arrival.","airport-4","Where is the nearest ATM?","ATM gần nhất ở đâu?","ATM gần nhất ở đâu?","ay-tee-em gun nyut uh dow","starter","say-first","Use this when you need cash and want the closest ATM, not just any airport machine.","","atm|nearest atm|cash machine","","ready","🏧","resolved hold-review key reuse from airport lane","approved"
"price-9","money-numbers-prices","money-small-bills","Small bills","Use this when you need change or smaller notes.","price-9","Do you have smaller bills?","Có tiền lẻ không?","Có tiền lẻ không?","koh tyen leh khong","premium","say-first","Use this when you need smaller notes or change.","","small bills|change","","ready","💸","premium-only money family","approved"
"directions-1","directions-navigation","directions-how-to-get","How do I get there?","Lead with the place name, not a long route story.","directions-1","Excuse me, how do I get there?","Cho hỏi, đi tới đó thế nào?","Cho hỏi, đi tới đó thế nào?","cho hoy dee toy doh theh nao","starter","say-first","Use this when you need the route to a place and can point or name it separately.","","how do i get there|get there","","ready","🧭","resolved hold-review replacement","approved"
"directions-2","directions-navigation","directions-near","Is it near here?","This helps you decide whether to walk or change plans.","directions-2","Is it near here?","Ở gần đây không?","Ở gần đây không?","uh gun day khong","starter","say-first","Use this before you commit to walking.","","near here|nearby","","ready","📍","legacy directions primary","approved"
"directions-3","directions-navigation","directions-how-long","How long on foot?","This keeps the answer concrete instead of vague.","directions-3","How long does it take on foot?","Đi bộ mất bao lâu?","Đi bộ mất bao lâu?","dee boh mut bao low","starter","say-first","Use this when you need walking time, not just direction words.","","how long on foot|walking time","","ready","🚶","resolved hold-review replacement","approved"
"directions-4","directions-navigation","directions-turn-left","Turn left?","Take the route one turn at a time.","directions-4","Where do I turn left?","Rẽ trái ở đâu?","Rẽ trái ở đâu?","reh chai uh dow","starter","say-first","Use this when you are already on the route and need the next turn.","","turn left","","ready","⬅️","legacy directions primary","approved"
