phrase_id,scenario_id,audio_key,english_text,target_text,pronunciation,context,emoji,notes,status
spanish-street-food-4,street-food,spanish-street-food-4,More herbs please,Con un poco mÃ¡s de hierbas por favor.,kohn oon POH-koh mahs deh YEHR-bahs por fah-BOR,Use this when you want extra herbs or garnish on a dish.,ðŸ¥¬,residual-tail draft to clear a low-fit garnish request without overstating its importance,drafted
spanish-street-food-5,street-food,spanish-street-food-5,Do you have bottled water,Â¿Tiene agua embotellada?,TYEH-neh AH-gwah em-boh-teh-YAH-dah,Ask this when you want sealed bottled water with your meal.,ðŸ’§,first-wave promoted core sealed-water check,first-wave-promoted-core
spanish-street-food-6,street-food,spanish-street-food-6,A fork please,Un tenedor por favor.,oon teh-neh-DOR por fah-BOR,Use this if you need a fork and none was set out.,ðŸ¥¢,rewritten from spoon-and-chopsticks scaffold toward a Spain-fit utensil request,rewritten-and-drafted
spanish-street-food-7,street-food,spanish-street-food-7,Pack it to go,Para llevar por favor.,PAH-rah yeh-BAR por fah-BOR,Say this when you want takeaway from a bar casual restaurant or counter.,ðŸ›ï¸,residual-tail draft for takeaway follow-through beyond the cafe lane,drafted
spanish-grab-taxi-1,grab-taxi,spanish-grab-taxi-1,Take me here,LlÃ©veme aquÃ­ por favor.,YEH-beh-meh ah-KEE por fah-BOR,Use this while showing your destination on your phone.,ðŸ“,first-wave promoted core ride control,first-wave-promoted-core
spanish-grab-taxi-2,grab-taxi,spanish-grab-taxi-2,Take me to the train station,LlÃ©veme a la estaciÃ³n de tren por favor.,YEH-beh-meh ah lah ehs-tah-SYON deh tren por fah-BOR,Use this for a practical station drop-off instead of vague city-center wording.,ðŸ™ï¸,rewritten from city-center wording toward train-station drop-off help for Spain,rewritten-and-drafted
spanish-grab-taxi-3,grab-taxi,spanish-grab-taxi-3,You can stop here,AquÃ­ estÃ¡ bien.,ah-KEE ehs-TAH BYEN,Use this when you want the driver to stop at the current spot.,ðŸ›‘,first-wave promoted core drop-off control,first-wave-promoted-core
spanish-grab-taxi-4,grab-taxi,spanish-grab-taxi-4,Go this way,Por aquÃ­ por favor.,por ah-KEE por fah-BOR,Use this if you need to guide the driver.,âž¡ï¸,second-pass utility draft for guiding a driver at a turn or narrow old-town street,drafted
spanish-grab-taxi-5,grab-taxi,spanish-grab-taxi-5,Please turn on the air conditioning,Â¿Puede poner el aire acondicionado por favor?,PWEH-deh poh-NEHR ehl AI-reh ah-kohn-dee-syoh-NAH-doh por fah-BOR,Use this on a hot ride if the air conditioning is off.,â„ï¸,second-pass utility draft for hot rides and summer heat,drafted
spanish-grab-taxi-6,grab-taxi,spanish-grab-taxi-6,Wait for me five minutes,EspÃ©reme cinco minutos por favor.,ehs-PEH-reh-meh SEEN-koh mee-NOO-tohs por fah-BOR,Use this if you need a very short stop.,â³,second-pass utility draft for a very short stop during a ride,drafted
spanish-grab-taxi-7,grab-taxi,spanish-grab-taxi-7,I will pay cash,PagarÃ© en efectivo.,pah-gah-REH en eh-fehk-TEE-boh,Use this when payment method needs to be clear.,ðŸ’µ,second-pass utility draft for cash-payment clarity at drop-off,drafted
spanish-asking-price-1,asking-price,spanish-asking-price-1,How much is this,Â¿CuÃ¡nto cuesta esto?,KWAN-toh KWEHS-tah EHS-toh,Use this while pointing at an item in a shop bakery or counter.,ðŸ·ï¸,first-wave promoted core price check,first-wave-promoted-core
spanish-asking-price-2,asking-price,spanish-asking-price-2,How much per kilo,Â¿CuÃ¡nto cuesta el kilo?,KWAN-toh KWEHS-tah ehl KEE-loh,Use this for produce or anything sold by weight.,âš–ï¸,second-pass utility draft for weight-based shopping and markets,drafted
spanish-asking-price-3,asking-price,spanish-asking-price-3,Too expensive,Es demasiado caro.,ehs deh-mah-syah-doh KAH-roh,Say this lightly when reacting to a high price.,ðŸ˜…,second-pass utility draft for reacting to a marked price without bargaining,drafted
spanish-asking-price-4,asking-price,spanish-asking-price-4,Do you have a cheaper one,Â¿Tiene uno mÃ¡s barato?,TYEH-neh OO-noh mahs bah-RAH-toh,Use this when you want a lower-cost option instead of bargaining over a marked price.,ðŸ¤,rewritten from bargaining toward cheaper-option shopping check for Spain,rewritten-and-drafted
spanish-asking-price-5,asking-price,spanish-asking-price-5,How much is it in total,Â¿CuÃ¡nto es en total?,KWAN-toh ehs en toh-TAHL,Ask this at checkout when you want the full total confirmed before paying.,ðŸ’¬,rewritten from final-price bargaining toward total-cost confirmation for Spain,rewritten-and-drafted
spanish-asking-price-6,asking-price,spanish-asking-price-6,Show me another one,Â¿Me enseÃ±a otro por favor?,meh en-SEHN-yah OH-troh por fah-BOR,Use this when you want to compare options.,ðŸ‘€,second-pass utility draft for comparison shopping at a counter or small shop,drafted
spanish-asking-price-7,asking-price,spanish-asking-price-7,I'll take this one,Me llevo este.,meh YEH-boh EHS-teh,Say this once you agree on the item and price while pointing.,ðŸ›ï¸,first-wave promoted core item-selection phrase,first-wave-promoted-core
spanish-polite-basics-1,polite-basics,spanish-polite-basics-1,Hello,Hola.,OH-lah,Use this to greet people in casual travel moments.,ðŸ‘‹,residual-tail draft for a simple greeting anchor,drafted
spanish-polite-basics-2,polite-basics,spanish-polite-basics-2,Thank you,Gracias.,GRAH-syahs,Say this anytime someone helps you.,ðŸ™,first-wave promoted core courtesy anchor,first-wave-promoted-core
spanish-polite-basics-3,polite-basics,spanish-polite-basics-3,Yes polite acknowledgment,SÃ­ claro.,see KLAH-roh,Use this as a polite yes or acknowledgment with staff or service workers.,ðŸ™‚,residual-tail draft for a friendly polite acknowledgment,drafted
spanish-polite-basics-4,polite-basics,spanish-polite-basics-4,No thank you,No gracias.,noh GRAH-syahs,Use this to politely decline something without sounding abrupt.,ðŸ™…,first-wave promoted core polite decline,first-wave-promoted-core
spanish-polite-basics-5,polite-basics,spanish-polite-basics-5,Excuse me,PerdÃ³n.,pehr-DON,Use this to get attention politely before a short request.,ðŸ™,first-wave promoted core neutral polite opener after narrowing the English gloss,first-wave-promoted-core
spanish-polite-basics-6,polite-basics,spanish-polite-basics-6,It is okay,No pasa nada.,noh PAH-sah NAH-dah,Say this when someone apologizes to you.,ðŸ‘Œ,residual-tail draft for a reassuring response to an apology,drafted
spanish-polite-basics-7,polite-basics,spanish-polite-basics-7,Goodbye,AdiÃ³s.,ah-DYOS,Use this when leaving a shop hotel or ride.,ðŸ‘‹,residual-tail draft for a clean closing phrase,drafted
spanish-convenience-store-1,convenience-store,spanish-convenience-store-1,A bottle of water please,Una botella de agua por favor.,OO-nah boh-TEH-yah deh AH-gwah por fah-BOR,Use this for a quick water purchase at a kiosk station or small shop.,ðŸ’§,first-wave promoted core quick retail purchase,first-wave-promoted-core
spanish-convenience-store-2,convenience-store,spanish-convenience-store-2,Do you have a bag,Â¿Tiene una bolsa?,TYEH-neh OO-nah BOHL-sah,Ask this if you need a carry bag.,ðŸ›ï¸,second-pass utility draft for quick checkout follow-through,drafted
spanish-convenience-store-3,convenience-store,spanish-convenience-store-3,Tissues please,PaÃ±uelos de papel por favor.,pahn-NYWEH-lohs deh pah-PEHL por fah-BOR,Use this when you need tissues at the counter.,ðŸ§»,second-pass utility draft for a simple pharmacy or kiosk ask; graduation-outcome=promote,promote
spanish-convenience-store-4,convenience-store,spanish-convenience-store-4,Where is the sunscreen,Â¿DÃ³nde estÃ¡ el protector solar?,DON-deh ehs-TAH ehl proh-tehk-TOR soh-LAR,Ask this when you need help finding sunscreen.,ðŸ§´,second-pass utility draft for beach or summer item-finding; graduation-outcome=promote,promote
spanish-convenience-store-5,convenience-store,spanish-convenience-store-5,Please open this for me,Â¿Me lo puede abrir por favor?,meh loh PWEH-deh ah-BREER por fah-BOR,Use this for bottled drinks or hard packaging.,ðŸ”“,second-pass utility draft for help opening packaging at a counter; graduation-outcome=later-only,later-only
spanish-convenience-store-6,convenience-store,spanish-convenience-store-6,Can I pay by card,Â¿Puedo pagar con tarjeta?,PWEH-doh pah-GAR kohn tar-HEH-tah,Ask this before checkout when you need to confirm card payment.,ðŸ’³,first-wave promoted core payment clarity,first-wave-promoted-core
spanish-convenience-store-7,convenience-store,spanish-convenience-store-7,Please give me the receipt,Â¿Me da el recibo por favor?,meh DAH ehl reh-SEE-boh por fah-BOR,Use this if you need the receipt for your purchase.,ðŸ§¾,first-wave promoted core receipt follow-through,first-wave-promoted-core
spanish-hotel-hostel-1,hotel-hostel,spanish-hotel-hostel-1,I have a reservation,Tengo una reserva.,TEN-goh OO-nah reh-SEHR-bah,Use this first when you arrive at reception.,ðŸ›Žï¸,first-wave promoted core hotel arrival,first-wave-promoted-core
spanish-hotel-hostel-2,hotel-hostel,spanish-hotel-hostel-2,I would like to check in,Quisiera hacer el check-in.,kee-SYEH-rah ah-SEHR ehl chehk-IN,Say this when you are ready to start check-in at reception.,ðŸ”‘,first-wave promoted core hotel desk request,first-wave-promoted-core
spanish-hotel-hostel-3,hotel-hostel,spanish-hotel-hostel-3,What time is check out,Â¿A quÃ© hora es el check-out?,ah keh OH-rah ehs ehl chehk-AOOT,Ask this early so you know the departure time.,â°,second-pass utility draft for hotel departure timing,drafted
spanish-hotel-hostel-4,hotel-hostel,spanish-hotel-hostel-4,This room is too hot,Hace demasiado calor en la habitaciÃ³n.,AH-seh deh-mah-syah-doh kah-LOR en lah ah-bee-tah-SYON,Use this if the room feels too warm.,ðŸ¥µ,second-pass utility draft for room comfort complaints in warm weather,drafted
spanish-hotel-hostel-5,hotel-hostel,spanish-hotel-hostel-5,The air conditioner is not working,El aire acondicionado no funciona.,ehl AI-reh ah-kohn-dee-syoh-NAH-doh noh foon-SYOH-nah,Say this when you need staff to check the AC.,â„ï¸,second-pass utility draft for a broken air-conditioning report,drafted
spanish-hotel-hostel-6,hotel-hostel,spanish-hotel-hostel-6,More towels please,MÃ¡s toallas por favor.,mahs toh-AH-yahs por fah-BOR,Use this when you need extra towels.,ðŸ§º,second-pass utility draft for a simple housekeeping request,drafted
spanish-hotel-hostel-7,hotel-hostel,spanish-hotel-hostel-7,Please hold my luggage,Â¿Me puede guardar el equipaje?,meh PWEH-deh gwar-DAR ehl eh-kee-PAH-heh,Use this if you need the desk to hold your bags before check-in or after check-out.,ðŸ§³,first-wave promoted core luggage hold request,first-wave-promoted-core
spanish-directions-1,directions,spanish-directions-1,Excuse me how do I get to the metro station,PerdÃ³n. Â¿CÃ³mo voy a la estaciÃ³n de metro?,pehr-DON KOH-moh voy ah lah ehs-tah-SYON deh MEH-troh,Use this when asking how to reach a metro station or nearby platform entrance.,ðŸ—ºï¸,rewritten from city-center wording toward metro-station help for Spain,rewritten-and-drafted
spanish-directions-2,directions,spanish-directions-2,Is it near here,Â¿EstÃ¡ cerca de aquÃ­?,ehs-TAH SEHR-kah deh ah-KEE,Ask this when deciding whether to walk or ride.,ðŸ“,first-wave promoted core distance check,first-wave-promoted-core
spanish-directions-3,directions,spanish-directions-3,How long on foot,Â¿CuÃ¡nto se tarda andando?,KWAN-toh seh TAR-dah an-DAN-doh,Use this to check whether walking is realistic.,ðŸš¶,first-wave promoted core walking-time check,first-wave-promoted-core
spanish-directions-4,directions,spanish-directions-4,Where do I turn left,Â¿DÃ³nde giro a la izquierda?,DON-deh HEE-roh ah lah ees-KYEHR-dah,Ask this when someone is giving step by step directions.,â¬…ï¸,second-pass utility draft for turn-point clarification,drafted
spanish-directions-5,directions,spanish-directions-5,Turn right correct,Â¿Giro a la derecha aquÃ­?,HEE-roh ah lah deh-REH-chah ah-KEE,Use this to confirm the next turn.,âž¡ï¸,second-pass utility draft for right-turn confirmation,drafted
spanish-directions-6,directions,spanish-directions-6,Go straight,Â¿Sigo recto?,SEE-goh REHK-toh,Use this to confirm you should keep moving forward.,â¬†ï¸,second-pass utility draft for simple route confirmation,drafted
spanish-directions-7,directions,spanish-directions-7,Thanks I understand now,Gracias. Ahora lo entiendo.,GRAH-syahs ah-OH-rah loh en-TYEN-doh,Use this to politely end the directions exchange.,ðŸ™,second-pass utility draft for closing a directions exchange cleanly,drafted
spanish-simple-problems-1,simple-problems,spanish-simple-problems-1,I am lost,Me he perdido.,meh eh pehr-DEE-doh,Use this when you need immediate help finding your way and can also show a map.,ðŸ˜µ,first-wave promoted core lost-traveler repair phrase,first-wave-promoted-core
spanish-simple-problems-2,simple-problems,spanish-simple-problems-2,I do not understand,No entiendo.,noh en-TYEN-doh,Say this when someone is speaking too quickly or the reply is hard to follow.,ðŸ¤”,first-wave promoted core repair phrase,first-wave-promoted-core
spanish-simple-problems-3,simple-problems,spanish-simple-problems-3,Can you speak a little slower,Â¿Puede hablar un poco mÃ¡s despacio?,PWEH-deh ah-BLAR oon POH-koh mahs dehs-PAH-syoh,Use this when you need the other person to slow down.,ðŸ¢,first-wave promoted core repair follow-up,first-wave-promoted-core
spanish-simple-problems-4,simple-problems,spanish-simple-problems-4,I left something behind,Me he dejado algo.,meh eh deh-HAH-doh AL-goh,Say this if you forgot an item in a car room or cafe.,ðŸŽ’,second-pass utility draft for forgotten-item reporting,drafted
spanish-simple-problems-5,simple-problems,spanish-simple-problems-5,The Wi Fi is not working,El wifi no funciona.,ehl WEE-fee noh foon-SYOH-nah,Use this at hotels or cafes when you cannot connect.,ðŸ“¶,second-pass utility draft for connectivity help in hotels and cafes,drafted
spanish-simple-problems-6,simple-problems,spanish-simple-problems-6,I need a doctor,Necesito un mÃ©dico.,neh-seh-SEE-toh oon MEH-dee-koh,Use this if you feel sick and need medical help right away.,ðŸ©º,first-wave flagged holdout medical wording still needs expert review; graduation-outcome=native-review-only,native-review-only
spanish-simple-problems-7,simple-problems,spanish-simple-problems-7,Please call for me,Â¿Puede llamar por mÃ­ por favor?,PWEH-deh yah-MAR por MEE por fah-BOR,Say this when you need someone to make a call for you to a hotel taxi or support number.,ðŸ“ž,first-wave promoted core ask-someone-to-call phrase,first-wave-promoted-core
spanish-small-talk-1,small-talk,spanish-small-talk-1,I am from the United States,Soy de Estados Unidos.,soy deh ehs-TAH-dohs oo-NEE-dohs,Use this when someone asks where you are from.,ðŸ‡ºðŸ‡¸,residual-tail draft for a simple origin answer; graduation-outcome=retire,retire
spanish-small-talk-2,small-talk,spanish-small-talk-2,I am from England,Soy de Inglaterra.,soy deh een-glah-TEH-rrah,Use this as a simple answer when introducing yourself.,ðŸ‡¬ðŸ‡§,residual-tail draft for a simple origin answer; graduation-outcome=retire,retire
spanish-small-talk-3,small-talk,spanish-small-talk-3,This is my first time,Es mi primera vez aquÃ­.,ehs mee pree-MEH-rah behs ah-KEE,Use this when talking about your first visit.,âœ¨,residual-tail draft for lightweight trip small talk normalized to the lane's broad traveler pronunciation rule; graduation-outcome=retire,retire
spanish-small-talk-4,small-talk,spanish-small-talk-4,I like it here,Me gusta mucho aquÃ­.,meh GOOS-tah MOO-choh ah-KEE,Use this as an easy positive comment in conversation.,â¤,residual-tail draft for lightweight positive small talk; graduation-outcome=retire,retire
spanish-small-talk-5,small-talk,spanish-small-talk-5,The food is so good,La comida estÃ¡ muy buena.,lah koh-MEE-dah ehs-TAH mooy BWEH-nah,Use this to compliment a meal or recommendation.,ðŸ˜‹,residual-tail draft for a simple food compliment; graduation-outcome=later-only,later-only
spanish-small-talk-6,small-talk,spanish-small-talk-6,The weather is very hot,Hace mucho calor.,AH-seh MOO-choh kah-LOR,Use this as easy weather small talk on a hot day.,â˜€ï¸,residual-tail draft for easy weather small talk; graduation-outcome=retire,retire
spanish-small-talk-7,small-talk,spanish-small-talk-7,How are you,Â¿QuÃ© tal?,keh TAHL,Use this with friendly staff or locals after a greeting.,ðŸ˜Š,residual-tail draft for a light friendly follow-up greeting; graduation-outcome=later-only,later-only
