severity,pageID,tierRole,englishTitle,sourcePath,sectionID,sourceCount,renderedCount,sourceOnly,renderedOnly,note
UNIQUE_SOURCE_CARD_MISSING,viet-phrase-v900-food-drin-no-straw-please,catalog-promoted,"No straw, please",content-draft/viet/canonical-pages/catalog-promoted/food-drink/v900-food-drin-no-straw-please.json,__page_unique__,8,11,2,5,missing unique source cards: viet-family-food-no-sugar; viet-family-food-bottled-water | extra rendered cards: viet-family-food-to-go; viet-family-food-pay-now; viet-family-service-receipt; viet-phrase-food-17; viet-phrase-v900-food-drin-thats-all-thank-you
UNIQUE_SOURCE_CARD_MISSING,viet-phrase-v900-food-drin-one-fresh-coconut-please,catalog-promoted,"One fresh coconut, please",content-draft/viet/canonical-pages/catalog-promoted/food-drink/v900-food-drin-one-fresh-coconut-please.json,__page_unique__,8,11,2,5,missing unique source cards: viet-family-food-no-sugar; viet-family-food-bottled-water | extra rendered cards: viet-family-food-to-go; viet-family-food-pay-now; viet-family-service-receipt; viet-phrase-food-17; viet-phrase-v900-food-drin-thats-all-thank-you
UNIQUE_SOURCE_CARD_MISSING,viet-phrase-v900-food-drin-one-hot-coffee-please,catalog-promoted,"One hot coffee, please",content-draft/viet/canonical-pages/catalog-promoted/food-drink/v900-food-drin-one-hot-coffee-please.json,__page_unique__,8,11,1,4,missing unique source cards: viet-phrase-v900-food-drin-one-sugarcane-juice-please | extra rendered cards: viet-phrase-v900-food-drin-no-straw-please; viet-phrase-v900-food-drin-can-i-have-a-cup-of-ice; viet-family-food-coffee-milk; viet-family-food-coffee-black
UNIQUE_SOURCE_CARD_MISSING,viet-phrase-v900-food-drin-one-iced-tea-please,catalog-promoted,"One iced tea, please",content-draft/viet/canonical-pages/catalog-promoted/food-drink/v900-food-drin-one-iced-tea-please.json,__page_unique__,8,11,2,5,missing unique source cards: viet-family-food-no-sugar; viet-family-food-bottled-water | extra rendered cards: viet-family-food-to-go; viet-family-food-pay-now; viet-family-service-receipt; viet-phrase-food-17; viet-phrase-v900-food-drin-thats-all-thank-you
UNIQUE_SOURCE_CARD_MISSING,viet-phrase-v900-food-drin-one-more-please,catalog-promoted,"One more, please",content-draft/viet/canonical-pages/catalog-promoted/food-drink/v900-food-drin-one-more-please.json,__page_unique__,8,11,1,4,missing unique source cards: viet-phrase-v900-food-drin-can-i-have-lime | extra rendered cards: viet-phrase-v900-food-drin-can-i-have-napkins; viet-phrase-v900-food-drin-can-i-order-half-a-portion; viet-phrase-v900-food-drin-two-of-these-please; viet-family-food-one-portion
UNIQUE_SOURCE_CARD_MISSING,viet-phrase-v900-food-drin-one-sugarcane-juice-please,catalog-promoted,"One sugarcane juice, please",content-draft/viet/canonical-pages/catalog-promoted/food-drink/v900-food-drin-one-sugarcane-juice-please.json,__page_unique__,8,11,2,5,missing unique source cards: viet-family-food-no-sugar; viet-family-food-bottled-water | extra rendered cards: viet-family-food-to-go; viet-family-food-pay-now; viet-family-service-receipt; viet-phrase-food-17; viet-phrase-v900-food-drin-thats-all-thank-you
UNIQUE_SOURCE_CARD_MISSING,viet-phrase-v900-food-drin-please-make-it-less-spicy,catalog-promoted,Please make it less spicy,content-draft/viet/canonical-pages/catalog-promoted/food-drink/v900-food-drin-please-make-it-less-spicy.json,__page_unique__,8,11,1,4,missing unique source cards: viet-family-food-vegetarian | extra rendered cards: viet-phrase-v900-food-drin-what-do-you-recommend; viet-phrase-v900-food-drin-what-is-not-too-spicy; viet-phrase-food-premium-too-spicy-now; viet-family-food-menu
UNIQUE_SOURCE_CARD_MISSING,viet-phrase-v900-food-drin-sauce-on-the-side-please,catalog-promoted,"Sauce on the side, please",content-draft/viet/canonical-pages/catalog-promoted/food-drink/v900-food-drin-sauce-on-the-side-please.json,__page_unique__,8,11,1,4,missing unique source cards: viet-phrase-v900-food-drin-can-i-have-chili-sauce | extra rendered cards: viet-phrase-v900-food-drin-can-i-order-half-a-portion; viet-phrase-v900-food-drin-two-of-these-please; viet-phrase-v900-food-drin-one-more-please; viet-family-food-one-portion
UNIQUE_SOURCE_CARD_MISSING,viet-phrase-v900-food-drin-two-of-these-please,catalog-promoted,"Two of these, please",content-draft/viet/canonical-pages/catalog-promoted/food-drink/v900-food-drin-two-of-these-please.json,__page_unique__,8,11,1,4,missing unique source cards: viet-phrase-v900-food-drin-can-i-have-lime | extra rendered cards: viet-phrase-v900-food-drin-can-i-have-napkins; viet-phrase-v900-food-drin-can-i-order-half-a-portion; viet-phrase-v900-food-drin-one-more-please; viet-family-food-one-portion
UNIQUE_SOURCE_CARD_MISSING,viet-phrase-v900-food-drin-what-do-you-recommend,catalog-promoted,What do you recommend?,content-draft/viet/canonical-pages/catalog-promoted/food-drink/v900-food-drin-what-do-you-recommend.json,__page_unique__,8,11,1,4,missing unique source cards: viet-phrase-v900-food-drin-do-you-have-beer | extra rendered cards: viet-phrase-v900-food-drin-ill-have-what-they-are-having; viet-phrase-v900-food-drin-two-of-these-please; viet-phrase-v900-food-drin-one-more-please; viet-family-food-menu
UNIQUE_SOURCE_CARD_MISSING,viet-phrase-v900-food-drin-id-like-it-to-go-please,catalog-promoted,"I'd like it to go, please.",content-draft/viet/canonical-pages/catalog-promoted/food-drink/v900-food-drin-id-like-it-to-go-please.json,__page_unique__,7,11,1,5,missing unique source cards: viet-family-food-pack-to-go | extra rendered cards: viet-family-service-card; viet-phrase-v900-food-drin-can-i-pay-the-bill-by-card; viet-phrase-v900-food-drin-i-think-there-is-a-mistake-on-the-bill; viet-phrase-v900-food-drin-one-more-please; viet-phrase-v900-food-drin-two-of-these-please
UNIQUE_SOURCE_CARD_MISSING,viet-phrase-v900-food-drin-please-pack-it-to-go,catalog-promoted,Please pack it to go.,content-draft/viet/canonical-pages/catalog-promoted/food-drink/v900-food-drin-please-pack-it-to-go.json,__page_unique__,7,11,1,5,missing unique source cards: viet-family-food-pack-to-go | extra rendered cards: viet-family-service-card; viet-phrase-v900-food-drin-can-i-pay-the-bill-by-card; viet-phrase-v900-food-drin-i-think-there-is-a-mistake-on-the-bill; viet-phrase-v900-food-drin-one-more-please; viet-phrase-v900-food-drin-two-of-these-please
SECTION_LAYOUT_DIFF,viet-family-emergency-ambulance,tier1,Call an ambulance,content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-ambulance.json,explore-next,8,0,8,0,source-only: viet-family-emergency-police x1; viet-family-emergency-passport x1; viet-family-emergency-not-safe x1; viet-family-emergency-emergency x1; viet-family-emergency-hospital x1
SECTION_LAYOUT_DIFF,viet-family-emergency-emergency,tier1,This is an emergency,content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-emergency.json,explore-next,8,0,8,0,source-only: viet-family-emergency-police x1; viet-family-emergency-ambulance x1; viet-family-emergency-passport x1; viet-family-emergency-not-safe x1; viet-family-emergency-hospital x1
SECTION_LAYOUT_DIFF,viet-family-emergency-hospital,tier1,Where is the nearest hospital?,content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-hospital.json,explore-next,8,0,8,0,source-only: viet-family-emergency-police x1; viet-family-emergency-ambulance x1; viet-family-emergency-passport x1; viet-family-emergency-not-safe x1; viet-family-emergency-emergency x1
SECTION_LAYOUT_DIFF,viet-family-emergency-not-safe,tier1,I feel unsafe,content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-not-safe.json,explore-next,8,0,8,0,source-only: viet-family-emergency-police x1; viet-family-emergency-ambulance x1; viet-family-emergency-passport x1; viet-family-emergency-emergency x1; viet-family-emergency-hospital x1
SECTION_LAYOUT_DIFF,viet-family-emergency-passport,tier1,I lost my passport,content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-passport.json,explore-next,8,0,8,0,source-only: viet-family-emergency-police x1; viet-family-emergency-ambulance x1; viet-family-emergency-not-safe x1; viet-family-emergency-emergency x1; viet-family-emergency-hospital x1
