"phrase_id","scenario_id","audio_key","english_text","target_text","pronunciation","context","emoji","notes","status"
"italian-street-food-4","street-food","italian-street-food-4","More herbs please","Un po' più di erbe, per favore.","oon poh pyoo dee EHR-beh pehr fah-VOH-reh","Use this when you want extra greens or garnish.","🥬","Third-pass translated as a light garnish request once the unresolved tail narrowed to low-risk leftovers.","third-pass-translated"
"italian-street-food-5","street-food","italian-street-food-5","Do you have bottled water","Avete acqua in bottiglia?","ah-VEH-teh AH-kwah een boht-TEEL-yah","Ask this when you want sealed bottled water with your meal.","💧","first-wave promoted core sealed-water check","first-wave-promoted-core"
"italian-street-food-6","street-food","italian-street-food-6","A fork and a spoon, please","Una forchetta e un cucchiaio, per favore.","OO-nah for-KET-tah eh oon kook-KYAH-yoh pehr fah-VOH-reh","Use this if utensils were not set out with your food.","🥢","rewritten from chopsticks scaffold into a more Italy-fit utensil request","second-pass-rewrite-complete"
"italian-street-food-7","street-food","italian-street-food-7","Pack it to go","Me lo prepari da asporto, per favore.","meh loh preh-PAH-ree dah ah-SPOR-toh pehr fah-VOH-reh","Say this when you want takeaway from a casual food counter or restaurant.","🛍️","second-pass translated takeaway request for prepared food","second-pass-translated"
"italian-grab-taxi-1","grab-taxi","italian-grab-taxi-1","Take me here","Mi porti qui, per favore.","mee POR-tee kwee pehr fah-VOH-reh","Use this while showing your destination on your phone.","📍","first-wave promoted core ride control with polite driver wording","first-wave-promoted-core"
"italian-grab-taxi-2","grab-taxi","italian-grab-taxi-2","Take me to the station","Mi porti alla stazione, per favore.","mee POR-tee AHL-lah stats-YOH-neh pehr fah-VOH-reh","Use this for a common transport destination when the station is the clearest anchor.","🚉","rewritten from generic city-center travel toward a higher-utility station intent","second-pass-rewrite-complete"
"italian-grab-taxi-3","grab-taxi","italian-grab-taxi-3","You can stop here","Si fermi qui, per favore.","see FEHR-mee kwee pehr fah-VOH-reh","Use this when you want the driver to stop at the current spot.","🛑","first-wave promoted core drop-off control","first-wave-promoted-core"
"italian-grab-taxi-4","grab-taxi","italian-grab-taxi-4","Go this way","Da questa parte.","dah KWEH-stah PAR-teh","Use this if you need to guide the driver a specific way.","➡️","second-pass translated short driver-guidance phrase","second-pass-translated"
"italian-grab-taxi-5","grab-taxi","italian-grab-taxi-5","Please turn on the air conditioning","Può accendere l'aria condizionata, per favore?","pwoh at-CHEN-deh-reh LAH-ryah kon-dee-tsyo-NAH-tah pehr fah-VOH-reh","Use this on a hot ride if the air conditioning is off.","❄️","second-pass translated practical ride-comfort request","second-pass-translated"
"italian-grab-taxi-6","grab-taxi","italian-grab-taxi-6","Wait for me five minutes","Mi aspetti cinque minuti, per favore.","mee ah-SPEHT-tee CHEEN-kweh mee-NOO-tee pehr fah-VOH-reh","Use this if you need a very short stop.","⏳","second-pass translated short-wait request","second-pass-translated"
"italian-grab-taxi-7","grab-taxi","italian-grab-taxi-7","I will pay cash","Pago in contanti.","PAH-goh een kon-TAHN-tee","Use this when payment method needs to be clear before the ride ends.","💵","second-pass translated cash-payment clarification","second-pass-translated"
"italian-asking-price-1","asking-price","italian-asking-price-1","How much is this","Quanto costa questo?","KWAN-toh KOH-stah KWEH-stoh","Use this while pointing at an item in a shop bakery or counter.","🏷️","first-wave promoted core price check","first-wave-promoted-core"
"italian-asking-price-2","asking-price","italian-asking-price-2","How much per kilo","Quanto costa al chilo?","KWAN-toh KOH-stah ahl KEE-loh","Use this for produce or anything sold by weight.","⚖️","second-pass translated weight-based price question","second-pass-translated"
"italian-asking-price-3","asking-price","italian-asking-price-3","Too expensive","Costa troppo.","KOH-stah TROP-poh","Say this lightly when reacting to a high price.","😅","second-pass translated price reaction without escalating into bargaining","second-pass-translated"
"italian-asking-price-4","asking-price","italian-asking-price-4","Can you lower it a little","","","Use this only if a later product review explicitly keeps market-style bargaining in scope for the Italy lane.","🤝","later-only bargaining hold: keep outside the current prep closure unless product plus localization review later wants an Italy-market variant","pending-later"
"italian-asking-price-5","asking-price","italian-asking-price-5","What is the total price?","Quanto fa in tutto?","KWAN-toh fah een TOOT-toh","Use this when you want the final total before you decide to pay.","💬","rewritten from bargaining-adjacent wording into a cleaner purchase-confirmation question","second-pass-rewrite-complete"
"italian-asking-price-6","asking-price","italian-asking-price-6","Show me another one","Me ne fa vedere un altro?","meh neh fah veh-DEH-reh oon AHL-troh","Use this when you want to compare another item before buying.","👀","second-pass translated shopping-comparison row that was queued as the next holdout","second-pass-translated"
"italian-asking-price-7","asking-price","italian-asking-price-7","I will take this one","Prendo questo.","PREHN-doh KWEH-stoh","Say this once you agree on the item and price.","🛍️","second-pass translated purchase-confirmation line","second-pass-translated"
"italian-polite-basics-1","polite-basics","italian-polite-basics-1","Hello","Salve.","SAHL-veh","Use this as a service-safe greeting in cafes front desks and small shops.","👋","first-wave promoted core greeting","first-wave-promoted-core"
"italian-polite-basics-2","polite-basics","italian-polite-basics-2","Thank you","Grazie.","GRAH-tsyeh","Say this anytime someone helps you.","🙏","first-wave promoted core courtesy phrase","first-wave-promoted-core"
"italian-polite-basics-3","polite-basics","italian-polite-basics-3","Yes","Sì.","see","Use this as a short polite yes or acknowledgment.","🙂","second-pass tightened the scaffold wording to a clean yes response","second-pass-rewrite-complete"
"italian-polite-basics-4","polite-basics","italian-polite-basics-4","No thank you","No, grazie.","noh GRAH-tsyeh","Use this to politely decline something.","🙅","second-pass translated polite refusal","second-pass-translated"
"italian-polite-basics-5","polite-basics","italian-polite-basics-5","Excuse me","Scusi.","SKOO-zee","Use this to get attention politely before a short request or apology.","🙏","first-wave promoted core attention-getter after English rewrite split","first-wave-promoted-core"
"italian-polite-basics-6","polite-basics","italian-polite-basics-6","It is okay","Non fa niente.","non fah NYEN-teh","Say this when someone apologizes to you.","👌","second-pass translated apology-response phrase","second-pass-translated"
"italian-polite-basics-7","polite-basics","italian-polite-basics-7","Goodbye","Arrivederci.","ah-ree-veh-DER-chee","Use this when leaving a shop, hotel, or ride.","👋","second-pass translated service-safe goodbye","second-pass-translated"
"italian-convenience-store-1","convenience-store","italian-convenience-store-1","A bottle of water please","Una bottiglia d'acqua, per favore.","OO-nah boht-TEEL-yah DAH-kwah pehr fah-VOH-reh","Use this for a quick water purchase at a kiosk station or small shop.","💧","first-wave promoted core hydration purchase phrase","first-wave-promoted-core"
"italian-convenience-store-2","convenience-store","italian-convenience-store-2","Do you have a bag","Avete un sacchetto?","ah-VEH-teh oon sahk-KET-toh","Ask this at checkout if you need a small shopping bag.","🛍️","first-wave translated medium-priority checkout question","first-wave-translated"
"italian-convenience-store-3","convenience-store","italian-convenience-store-3","Tissues please","Dei fazzoletti, per favore.","day fat-tsoh-LET-tee pehr fah-VOH-reh","Use this when you need tissues at the counter.","🧻","second-pass translated quick-counter request","second-pass-translated"
"italian-convenience-store-4","convenience-store","italian-convenience-store-4","Where is the sunscreen","Dov'è la crema solare?","doh-VEH lah KREH-mah soh-LAH-reh","Ask this when you need help finding sunscreen.","🧴","second-pass translated practical store-navigation question","second-pass-translated"
"italian-convenience-store-5","convenience-store","italian-convenience-store-5","Please open this for me","Me lo apre, per favore?","meh loh AH-preh pehr fah-VOH-reh","Use this for bottled drinks or hard packaging.","🔓","second-pass translated packaging-help request","second-pass-translated"
"italian-convenience-store-6","convenience-store","italian-convenience-store-6","Can I pay by card","Posso pagare con la carta?","POS-soh pah-GAH-reh kon lah KAR-tah","Ask this before checkout if you are short on cash.","💳","first-wave promoted core card-payment confirmation","first-wave-promoted-core"
"italian-convenience-store-7","convenience-store","italian-convenience-store-7","Please give me the receipt","Mi dà lo scontrino, per favore?","mee DAH loh skon-TREE-noh pehr fah-VOH-reh","Use this if you need the receipt for your purchase.","🧾","first-wave translated practical receipt request","first-wave-translated"
"italian-hotel-hostel-1","hotel-hostel","italian-hotel-hostel-1","I have a reservation","Ho una prenotazione.","oh OO-nah preh-noh-tah-TSYOH-neh","Use this first when you arrive at reception.","🛎️","first-wave promoted core front-desk booking lookup","first-wave-promoted-core"
"italian-hotel-hostel-2","hotel-hostel","italian-hotel-hostel-2","I would like to check in","Vorrei fare il check-in.","vor-RAY FAH-reh eel check-EEN","Say this when you are ready to start check-in.","🔑","first-wave promoted core hotel arrival phrase","first-wave-promoted-core"
"italian-hotel-hostel-3","hotel-hostel","italian-hotel-hostel-3","What time is check out","A che ora è il check-out?","ah keh OH-rah eh eel check-OWT","Ask this early so you know the departure time.","⏰","first-wave translated practical timing question","first-wave-translated"
"italian-hotel-hostel-4","hotel-hostel","italian-hotel-hostel-4","This room is too hot","Questa camera è troppo calda.","KWEH-stah KAH-meh-rah eh TROP-poh KAHL-dah","Use this if the room feels too warm.","🥵","second-pass translated room-comfort complaint","second-pass-translated"
"italian-hotel-hostel-5","hotel-hostel","italian-hotel-hostel-5","The air conditioner is not working","L'aria condizionata non funziona.","LAH-ryah kon-dee-tsyo-NAH-tah non foon-TSYOH-nah","Say this when you need staff to check the AC.","❄️","second-pass translated hotel repair phrase","second-pass-translated"
"italian-hotel-hostel-6","hotel-hostel","italian-hotel-hostel-6","More towels please","Più asciugamani, per favore.","pyoo ah-shoo-gah-MAH-nee pehr fah-VOH-reh","Use this when you need extra towels.","🧺","second-pass translated housekeeping request","second-pass-translated"
"italian-hotel-hostel-7","hotel-hostel","italian-hotel-hostel-7","Please hold my luggage","Può tenere i miei bagagli, per favore?","pwoh teh-NEH-reh ee MYEH-ee bah-GAHL-yee pehr fah-VOH-reh","Use this if you need the desk to hold your bags before check-in or after check-out.","🧳","second-pass translated hotel luggage-hold row that was a ranked unresolved holdout","second-pass-translated"
"italian-directions-1","directions","italian-directions-1","How do I get to the station?","Come arrivo alla stazione?","KOH-meh ar-REE-voh AHL-lah stats-YOH-neh","Use this when asking how to reach the station from your current spot.","🗺️","rewritten from a generic directions prompt into a stronger station-based travel intent","second-pass-rewrite-complete"
"italian-directions-2","directions","italian-directions-2","Is it near here","È vicino?","eh vee-CHEE-noh","Ask this when deciding whether to walk or ride.","📍","first-wave translated compact navigation check","first-wave-translated"
"italian-directions-3","directions","italian-directions-3","How long on foot","Quanto ci vuole a piedi?","KWAN-toh chee VWOH-leh ah PYEH-dee","Use this to check whether walking is realistic.","🚶","first-wave translated walking-time check","first-wave-translated"
"italian-directions-4","directions","italian-directions-4","Where do I turn left","Dove devo girare a sinistra?","DOH-veh DEH-voh jee-RAH-reh ah see-NEES-trah","Ask this when someone is giving step-by-step directions.","⬅️","second-pass translated turn-left clarification","second-pass-translated"
"italian-directions-5","directions","italian-directions-5","Do I turn right here?","Devo girare a destra qui?","DEH-voh jee-RAH-reh ah DEHS-trah kwee","Use this to confirm the next turn in live directions.","➡️","rewritten into a clearer turn-confirmation question before translation","second-pass-rewrite-complete"
"italian-directions-6","directions","italian-directions-6","Go straight","Sempre dritto?","SEHM-preh DREET-toh","Use this to confirm you should keep moving straight ahead.","⬆️","second-pass translated compact forward-direction check","second-pass-translated"
"italian-directions-7","directions","italian-directions-7","Thanks I understand now","Grazie, adesso ho capito.","GRAH-tsyeh ah-DES-soh oh kah-PEE-toh","Use this to politely end the directions exchange once you understand.","🙏","second-pass translated polite close-out for directions help","second-pass-translated"
"italian-simple-problems-1","simple-problems","italian-simple-problems-1","I am lost","Non trovo la strada.","non TROH-voh lah STRAH-dah","Use this when you need immediate help finding your way without relying on a gendered ending.","😵","first-wave translated with a gender-neutral repair line","first-wave-translated"
"italian-simple-problems-2","simple-problems","italian-simple-problems-2","I do not understand","Non capisco.","non kah-PEE-skoh","Say this when someone is speaking too quickly.","🤔","first-wave promoted core repair phrase","first-wave-promoted-core"
"italian-simple-problems-3","simple-problems","italian-simple-problems-3","Can you speak a little slower","Può parlare più piano, per favore?","pwoh par-LAH-reh pyoo PYAH-no pehr fah-VOH-reh","Use this when you need the other person to slow down.","🐢","first-wave promoted core repair follow-up","first-wave-promoted-core"
"italian-simple-problems-4","simple-problems","italian-simple-problems-4","I left something behind","Ho dimenticato qualcosa.","oh dee-men-tee-KAH-toh kwal-KOH-zah","Say this if you forgot an item in a car, room, or cafe.","🎒","second-pass translated forgotten-item repair line","second-pass-translated"
"italian-simple-problems-5","simple-problems","italian-simple-problems-5","The Wi Fi is not working","Il Wi-Fi non funziona.","eel WEE-fy non foon-TSYOH-nah","Use this at hotels or cafes when you cannot connect.","📶","second-pass translated practical connectivity problem phrase","second-pass-translated"
"italian-simple-problems-6","simple-problems","italian-simple-problems-6","I need a doctor","Ho bisogno di un medico.","oh bee-ZOH-nyoh dee oon MEH-dee-koh","Use this if you feel sick and need medical help right now.","🩺","first-wave translated but still flagged for expert medical review","first-wave-translated-sensitive"
"italian-simple-problems-7","simple-problems","italian-simple-problems-7","Please call for me","Può chiamare per me, per favore?","pwoh kyah-MAH-reh pehr meh pehr fah-VOH-reh","Say this when you need someone to make a call for you.","📞","first-wave translated practical support request","first-wave-translated"
"italian-small-talk-1","small-talk","italian-small-talk-1","I am from the United States","Vengo dagli Stati Uniti.","VEN-goh DAH-lyee STAH-tee oo-NEE-tee","Use this when someone asks where you are from.","🇺🇸","Third-pass translated as a simple origin answer once the practical queue was effectively closed.","third-pass-translated"
"italian-small-talk-2","small-talk","italian-small-talk-2","I am from England","Vengo dall'Inghilterra.","VEN-goh dahl-leen-ghee-TEHR-rah","Use this as a simple answer when introducing yourself.","🇬🇧","Third-pass translated as a low-pressure introduction follow-up after the stronger travel rows were already settled.","third-pass-translated"
"italian-small-talk-3","small-talk","italian-small-talk-3","This is my first time","È la mia prima volta qui.","eh lah MEE-ah PREE-mah VOL-tah kwee","Say this when talking about your first visit in a low-pressure conversation.","✨","second-pass translated the remaining ranked small-talk row after core utility holdouts were cleared","second-pass-translated"
"italian-small-talk-4","small-talk","italian-small-talk-4","I like it here","Mi piace qui.","mee PYAH-cheh kwee","Use this as an easy positive comment in conversation.","❤","Third-pass translated as lightweight positive small talk once only social leftovers remained.","third-pass-translated"
"italian-small-talk-5","small-talk","italian-small-talk-5","The food is so good","Il cibo è buonissimo.","eel CHEE-boh eh bwoh-NEES-see-moh","Use this to compliment a meal or recommendation.","😋","Third-pass translated as a compact food compliment; keep it visible for later native register review if the social layer matters.","third-pass-translated"
"italian-small-talk-6","small-talk","italian-small-talk-6","The weather is very hot","Fa molto caldo.","fah MOHL-toh KAHL-doh","Use this as easy weather small talk on a hot day.","☀️","Third-pass translated as low-pressure weather chatter after the practical queue was already resolved.","third-pass-translated"
"italian-small-talk-7","small-talk","italian-small-talk-7","How are you","Come sta?","KOH-meh stah","Use this with friendly staff or locals after a greeting.","😊","Third-pass translated with a polite form so the social tail stays service-safe with strangers.","third-pass-translated"
