"selected_order","batch_role","selection_group","page_id","phrase_id","section_id","section_key","item_id","sort_order","target_phrase_id","target_page_id","target_resolution_status","detail_page_id","current_row_vietnamese","current_row_english","target_phrase_vietnamese","target_phrase_english","pronunciation","target_audio_status","source_path","reviewer_notes","review_status","import_approval"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","viet-phrase-city-hanoi-place-bun-cha-huong-lien:when-to-use","when-to-use","viet-phrase-city-hanoi-place-bun-cha-huong-lien:when-to-use:phrase:0:8517a0068314596b","0","store-6","viet-phrase-store-6","resolved_one_canonical_page","viet-phrase-store-6","Tôi quẹt thẻ được không?","Can I pay by card?","Tôi quẹt thẻ được không?","Can I pay by card?","toy quet teh dook khong","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","viet-phrase-city-hanoi-place-bun-cha-huong-lien:when-to-use","when-to-use","viet-phrase-city-hanoi-place-bun-cha-huong-lien:when-to-use:phrase:1:05719380b1eb0945","1","taxi-7","viet-phrase-taxi-7","resolved_one_canonical_page","viet-phrase-taxi-7","Tôi trả bằng tiền mặt","I’ll pay cash","Tôi trả bằng tiền mặt","I’ll pay cash","toy tra bang tyen mat","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","viet-phrase-city-hanoi-place-bun-cha-huong-lien:when-to-use","when-to-use","viet-phrase-city-hanoi-place-bun-cha-huong-lien:when-to-use:phrase:2:95b47980bc29a84a","2","store-7","viet-phrase-store-7","resolved_one_canonical_page","viet-phrase-store-7","Cho tôi hóa đơn","Please give me the receipt","Cho tôi hóa đơn","Please give me the receipt","cho toy hwa dun","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","viet-phrase-city-hanoi-place-bun-cha-huong-lien:inside-the-place","inside-the-place","viet-phrase-city-hanoi-place-bun-cha-huong-lien:inside-the-place:phrase:0:0345da5147c1056f","0","vpe-one-item-please-cho-toi-mot-tra-da","viet-phrase-vpe-one-item-please-cho-toi-mot-tra-da","resolved_one_canonical_page","viet-phrase-vpe-one-item-please-cho-toi-mot-tra-da","Cho tôi trà đá","Iced tea, please.","Cho tôi trà đá","Iced tea, please.","cho toy tra da","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","viet-phrase-city-hanoi-place-bun-cha-huong-lien:inside-the-place","inside-the-place","viet-phrase-city-hanoi-place-bun-cha-huong-lien:inside-the-place:phrase:1:7fe7c42bc0d17dba","1","coffee-7","viet-phrase-coffee-7","resolved_one_canonical_page","viet-phrase-coffee-7","Tính tiền giúp tôi","Please let me pay","Tính tiền giúp tôi","Please let me pay","ting tyen zoop toy","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","viet-phrase-city-hanoi-place-bun-cha-huong-lien:explore-next","explore-next","viet-phrase-city-hanoi-place-bun-cha-huong-lien:explore-next:phrase:0:cd390532f4c3d78c","0","city-hanoi-stop-bun-cha-huong-lien","viet-phrase-city-hanoi-stop-bun-cha-huong-lien","resolved_one_canonical_page","viet-phrase-city-hanoi-stop-bun-cha-huong-lien","Dừng ở Bún chả Hương Liên","Stop at Bun Cha Huong Lien","Dừng ở Bún chả Hương Liên","Stop at Bun Cha Huong Lien","zoong uh boon cha huong lien","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","viet-phrase-city-hanoi-place-bun-cha-huong-lien:explore-next","explore-next","viet-phrase-city-hanoi-place-bun-cha-huong-lien:explore-next:phrase:1:66328e66acbafaed","1","city-hanoi-where-bun-cha-huong-lien","viet-phrase-city-hanoi-where-bun-cha-huong-lien","resolved_one_canonical_page","viet-phrase-city-hanoi-where-bun-cha-huong-lien","Bún chả Hương Liên ở đâu?","Where is Bun Cha Huong Lien?","Bún chả Hương Liên ở đâu?","Where is Bun Cha Huong Lien?","boon cha huong lien uh dow","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:quick-say","quick-say","viet-phrase-city-hanoi-place-pho-bat-dan:quick-say:phrase:0:bd24340f6422bda9","0","ves-order-pho-bowl","viet-phrase-ves-order-pho-bowl","resolved_one_canonical_page","viet-phrase-ves-order-pho-bowl","Dạ, cho tôi một tô phở.","One bowl of pho, please.","Dạ, cho tôi một tô phở.","One bowl of pho, please.","yah cho toy mot toh fuh","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:place-brief","place-brief","viet-phrase-city-hanoi-place-pho-bat-dan:place-brief:phrase:0:5bbabd1f48454068","0","city-hanoi-go-pho-bat-dan","viet-phrase-city-hanoi-go-pho-bat-dan","resolved_one_canonical_page","viet-phrase-city-hanoi-go-pho-bat-dan","Đi Phở Bát Đàn","Go to Pho Bat Dan","Đi Phở Bát Đàn","Go to Pho Bat Dan","dee pho bat dan","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:place-brief","place-brief","viet-phrase-city-hanoi-place-pho-bat-dan:place-brief:phrase:1:f8f09d749d0f61f9","1","city-hanoi-stop-pho-bat-dan","viet-phrase-city-hanoi-stop-pho-bat-dan","resolved_one_canonical_page","viet-phrase-city-hanoi-stop-pho-bat-dan","Dừng ở Phở Bát Đàn","Stop at Pho Bat Dan","Dừng ở Phở Bát Đàn","Stop at Pho Bat Dan","zoong uh pho bat dan","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:place-brief","place-brief","viet-phrase-city-hanoi-place-pho-bat-dan:place-brief:phrase:2:5c90a2ffed369a41","2","city-hanoi-where-pho-bat-dan","viet-phrase-city-hanoi-where-pho-bat-dan","resolved_one_canonical_page","viet-phrase-city-hanoi-where-pho-bat-dan","Phở Bát Đàn ở đâu?","Where is Pho Bat Dan?","Phở Bát Đàn ở đâu?","Where is Pho Bat Dan?","pho bat dan uh dow","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:before-you-go","before-you-go","viet-phrase-city-hanoi-place-pho-bat-dan:before-you-go:phrase:0:81fa43126ea0385e","0","city-hanoi-eat-near-ba-dinh-square","viet-phrase-city-hanoi-eat-near-ba-dinh-square","resolved_one_canonical_page","viet-phrase-city-hanoi-eat-near-ba-dinh-square","Ăn gần Quảng trường Ba Đình","Eat near Ba Dinh Square","Ăn gần Quảng trường Ba Đình","Eat near Ba Dinh Square","an gun quang chuong ba dinh","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary","menu-dietary","viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary:phrase:0:824d804dd0ed9733","0","food-need-table","viet-phrase-food-need-table","resolved_one_canonical_page","viet-phrase-food-need-table","Cho tôi bàn cho hai người nhé","A table for two, please","Cho tôi bàn cho hai người nhé","A table for two, please","cho toy ban cho hai ngwee nhe","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary","menu-dietary","viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary:phrase:1:9dce1809b973f75f","1","food-menu","viet-phrase-food-menu","resolved_one_canonical_page","viet-phrase-food-menu","Cho tôi xem thực đơn được không?","Can I see the menu?","Cho tôi xem thực đơn được không?","Can I see the menu?","cho toy sem thook dun dook khong","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary","menu-dietary","viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary:phrase:2:fa199107653fdbe2","2","v900-food-drin-what-do-you-recommend","viet-phrase-v900-food-drin-what-do-you-recommend","resolved_one_canonical_page","viet-phrase-v900-food-drin-what-do-you-recommend","Bạn đề xuất món gì?","What do you recommend?","Bạn đề xuất món gì?","What do you recommend?","Ban de xuat mon gi","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary","menu-dietary","viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary:phrase:3:504fcc0ba1798839","3","food-peanut-allergy","viet-phrase-food-peanut-allergy","resolved_one_canonical_page","viet-phrase-food-peanut-allergy","Tôi bị dị ứng đậu phộng","I am allergic to peanuts","Tôi bị dị ứng đậu phộng","I am allergic to peanuts","toy bee zee oong dow fohng","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary","menu-dietary","viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary:phrase:4:81c9b2d304d12ccc","4","food-vegetarian","viet-phrase-food-vegetarian","resolved_one_canonical_page","viet-phrase-food-vegetarian","Tôi ăn chay","I am vegetarian","Tôi ăn chay","I am vegetarian","toy an chai","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:when-to-use","when-to-use","viet-phrase-city-hanoi-place-pho-bat-dan:when-to-use:phrase:0:8517a0068314596b","0","store-6","viet-phrase-store-6","resolved_one_canonical_page","viet-phrase-store-6","Tôi quẹt thẻ được không?","Can I pay by card?","Tôi quẹt thẻ được không?","Can I pay by card?","toy quet teh dook khong","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:when-to-use","when-to-use","viet-phrase-city-hanoi-place-pho-bat-dan:when-to-use:phrase:1:05719380b1eb0945","1","taxi-7","viet-phrase-taxi-7","resolved_one_canonical_page","viet-phrase-taxi-7","Tôi trả bằng tiền mặt","I’ll pay cash","Tôi trả bằng tiền mặt","I’ll pay cash","toy tra bang tyen mat","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:when-to-use","when-to-use","viet-phrase-city-hanoi-place-pho-bat-dan:when-to-use:phrase:2:95b47980bc29a84a","2","store-7","viet-phrase-store-7","resolved_one_canonical_page","viet-phrase-store-7","Cho tôi hóa đơn","Please give me the receipt","Cho tôi hóa đơn","Please give me the receipt","cho toy hwa dun","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:inside-the-place","inside-the-place","viet-phrase-city-hanoi-place-pho-bat-dan:inside-the-place:phrase:0:0556aff1e574d397","0","ves-popular-dish-here","viet-phrase-ves-popular-dish-here","resolved_one_canonical_page","viet-phrase-ves-popular-dish-here","Có món nào nổi tiếng không?","What is popular here?","Có món nào nổi tiếng không?","What is popular here?","koh mon nao noy tyeng khong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:inside-the-place","inside-the-place","viet-phrase-city-hanoi-place-pho-bat-dan:inside-the-place:phrase:1:7fe7c42bc0d17dba","1","coffee-7","viet-phrase-coffee-7","resolved_one_canonical_page","viet-phrase-coffee-7","Tính tiền giúp tôi","Please let me pay","Tính tiền giúp tôi","Please let me pay","ting tyen zoop toy","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:inside-the-place","inside-the-place","viet-phrase-city-hanoi-place-pho-bat-dan:inside-the-place:phrase:2:86456d7ca46e1342","2","ves-drop-me-off-here","viet-phrase-ves-drop-me-off-here","resolved_one_canonical_page","viet-phrase-ves-drop-me-off-here","Cho tôi xuống ở đây được không?","Can you drop me off here?","Cho tôi xuống ở đây được không?","Can you drop me off here?","cho toy zoong uh day duoc khong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:explore-next","explore-next","viet-phrase-city-hanoi-place-pho-bat-dan:explore-next:phrase:0:e1aaef62543fe464","0","city-hanoi-eat-near-bun-cha-huong-lien","viet-phrase-city-hanoi-eat-near-bun-cha-huong-lien","resolved_one_canonical_page","viet-phrase-city-hanoi-eat-near-bun-cha-huong-lien","Ăn gần Bún chả Hương Liên","Eat near Bun Cha Huong Lien","Ăn gần Bún chả Hương Liên","Eat near Bun Cha Huong Lien","an gun boon cha huong lien","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:quick-say","quick-say","viet-phrase-city-hoian-place-cao-lau-city:quick-say:phrase:0:229d4e4b99f148c7","0","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city","resolved_one_canonical_page","viet-phrase-city-hoian-place-cao-lau-city","Cao lầu ở Hội An","Cao lau in Hoi An","Cao lầu ở Hội An","Cao lau in Hoi An","cao lau uh hoy an","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:place-brief","place-brief","viet-phrase-city-hoian-place-cao-lau-city:place-brief:phrase:0:c6b95885d1af6e81","0","city-hoian-atm-cao-lau-city","viet-phrase-city-hoian-atm-cao-lau-city","resolved_one_canonical_page","viet-phrase-city-hoian-atm-cao-lau-city","Có ATM gần Cao lầu ở Hội An không?","Is there an ATM near Cao lau in Hoi An?","Có ATM gần Cao lầu ở Hội An không?","Is there an ATM near Cao lau in Hoi An?","koh ay tee em gun cao lau uh hoy an khong","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:place-brief","place-brief","viet-phrase-city-hoian-place-cao-lau-city:place-brief:phrase:1:68009eedcbe88adf","1","city-hoian-cao-lau","viet-phrase-city-hoian-cao-lau","resolved_one_canonical_page","viet-phrase-city-hoian-cao-lau","Tôi muốn ăn cao lầu ở Hội An","I want to eat cao lau in Hoi An","Tôi muốn ăn cao lầu ở Hội An","I want to eat cao lau in Hoi An","toy moon an cow low uh hoy an","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:place-brief","place-brief","viet-phrase-city-hoian-place-cao-lau-city:place-brief:phrase:2:be3120b74c88125c","2","city-hoian-go-cao-lau-city","viet-phrase-city-hoian-go-cao-lau-city","resolved_one_canonical_page","viet-phrase-city-hoian-go-cao-lau-city","Đi Cao lầu ở Hội An","Go to Cao lau in Hoi An","Đi Cao lầu ở Hội An","Go to Cao lau in Hoi An","dee cao lau uh hoy an","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:how-to-order","how-to-order","viet-phrase-city-hoian-place-cao-lau-city:how-to-order:phrase:0:19045131cf6f37c2","0","city-hoian-stop-cao-lau-city","viet-phrase-city-hoian-stop-cao-lau-city","resolved_one_canonical_page","viet-phrase-city-hoian-stop-cao-lau-city","Dừng ở Cao lầu ở Hội An","Stop at Cao lau in Hoi An","Dừng ở Cao lầu ở Hội An","Stop at Cao lau in Hoi An","zoong uh cao lau uh hoy an","planned","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:ingredients-diet","ingredients-diet","viet-phrase-city-hoian-place-cao-lau-city:ingredients-diet:phrase:0:81c9b2d304d12ccc","0","food-vegetarian","viet-phrase-food-vegetarian","resolved_one_canonical_page","viet-phrase-food-vegetarian","Tôi ăn chay","I am vegetarian","Tôi ăn chay","I am vegetarian","toy an chai","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:ingredients-diet","ingredients-diet","viet-phrase-city-hoian-place-cao-lau-city:ingredients-diet:phrase:1:504fcc0ba1798839","1","food-peanut-allergy","viet-phrase-food-peanut-allergy","resolved_one_canonical_page","viet-phrase-food-peanut-allergy","Tôi bị dị ứng đậu phộng","I am allergic to peanuts","Tôi bị dị ứng đậu phộng","I am allergic to peanuts","toy bee zee oong dow fohng","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:ingredients-diet","ingredients-diet","viet-phrase-city-hoian-place-cao-lau-city:ingredients-diet:phrase:2:4b2cfb122a759b67","2","food-3","viet-phrase-food-3","resolved_one_canonical_page","viet-phrase-food-3","Không cay nhé","Not spicy please","Không cay nhé","Not spicy please","khong kai nhe","ready","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
