"selected_order","batch_role","selection_group","page_id","phrase_id","section_id","section_key","sort_order","current_section_title","current_section_body","current_presentation","generated_section_source_path","source_path","linked_phrase_row_count","breakdown_row_count","reviewer_notes","review_status","import_approval"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:at-glance","at-glance","0","At a glance","Use this when Phở Bát Đàn is the exact food stop, not just a search result. The useful moment is usually: show the place name, order a bowl, ask what is available, pay, or get back to your ride.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:quick-say","quick-say","1","Quick say","Dạ, cho tôi một tô phở. — One bowl of pho, please.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:breakdown","breakdown","2","Break it down","Phở is the dish. Bát Đàn is the restaurant/place name. Do not over-literalize the name; the user needs pronunciation and a useful next sentence.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","3","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:place-brief","place-brief","4","What it is","Restaurant page: turn the page into a small interaction flow. First: say/show the name. Next: order. Then: handle drink, bill, cash/card, or ride-back.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:before-you-go","before-you-go","5","Before you go","Use these for the practical setup: confirming the place, showing the map, checking a booking, or getting dropped at the right door.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary","menu-dietary","6","Menu and dietary help","Once you are inside, the useful language shifts from the place name to menu, recommendation, allergy, vegetarian, and ingredient questions.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","5","0","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:when-to-use","when-to-use","7","When to use it","Use this when Phở Bát Đàn is already part of the plan: confirming the address, checking a booking, asking for a table, reading the menu, handling dietary needs, paying, or getting a ride back.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:inside-the-place","inside-the-place","8","Inside the place","Useful next phrases: Dạ, cho tôi một tô phở. / Có món nào nổi tiếng không? / Tính tiền giúp tôi. / Tôi trả bằng tiền mặt.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:good-to-know","good-to-know","9","Good to know","If the place is busy, the user needs short phrases more than explanations. Keep sentences short enough to play as audio.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","viet-phrase-city-hanoi-place-pho-bat-dan:explore-next","explore-next","10","Explore next","Connect to: one bowl of pho, what do you recommend, bill please, cash/card, no beef/no pork dietary pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:at-glance","at-glance","0","At a glance","Cao lầu ở Hội An is a city-specific food anchor for Hoi An. This page helps you recognize the dish name, say it clearly, and connect it to simple ordering, ingredient, and diet questions.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:quick-say","quick-say","1","Quick say","Start with the dish name, then use the ordering and ingredient phrases when you need to ask where to get it or what is inside.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:breakdown","breakdown","2","Break it down","Learn the reusable place or food words, and treat the rest as name recognition when there is no simple reliable literal meaning.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","3","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:place-brief","place-brief","4","What it is","Cao lầu ở Hội An is treated here as a dish name for Hoi An, not as a generic destination. The page helps a first-time traveler recognize it, say it, and move into ordering or ingredient questions without pretending every word has a simple literal translation.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:how-to-order","how-to-order","5","How to order","Use the dish name first, then add a short ordering phrase if you want to ask for it directly or find a place that serves it.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:ingredients-diet","ingredients-diet","6","Ingredients and diet","Dish names are only the first step. If you avoid pork, beef, seafood, peanuts, or spicy food, use a short ingredient or allergy phrase before you order.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","5","0","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:when-to-use","when-to-use","7","When to use it","Use this when the food goal is the dish itself, not just any nearby restaurant. Say the dish name first, then ask where to order it, what is inside, or whether a simpler version fits your diet.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:good-to-know","good-to-know","8","Good to know","Treat the full name as one travel phrase. If pronunciation feels hard, say it once and point to the map pin right away.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","viet-phrase-city-hoian-place-cao-lau-city:explore-next","explore-next","9","Explore next","Stay inside Hoi An with these nearby or next-step pages.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:at-glance","at-glance","0","At a glance","Use this when the user wants the dish, not just a nearby restaurant. The page should move from pronunciation into ordering and spice/ingredient safety.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:quick-say","quick-say","1","Quick say","Dạ, cho tôi một tô bún bò Huế. — One bowl of bun bo Hue, please.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:breakdown","breakdown","2","Break it down","Bún bò Huế is the dish name. Keep it together in audio; do not break it into misleading literal pieces.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","3","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:place-brief","place-brief","4","What it is","Bún bò Huế is treated here as a dish name for Hue, not as a generic destination. The page helps a first-time traveler recognize it, say it, and move into ordering or ingredient questions without pretending every word has a simple literal translation.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:how-to-order","how-to-order","5","How to order","Strong first sentence: Dạ, cho tôi một tô bún bò Huế. Add Không cay quá nhé if the user is worried about heat.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:ingredients-diet","ingredients-diet","6","Ingredients and diet","Surface quick safety phrases: Món này có cay không? / Tôi không ăn thịt bò. / Tôi không ăn thịt lợn. / Tôi bị dị ứng đậu phộng.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:when-to-use","when-to-use","7","When to use it","Use this at a restaurant, market stall, or when asking a hotel/café where to find the dish.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:good-to-know","good-to-know","8","Good to know","Keep this practical. The user wants confidence ordering, not a food encyclopedia.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","viet-phrase-city-hue-place-bun-bo-city:explore-next","explore-next","9","Explore next","Connect to: one bowl please, not too spicy, what is inside, no beef, no pork, bill please.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:at-glance","at-glance","0","At a glance","Treat Bà Nà Hills as a day-trip flow, not just a place name. The useful moments are pickup, tickets, cable car, photos, food or drinks, and the return ride.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:quick-say","quick-say","1","Quick say","Use this at the ticket counter or when asking staff for help.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:journey-flow","journey-flow","2","Journey flow","Follow the day trip in order: pickup, tickets, cable car, photos, food or drinks, and return ride.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","6","0","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:key-phrases","key-phrases","4","Key phrases","Use these phrases when the trip moves from planning into action.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","5","0","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:breakdown","breakdown","5","Name guide","Learn the name as recognition. Do not translate the proper name word by word.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","3","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:good-to-know","good-to-know","6","Good to know","Ticket rules, hours, and pickup details can change. Keep your ticket or booking screen visible, and confirm where your return ride will meet you.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","viet-phrase-city-danang-place-ba-na-hills:explore-next","explore-next","7","Explore next","Practice the next phrases for getting there, finding the cable car, asking for photos, buying food or drinks, and getting back.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","4","0","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:at-glance","at-glance","0","At a glance","Use this around the river, in a Grab/taxi, or when asking a local to point you toward the bridge. The page should be about navigation, photos, and pickup points.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:quick-say","quick-say","1","Quick say","Cầu Rồng — Dragon Bridge. Practice the name, then use it in a full sentence: Cho tôi xuống gần Cầu Rồng.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:breakdown","breakdown","2","Break it down","Cầu means bridge. Rồng means dragon. Together: Cầu Rồng, the place name.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","3","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:place-brief","place-brief","4","What it is","Landmark page: this is a small navigation and photo flow, centered on reaching the bridge, asking for a photo, and keeping the pickup point clear.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:use-it-with","use-it-with","5","Use it with","Cho tôi xuống gần Cầu Rồng. / Cầu Rồng ở đâu? / Bạn chụp giúp tôi được không? / Tôi đang ở gần Cầu Rồng.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:when-to-use","when-to-use","6","When to use it","Use it when the bridge is the meetup point, photo stop, walking direction, or pickup/drop-off landmark.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:good-to-know","good-to-know","7","Good to know","Because the name is short, the full-sentence audio matters: street noise can make single-word place names hard to catch.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"6","active_review","place_navigation","viet-phrase-city-danang-place-dragon-bridge","city-danang-place-dragon-bridge","viet-phrase-city-danang-place-dragon-bridge:explore-next","explore-next","8","Explore next","Connect to: go to Dragon Bridge, stop at Dragon Bridge, photo help, where is pickup area, taxi return.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:at-glance","at-glance","0","At a glance","Use this when the user is visiting Marble Mountains and needs the Vietnamese name to work at a ticket counter, with a driver, or while asking for the entrance.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:quick-say","quick-say","1","Quick say","Một vé vào Ngũ Hành Sơn. — One ticket to Marble Mountains.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:breakdown","breakdown","2","Break it down","Ngũ Hành Sơn is the Vietnamese place name. Do not rely on the English translation with drivers; practice the local name and show the map pin.","breakdown-strip","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","3","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:place-brief","place-brief","4","What it is","A key Da Nang attraction name worth learning before you ask for tickets or travel time.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","2","0","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:use-it-with","use-it-with","5","Use it with","The place name works best with something visible: a map pin, address, ticket screen, hotel note, entrance sign, or pickup point.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:when-to-use","when-to-use","6","When to use it","Use this at the ticket counter, hotel desk, taxi/Grab handoff, or when trying to return to the pickup point.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:journey-flow","journey-flow","7","Journey flow","1. Confirm the driver/drop-off. 2. Buy ticket. 3. Ask for entrance or stairs/elevator if needed. 4. Ask where to meet again. 5. Return ride.","plain-text","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:key-phrases","key-phrases","8","Key phrases","Một vé vào Ngũ Hành Sơn. / Lối vào ở đâu? / Tài xế chờ ở đâu? / Gọi giúp tôi taxi được không?","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","3","0","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:good-to-know","good-to-know","9","Good to know","Keep changing visit details on official signs or counters. This page focuses on durable language: ticket, entrance, caves or stairs, driver wait, and return ride.","tip-callout","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","0","0","","REVIEW_ONLY","REVIEW_ONLY"
"7","active_review","place_journey","viet-phrase-city-danang-place-marble-mountains","city-danang-place-marble-mountains","viet-phrase-city-danang-place-marble-mountains:explore-next","explore-next","10","Explore next","Connect to: one ticket, entrance, how long from here, stop at Marble Mountains, taxi return.","phrase-list","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","1","0","","REVIEW_ONLY","REVIEW_ONLY"
