"selected_order","batch_role","selection_group","page_id","phrase_id","relationship_id","source_kind","source_id","target_kind","target_id","target_page_id","target_resolution_status","target_vietnamese","target_english","relation_type","display_label","reason","sort_order","generated_relation_source_path","source_path","reviewer_notes","review_status","import_approval"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","relation:a48e64c6a6a68ac6","phrase_page","viet-phrase-city-hanoi-place-bun-cha-huong-lien","phrase_page","viet-phrase-city-hanoi-eat-near-bun-cha-huong-lien","viet-phrase-city-hanoi-eat-near-bun-cha-huong-lien","resolved_one_canonical_page","","","see_also","What it is","Authored What it is row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","relation:b861963efad3c6d3","phrase_page","viet-phrase-city-hanoi-place-bun-cha-huong-lien","phrase_page","viet-phrase-food-menu","viet-phrase-food-menu","resolved_one_canonical_page","","","see_also","Menu and dietary help","Authored Menu and dietary help row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","relation:8633a20630227240","phrase_page","viet-phrase-city-hanoi-place-bun-cha-huong-lien","phrase_page","viet-phrase-store-7","viet-phrase-store-7","resolved_one_canonical_page","","","see_also","When to use it","Authored When to use it row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","relation:899a061855dfa341","phrase_page","viet-phrase-city-hanoi-place-bun-cha-huong-lien","phrase_page","viet-phrase-v900-food-drin-what-do-you-recommend","viet-phrase-v900-food-drin-what-do-you-recommend","resolved_one_canonical_page","","","see_also","Menu and dietary help","Authored Menu and dietary help row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","relation:a53651b5823e00dd","phrase_page","viet-phrase-city-hanoi-place-bun-cha-huong-lien","phrase_page","viet-phrase-city-hanoi-go-bun-cha-huong-lien","viet-phrase-city-hanoi-go-bun-cha-huong-lien","resolved_one_canonical_page","","","see_also","What it is","Authored What it is row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","relation:a56b63cd687b3473","phrase_page","viet-phrase-city-hanoi-place-bun-cha-huong-lien","phrase_page","viet-phrase-food-peanut-allergy","viet-phrase-food-peanut-allergy","resolved_one_canonical_page","","","see_also","Menu and dietary help","Authored Menu and dietary help row links these phrase pages.","3","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"1","active_review","restaurant","viet-phrase-city-hanoi-place-bun-cha-huong-lien","city-hanoi-place-bun-cha-huong-lien","relation:83ef4f99136e36b6","phrase_page","viet-phrase-city-hanoi-place-bun-cha-huong-lien","phrase_page","viet-phrase-food-vegetarian","viet-phrase-food-vegetarian","resolved_one_canonical_page","","","see_also","Menu and dietary help","Authored Menu and dietary help row links these phrase pages.","4","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:0dc1c3fd4ade5f0c","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-ves-order-pho-bowl","viet-phrase-ves-order-pho-bowl","resolved_one_canonical_page","","","see_also","Quick say","Authored Quick say row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:36ad2e1ab1022bbc","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-city-hanoi-eat-near-ba-dinh-square","viet-phrase-city-hanoi-eat-near-ba-dinh-square","resolved_one_canonical_page","","","see_also","Before you go","Authored Before you go row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:68952a0f97f77549","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-city-hanoi-go-pho-bat-dan","viet-phrase-city-hanoi-go-pho-bat-dan","resolved_one_canonical_page","","","see_also","What it is","Authored What it is row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:813dcfe5d71c3e68","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-ves-popular-dish-here","viet-phrase-ves-popular-dish-here","resolved_one_canonical_page","","","see_also","Inside the place","Authored Inside the place row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:c8566e19506f7aa3","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-store-6","viet-phrase-store-6","resolved_one_canonical_page","","","see_also","When to use it","Authored When to use it row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:cc7a5715142b9a18","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-food-need-table","viet-phrase-food-need-table","resolved_one_canonical_page","","","see_also","Menu and dietary help","Authored Menu and dietary help row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:d01b9c71cb1f9f20","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-city-hanoi-eat-near-bun-cha-huong-lien","viet-phrase-city-hanoi-eat-near-bun-cha-huong-lien","resolved_one_canonical_page","","","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:0561f65f9fe2ae86","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-taxi-7","viet-phrase-taxi-7","resolved_one_canonical_page","","","see_also","When to use it","Authored When to use it row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:871e054f43fabb51","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-coffee-7","viet-phrase-coffee-7","resolved_one_canonical_page","","","see_also","Inside the place","Authored Inside the place row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:be866ddee1aa8b15","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-city-hanoi-stop-pho-bat-dan","viet-phrase-city-hanoi-stop-pho-bat-dan","resolved_one_canonical_page","","","see_also","What it is","Authored What it is row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:cfcec88e47f26b83","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-food-menu","viet-phrase-food-menu","resolved_one_canonical_page","","","see_also","Menu and dietary help","Authored Menu and dietary help row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:4ac233a9cddee80c","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-ves-drop-me-off-here","viet-phrase-ves-drop-me-off-here","resolved_one_canonical_page","","","see_also","Inside the place","Authored Inside the place row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:734d10146db9c9ea","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-v900-food-drin-what-do-you-recommend","viet-phrase-v900-food-drin-what-do-you-recommend","resolved_one_canonical_page","","","see_also","Menu and dietary help","Authored Menu and dietary help row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:ceac5775adc24de8","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-store-7","viet-phrase-store-7","resolved_one_canonical_page","","","see_also","When to use it","Authored When to use it row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:f16f17ca6856af3a","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-city-hanoi-where-pho-bat-dan","viet-phrase-city-hanoi-where-pho-bat-dan","resolved_one_canonical_page","","","see_also","What it is","Authored What it is row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:dc91d756c8c3951c","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-food-peanut-allergy","viet-phrase-food-peanut-allergy","resolved_one_canonical_page","","","see_also","Menu and dietary help","Authored Menu and dietary help row links these phrase pages.","3","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"2","active_review","restaurant","viet-phrase-city-hanoi-place-pho-bat-dan","city-hanoi-place-pho-bat-dan","relation:adae223f64661d06","phrase_page","viet-phrase-city-hanoi-place-pho-bat-dan","phrase_page","viet-phrase-food-vegetarian","viet-phrase-food-vegetarian","resolved_one_canonical_page","","","see_also","Menu and dietary help","Authored Menu and dietary help row links these phrase pages.","4","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","relation:22dfd0ffaf00147a","phrase_page","viet-phrase-city-hoian-place-cao-lau-city","phrase_page","viet-phrase-city-hoian-atm-cao-lau-city","viet-phrase-city-hoian-atm-cao-lau-city","resolved_one_canonical_page","","","see_also","What it is","Authored What it is row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","relation:52321026ef54b516","phrase_page","viet-phrase-city-hoian-place-cao-lau-city","phrase_page","viet-phrase-food-vegetarian","viet-phrase-food-vegetarian","resolved_one_canonical_page","","","see_also","Ingredients and diet","Authored Ingredients and diet row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","relation:b0bf62f46758efd6","phrase_page","viet-phrase-city-hoian-place-cao-lau-city","phrase_page","viet-phrase-city-hoian-stop-cao-lau-city","viet-phrase-city-hoian-stop-cao-lau-city","resolved_one_canonical_page","","","see_also","How to order","Authored How to order row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","relation:c283981d731fb461","phrase_page","viet-phrase-city-hoian-place-cao-lau-city","phrase_page","viet-phrase-city-hoian-where-cao-lau-city","viet-phrase-city-hoian-where-cao-lau-city","resolved_one_canonical_page","","","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","relation:5d5afee60429dd7d","phrase_page","viet-phrase-city-hoian-place-cao-lau-city","phrase_page","viet-phrase-food-peanut-allergy","viet-phrase-food-peanut-allergy","resolved_one_canonical_page","","","see_also","Ingredients and diet","Authored Ingredients and diet row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","relation:5fa8297a2223b0fd","phrase_page","viet-phrase-city-hoian-place-cao-lau-city","phrase_page","viet-phrase-city-hoian-cao-lau","viet-phrase-city-hoian-cao-lau","resolved_one_canonical_page","","","see_also","What it is","Authored What it is row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","relation:a1c4e8789312ce77","phrase_page","viet-phrase-city-hoian-place-cao-lau-city","phrase_page","viet-phrase-food-3","viet-phrase-food-3","resolved_one_canonical_page","","","see_also","Ingredients and diet","Authored Ingredients and diet row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","relation:bec07c523a66690b","phrase_page","viet-phrase-city-hoian-place-cao-lau-city","phrase_page","viet-phrase-city-hoian-go-cao-lau-city","viet-phrase-city-hoian-go-cao-lau-city","resolved_one_canonical_page","","","see_also","What it is","Authored What it is row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","relation:1fcd4bbc61cf65ab","phrase_page","viet-phrase-city-hoian-place-cao-lau-city","phrase_page","viet-phrase-v900-food-drin-i-do-not-eat-pork","viet-phrase-v900-food-drin-i-do-not-eat-pork","resolved_one_canonical_page","","","see_also","Ingredients and diet","Authored Ingredients and diet row links these phrase pages.","3","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"3","active_review","dish_identity","viet-phrase-city-hoian-place-cao-lau-city","city-hoian-place-cao-lau-city","relation:2f66606144f7dd0e","phrase_page","viet-phrase-city-hoian-place-cao-lau-city","phrase_page","viet-phrase-v900-food-drin-i-do-not-eat-seafood","viet-phrase-v900-food-drin-i-do-not-eat-seafood","resolved_one_canonical_page","","","see_also","Ingredients and diet","Authored Ingredients and diet row links these phrase pages.","4","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","relation:17e281a97160a4d0","phrase_page","viet-phrase-city-hue-place-bun-bo-city","phrase_page","viet-phrase-coffee-7","viet-phrase-coffee-7","resolved_one_canonical_page","","","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","relation:ab530fd6f9ed2403","phrase_page","viet-phrase-city-hue-place-bun-bo-city","phrase_page","viet-phrase-ves-whats-in-this-dish","viet-phrase-ves-whats-in-this-dish","resolved_one_canonical_page","","","see_also","Ingredients and diet","Authored Ingredients and diet row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","relation:b271e850421c9bf1","phrase_page","viet-phrase-city-hue-place-bun-bo-city","phrase_page","viet-phrase-ves-order-bun-bo-hue-bowl","viet-phrase-ves-order-bun-bo-hue-bowl","resolved_one_canonical_page","","","see_also","Quick say","Authored Quick say row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","relation:d1d266319493be15","phrase_page","viet-phrase-city-hue-place-bun-bo-city","phrase_page","viet-phrase-city-hue-atm-bun-bo-city","viet-phrase-city-hue-atm-bun-bo-city","resolved_one_canonical_page","","","see_also","What it is","Authored What it is row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","relation:f090dc3bbd7fff76","phrase_page","viet-phrase-city-hue-place-bun-bo-city","phrase_page","viet-phrase-ves-not-too-spicy","viet-phrase-ves-not-too-spicy","resolved_one_canonical_page","","","see_also","How to order","Authored How to order row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","relation:52d7113456a1d05d","phrase_page","viet-phrase-city-hue-place-bun-bo-city","phrase_page","viet-phrase-city-hue-bun-bo","viet-phrase-city-hue-bun-bo","resolved_one_canonical_page","","","see_also","What it is","Authored What it is row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"4","active_review","dish","viet-phrase-city-hue-place-bun-bo-city","city-hue-place-bun-bo-city","relation:27ef1a5d558a7de2","phrase_page","viet-phrase-city-hue-place-bun-bo-city","phrase_page","viet-phrase-city-hue-eat-near-bun-bo-city","viet-phrase-city-hue-eat-near-bun-bo-city","resolved_one_canonical_page","","","see_also","What it is","Authored What it is row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","relation:12b979009395d245","phrase_page","viet-phrase-city-danang-place-ba-na-hills","phrase_page","viet-phrase-city-danang-where-ba-na-hills","viet-phrase-city-danang-where-ba-na-hills","resolved_one_canonical_page","","","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
"5","reference_completed","journey_place","viet-phrase-city-danang-place-ba-na-hills","city-danang-place-ba-na-hills","relation:a34dfe9dcd3d055c","phrase_page","viet-phrase-city-danang-place-ba-na-hills","phrase_page","viet-phrase-city-danang-go-ba-na-hills","viet-phrase-city-danang-go-ba-na-hills","resolved_one_canonical_page","","","see_also","Journey flow","Authored Journey flow row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/city-library/v1.json","","REVIEW_ONLY","REVIEW_ONLY"
