"phraseID","targetText","englishText","scenarioID","expansionFamily","difficulty","practiceBuckets","audioStatus","status"
"vpe-near-place-loi-vao-gan-day-khong","lối vào gần đây không?","Is the entrance nearby?","directions-navigation","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-loi-vao","Cho tôi đến lối vào","Please take me to the entrance.","transport","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-loi-vao","Dừng ở lối vào","Stop at the entrance.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-thang-may-gan-day-khong","thang máy gần đây không?","Is the elevator nearby?","hotel-accommodation","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-thang-may","Cho tôi đến thang máy","Please take me to the elevator.","hotel-accommodation","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-thang-may","Dừng ở thang máy","Stop at the elevator.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-quay-thong-tin-o-dau","quầy thông tin ở đâu?","Where is the information desk?","local-services-everyday-tasks","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-quay-thong-tin-gan-day-khong","quầy thông tin gần đây không?","Is the information desk nearby?","local-services-everyday-tasks","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-quay-thong-tin","Cho tôi đến quầy thông tin","Please take me to the information desk.","local-services-everyday-tasks","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-quay-thong-tin","Dừng ở quầy thông tin","Stop at the information desk.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-quay-doi-tien-o-dau","quầy đổi tiền ở đâu?","Where is the money exchange counter?","money-numbers-prices","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-quay-doi-tien-gan-day-khong","quầy đổi tiền gần đây không?","Is the money exchange counter nearby?","money-numbers-prices","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-quay-doi-tien","Cho tôi đến quầy đổi tiền","Please take me to the money exchange counter.","money-numbers-prices","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-quay-doi-tien","Dừng ở quầy đổi tiền","Stop at the money exchange counter.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-cua-hang-tien-loi-o-dau","cửa hàng tiện lợi ở đâu?","Where is a convenience store?","shopping","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-cua-hang-tien-loi-gan-day-khong","cửa hàng tiện lợi gần đây không?","Is a convenience store nearby?","shopping","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-cua-hang-tien-loi","Cho tôi đến cửa hàng tiện lợi","Please take me to a convenience store.","shopping","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-cua-hang-tien-loi","Dừng ở cửa hàng tiện lợi","Stop at a convenience store.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-tram-xe-buyt-gan-day-khong","trạm xe buýt gần đây không?","Is the bus stop nearby?","transport","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-tram-xe-buyt","Cho tôi đến trạm xe buýt","Please take me to the bus stop.","transport","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-tram-xe-buyt","Dừng ở trạm xe buýt","Stop at the bus stop.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-diem-don-xe-o-dau","điểm đón xe ở đâu?","Where is the pickup point?","transport","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-diem-don-xe-gan-day-khong","điểm đón xe gần đây không?","Is the pickup point nearby?","transport","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-diem-don-xe","Cho tôi đến điểm đón xe","Please take me to the pickup point.","transport","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-diem-don-xe","Dừng ở điểm đón xe","Stop at the pickup point.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-cho-gui-hanh-ly-o-dau","chỗ gửi hành lý ở đâu?","Where is luggage storage?","airport-border-arrival","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-cho-gui-hanh-ly-gan-day-khong","chỗ gửi hành lý gần đây không?","Is luggage storage nearby?","airport-border-arrival","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-cho-gui-hanh-ly","Cho tôi đến chỗ gửi hành lý","Please take me to luggage storage.","airport-border-arrival","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-cho-gui-hanh-ly","Dừng ở chỗ gửi hành lý","Stop at luggage storage.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-phong-kham-o-dau","phòng khám ở đâu?","Where is a clinic?","health-pharmacy","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-phong-kham-gan-day-khong","phòng khám gần đây không?","Is a clinic nearby?","health-pharmacy","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-phong-kham","Cho tôi đến phòng khám","Please take me to a clinic.","health-pharmacy","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-phong-kham","Dừng ở phòng khám","Stop at a clinic.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-benh-vien-o-dau","bệnh viện ở đâu?","Where is the hospital?","health-pharmacy","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-benh-vien-gan-day-khong","bệnh viện gần đây không?","Is the hospital nearby?","health-pharmacy","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-benh-vien","Cho tôi đến bệnh viện","Please take me to the hospital.","health-pharmacy","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-benh-vien","Dừng ở bệnh viện","Stop at the hospital.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-don-cong-an-o-dau","đồn công an ở đâu?","Where is the police station?","emergency-safety","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-don-cong-an-gan-day-khong","đồn công an gần đây không?","Is the police station nearby?","emergency-safety","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-don-cong-an","Cho tôi đến đồn công an","Please take me to the police station.","emergency-safety","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-don-cong-an","Dừng ở đồn công an","Stop at the police station.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-khach-san-o-dau","khách sạn ở đâu?","Where is the hotel?","hotel-accommodation","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-khach-san-gan-day-khong","khách sạn gần đây không?","Is the hotel nearby?","hotel-accommodation","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-khach-san","Cho tôi đến khách sạn","Please take me to the hotel.","hotel-accommodation","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-khach-san","Dừng ở khách sạn","Stop at the hotel.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-nha-hang-o-dau","nhà hàng ở đâu?","Where is the restaurant?","food-drink","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-nha-hang-gan-day-khong","nhà hàng gần đây không?","Is the restaurant nearby?","food-drink","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-nha-hang","Cho tôi đến nhà hàng","Please take me to the restaurant.","food-drink","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-nha-hang","Dừng ở nhà hàng","Stop at the restaurant.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-quan-ca-phe-o-dau","quán cà phê ở đâu?","Where is the cafe?","food-drink","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-quan-ca-phe-gan-day-khong","quán cà phê gần đây không?","Is the cafe nearby?","food-drink","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-quan-ca-phe","Cho tôi đến quán cà phê","Please take me to the cafe.","food-drink","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-quan-ca-phe","Dừng ở quán cà phê","Stop at the cafe.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-cho-o-dau","chợ ở đâu?","Where is the market?","shopping","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-cho-gan-day-khong","chợ gần đây không?","Is the market nearby?","shopping","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-cho","Cho tôi đến chợ","Please take me to the market.","shopping","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-cho","Dừng ở chợ","Stop at the market.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-sieu-thi-o-dau","siêu thị ở đâu?","Where is the supermarket?","shopping","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-sieu-thi-gan-day-khong","siêu thị gần đây không?","Is the supermarket nearby?","shopping","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-sieu-thi","Cho tôi đến siêu thị","Please take me to the supermarket.","shopping","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-sieu-thi","Dừng ở siêu thị","Stop at the supermarket.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-bai-bien-o-dau","bãi biển ở đâu?","Where is the beach?","sightseeing-activities","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-bai-bien-gan-day-khong","bãi biển gần đây không?","Is the beach nearby?","sightseeing-activities","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-bai-bien","Cho tôi đến bãi biển","Please take me to the beach.","sightseeing-activities","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-bai-bien","Dừng ở bãi biển","Stop at the beach.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-bao-tang-o-dau","bảo tàng ở đâu?","Where is the museum?","sightseeing-activities","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-bao-tang-gan-day-khong","bảo tàng gần đây không?","Is the museum nearby?","sightseeing-activities","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-bao-tang","Cho tôi đến bảo tàng","Please take me to the museum.","sightseeing-activities","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-bao-tang","Dừng ở bảo tàng","Stop at the museum.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-nha-tho-o-dau","nhà thờ ở đâu?","Where is the church?","sightseeing-activities","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-nha-tho-gan-day-khong","nhà thờ gần đây không?","Is the church nearby?","sightseeing-activities","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-nha-tho","Cho tôi đến nhà thờ","Please take me to the church.","sightseeing-activities","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-nha-tho","Dừng ở nhà thờ","Stop at the church.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-chua-o-dau","chùa ở đâu?","Where is the pagoda?","sightseeing-activities","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-chua-gan-day-khong","chùa gần đây không?","Is the pagoda nearby?","sightseeing-activities","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-chua","Cho tôi đến chùa","Please take me to the pagoda.","sightseeing-activities","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-chua","Dừng ở chùa","Stop at the pagoda.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-pho-di-bo-o-dau","phố đi bộ ở đâu?","Where is the walking street?","sightseeing-activities","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-pho-di-bo-gan-day-khong","phố đi bộ gần đây không?","Is the walking street nearby?","sightseeing-activities","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-pho-di-bo","Cho tôi đến phố đi bộ","Please take me to the walking street.","sightseeing-activities","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-pho-di-bo","Dừng ở phố đi bộ","Stop at the walking street.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-trung-tam-thuong-mai-o-dau","trung tâm thương mại ở đâu?","Where is the mall?","shopping","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-trung-tam-thuong-mai-gan-day-khong","trung tâm thương mại gần đây không?","Is the mall nearby?","shopping","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-trung-tam-thuong-mai","Cho tôi đến trung tâm thương mại","Please take me to the mall.","shopping","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-trung-tam-thuong-mai","Dừng ở trung tâm thương mại","Stop at the mall.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-buu-dien-o-dau","bưu điện ở đâu?","Where is the post office?","local-services-everyday-tasks","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-buu-dien-gan-day-khong","bưu điện gần đây không?","Is the post office nearby?","local-services-everyday-tasks","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-buu-dien","Cho tôi đến bưu điện","Please take me to the post office.","local-services-everyday-tasks","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-buu-dien","Dừng ở bưu điện","Stop at the post office.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-ngan-hang-o-dau","ngân hàng ở đâu?","Where is the bank?","money-numbers-prices","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-ngan-hang-gan-day-khong","ngân hàng gần đây không?","Is the bank nearby?","money-numbers-prices","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-ngan-hang","Cho tôi đến ngân hàng","Please take me to the bank.","money-numbers-prices","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-ngan-hang","Dừng ở ngân hàng","Stop at the bank.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-may-ban-ve-o-dau","máy bán vé ở đâu?","Where is the ticket machine?","transport","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-may-ban-ve-gan-day-khong","máy bán vé gần đây không?","Is the ticket machine nearby?","transport","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-may-ban-ve","Cho tôi đến máy bán vé","Please take me to the ticket machine.","transport","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-stop-at-place-dung-o-may-ban-ve","Dừng ở máy bán vé","Stop at the ticket machine.","transport","stop-at-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-where-place-quay-ve-o-dau","quầy vé ở đâu?","Where is the ticket counter?","time-dates-booking","where-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-near-place-quay-ve-gan-day-khong","quầy vé gần đây không?","Is the ticket counter nearby?","time-dates-booking","near-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
"vpe-take-me-place-cho-toi-den-quay-ve","Cho tôi đến quầy vé","Please take me to the ticket counter.","time-dates-booking","take-me-place","beginner","english-to-vietnamese|vietnamese-to-english|missing-token|city-destination|distractor","planned","approved"
