phrase_id,scenario_id,audio_key,english_text,target_text,pronunciation,context,emoji,notes,status
turkish-grab-taxi-7,grab-taxi,turkish-grab-taxi-7,I will pay cash,Nakit ödeyeceğim.,nah-KEET uh-deh-yeh-JEH-yeem,Use this when payment method needs to be clear.,💵,Fallback payment-method draft when cash needs to be explicit,translated-draft
turkish-asking-price-1,asking-price,turkish-asking-price-1,How much is this,Bu ne kadar?,boo neh kah-DAHR,Use this while pointing at an item.,🏷️,Short price-check draft with strong starter value,translated-draft
turkish-asking-price-2,asking-price,turkish-asking-price-2,How much per kilo,Kilosu ne kadar?,kee-LOH-soo neh kah-DAHR,Use this for produce or anything sold by weight.,⚖️,Weight-based price-check draft for produce market stalls and bulk goods,translated-draft
turkish-asking-price-3,asking-price,turkish-asking-price-3,Too expensive,Çok pahalı.,chok pah-hah-LUH,Say this lightly when reacting to a high price.,😅,High-price reaction draft kept observational instead of pushing into bargaining,translated-draft
turkish-asking-price-4,asking-price,turkish-asking-price-4,Could you make it a little cheaper?,Biraz indirim yapabilir misiniz?,bee-RAHZ een-dee-REEM yah-pah-bi-LEER mee-see-NEEZ,Use this politely when bargaining is normal.,🤝,Outcome: later-only. Keep this translated for context-limited bargaining use but outside the Turkish starter-core default pack.,translated-draft-contextual-only
turkish-asking-price-5,asking-price,turkish-asking-price-5,What is the final price?,Son fiyat nedir?,son fee-YAT neh-DEER,Ask this before making a final decision.,💬,Outcome: later-only. Keep this translated for negotiation-friendly settings but outside the Turkish starter-core default pack.,translated-draft-contextual-only
turkish-asking-price-6,asking-price,turkish-asking-price-6,Show me another one,Başka bir tane gösterir misiniz?,BAHSH-kah beer TAH-neh guh-steh-REER mee-see-NEEZ,Use this when you want to compare options.,👀,Comparison-shopping draft for markets and small shops,translated-draft
turkish-asking-price-7,asking-price,turkish-asking-price-7,I will take this one,Bunu alayım.,boo-NOO ah-lah-YUHM,Say this once you agree on the item and price.,🛍️,Purchase-closing draft for the point-and-buy moment,translated-draft
turkish-polite-basics-1,polite-basics,turkish-polite-basics-1,Hello,Merhaba.,MEHR-hah-bah,Use this to greet people in casual travel moments.,👋,Friendly default greeting draft,translated-draft
turkish-polite-basics-2,polite-basics,turkish-polite-basics-2,Thank you,Teşekkür ederim.,teh-shehk-KOOR eh-deh-REEM,Say this anytime someone helps you.,🙏,Core courtesy anchor in everyday standard Turkish,translated-draft
"turkish-polite-basics-3",polite-basics,turkish-polite-basics-3,"Yes, of course",Tabii.,tah-BEE,Use this as a respectful yes or acknowledgment.,🙂,Polite acknowledgment draft that feels softer than a bare yes in service moments,translated-draft
turkish-polite-basics-4,polite-basics,turkish-polite-basics-4,No thank you,Hayır teşekkür ederim.,hah-YUHR teh-shehk-KOOR eh-deh-REEM,Use this to politely decline something.,🙅,Polite decline draft that stays friendly in service moments,translated-draft
turkish-polite-basics-5,polite-basics,turkish-polite-basics-5,Excuse me,Affedersiniz.,ah-feh-dehr-see-NIZ,Use this to get attention or apologize briefly.,🙏,Rewritten from the awkward dual-use scaffold into a service-safe opener,translated-draft
turkish-polite-basics-6,polite-basics,turkish-polite-basics-6,It is okay,Sorun değil.,soh-ROON deh-EEL,Say this when someone apologizes to you.,👌,Brief reassurance draft for apology and minor-problem moments,translated-draft
turkish-polite-basics-7,polite-basics,turkish-polite-basics-7,Goodbye,Hoşça kalın.,HOSH-chah kah-LUHN,"Use this when leaving a shop, hotel, or ride.",👋,Departure draft for polite service exits,translated-draft
turkish-convenience-store-1,convenience-store,turkish-convenience-store-1,A bottle of water please,Bir şişe su lütfen.,beer SHEE-sheh soo LOOT-fehn,Use this for a quick water purchase.,💧,Hydration purchase draft for shops kiosks and hotel counters,translated-draft
turkish-convenience-store-2,convenience-store,turkish-convenience-store-2,Do you have a bag,Poşet var mı?,po-SHET var muh,Ask this if you need a carry bag.,🛍️,Checkout support draft for shops and mini-marts,translated-draft
turkish-convenience-store-3,convenience-store,turkish-convenience-store-3,Tissues please,Mendil lütfen.,mehn-DEEL LOOT-fehn,Use this when you need tissues at the counter.,🧻,Quick counter ask draft for tissues and napkins,translated-draft
turkish-convenience-store-4,convenience-store,turkish-convenience-store-4,Where is the sunscreen,Güneş kremi nerede?,guu-NESH kreh-MEE neh-REH-deh,Ask this when you need help finding sunscreen.,🧴,Sunscreen-location draft for pharmacies mini-marts and beach shops,translated-draft
turkish-convenience-store-5,convenience-store,turkish-convenience-store-5,Please open this for me,Bunu benim için açar mısınız?,boo-NOO beh-NEEM ee-CHEEN AH-char muh-suh-nuhz,Use this for bottled drinks or hard packaging.,🔓,Packaging-help draft for drinks and sealed items,translated-draft
turkish-convenience-store-6,convenience-store,turkish-convenience-store-6,Can I pay by card,Kartla ödeyebilir miyim?,KART-lah uh-deh-yeh-beh-LEER mee-yeem,Ask this before checkout if you are short on cash.,💳,Payment-method draft with common Turkish card wording,translated-draft
turkish-convenience-store-7,convenience-store,turkish-convenience-store-7,Please give me the receipt,Fişi verir misiniz lütfen?,fee-SHEE VEH-reer mee-see-NEEZ LOOT-fehn,Use this if you need the receipt for your purchase.,🧾,Receipt-request draft for checkout follow-through and reimbursements,translated-draft
turkish-hotel-hostel-1,hotel-hostel,turkish-hotel-hostel-1,I have a reservation,Rezervasyonum var.,reh-zehr-vahs-YO-num var,Use this first when you arrive at reception.,🛎️,Common hotel arrival draft,translated-draft
turkish-hotel-hostel-2,hotel-hostel,turkish-hotel-hostel-2,I would like to check in,Giriş yapmak istiyorum.,gee-REESH YAP-mahk ees-tee-YO-rum,Say this when you are ready to start check-in.,🔑,Uses Turkish check-in wording instead of a raw English loanword,translated-draft
turkish-hotel-hostel-3,hotel-hostel,turkish-hotel-hostel-3,What time is checkout,Çıkış saati kaçta?,CHUH-kuhsh sah-ah-tee KACH-tah,Ask this early so you know the departure time.,⏰,Front-desk timing question draft,translated-draft
turkish-hotel-hostel-4,hotel-hostel,turkish-hotel-hostel-4,This room is too hot,Bu oda çok sıcak.,boo OH-dah chok suh-JAHK,Use this if the room feels too warm.,🥵,Room-temperature complaint draft for hotel stays,translated-draft
turkish-hotel-hostel-5,hotel-hostel,turkish-hotel-hostel-5,The air conditioner is not working,Klima çalışmıyor.,klee-MAH chah-luhsh-MUH-yor,Say this when you need staff to check the AC.,❄️,Direct hotel room-problem draft for front desk or maintenance,translated-draft
turkish-hotel-hostel-6,hotel-hostel,turkish-hotel-hostel-6,More towels please,Birkaç havlu daha alabilir miyim?,beer-KACH HAV-loo dah-HAH ah-lah-bi-LEER mee-yeem,Use this when you need extra towels.,🧺,Extra-towels request draft for hotel housekeeping,translated-draft
turkish-hotel-hostel-7,hotel-hostel,turkish-hotel-hostel-7,Please hold my luggage,Bagajımı bırakabilir miyim?,bah-gah-JUH-muh buh-rah-kah-bi-LEER mee-yeem,Use this if you need the desk to hold your bags.,🧳,Desk luggage-hold draft phrased as a safer ask than a command,translated-draft
turkish-directions-1,directions,turkish-directions-1,Excuse me how do I get to the city center,,,Use this when asking for a route to a known area or landmark.,🗺️,Outcome: rewrite-needed. Choose a Turkey-natural landmark ferry metro or station target before translation.,deferred-rewrite-needed
turkish-directions-2,directions,turkish-directions-2,Is it near here,Buraya yakın mı?,boo-RAH-yah yah-KUHN muh,Ask this when deciding whether to walk or ride.,📍,Compact navigation check draft,translated-draft
turkish-directions-3,directions,turkish-directions-3,How long does it take on foot,Yürüyerek ne kadar sürer?,yuu-roo-YEH-rehk neh kah-DAHR SUU-rehr,Use this to check whether walking is realistic.,🚶,English source clarified before translation for natural timing wording,translated-draft
turkish-directions-4,directions,turkish-directions-4,Where do I turn left,Sola nereden döneceğim?,SOH-lah neh-REH-dehn DUR-neh-JEH-yeem,Ask this when someone is giving step by step directions.,⬅️,Step-by-step directions draft for confirming the left turn point,translated-draft
turkish-directions-5,directions,turkish-directions-5,"I turn right here, correct?",Burada sağa mı döneceğim?,boo-RAH-dah SAH-ah muh DUR-neh-JEH-yeem,Use this to confirm the next turn.,➡️,English source tightened from the awkward scaffold before translation,translated-draft
turkish-directions-6,directions,turkish-directions-6,Go straight,Dümdüz gidin.,duum-DUUZ gee-DEEN,Use this to confirm you should keep moving forward.,⬆️,Simple directions confirmation draft,translated-draft
turkish-directions-7,directions,turkish-directions-7,Thanks I understand now,Teşekkürler şimdi anladım.,teh-shehk-KOOR-lehr SHEEM-dee ahn-lah-DUHM,Use this to politely end the directions exchange.,🙏,Directions close-out draft for polite repair exits,translated-draft
turkish-simple-problems-1,simple-problems,turkish-simple-problems-1,I am lost,Kayboldum.,kye-BOL-doom,Use this when you need immediate help finding your way.,😵,Pressure-moment repair draft,translated-draft
turkish-simple-problems-2,simple-problems,turkish-simple-problems-2,I do not understand,Anlamadım.,ahn-lah-mah-DUHM,Say this when someone is speaking too quickly.,🤔,Primary repair phrase for fast replies,translated-draft
turkish-simple-problems-3,simple-problems,turkish-simple-problems-3,Can you speak a little slower,Biraz daha yavaş konuşabilir misiniz?,bee-RAHZ dah-HAH YAH-vahsh ko-NOO-shah-beh-LEER mee-see-NEEZ,Use this when you need the other person to slow down.,🐢,Polite slower-speech repair draft,translated-draft
turkish-simple-problems-4,simple-problems,turkish-simple-problems-4,I left something behind,Bir şeyimi unuttum.,beer shey-YEE-mee oo-NOOT-toom,"Say this if you forgot an item in a car, room, or cafe.",🎒,Lost-item repair draft for taxis rooms and cafes,translated-draft
turkish-simple-problems-5,simple-problems,turkish-simple-problems-5,The Wi Fi is not working,Wi-Fi çalışmıyor.,WEE-fye chah-luhsh-MUH-yor,Use this at hotels or cafes when you cannot connect.,📶,Connectivity complaint draft for hotels and cafes,translated-draft
turkish-simple-problems-6,simple-problems,turkish-simple-problems-6,I need a doctor,Bir doktora ihtiyacım var.,beer dok-TOH-rah eeh-tee-YAH-juhm var,Use this if you feel sick and need medical help.,🩺,Outcome: native-review-only. Keep this visible for traveler utility but do not treat it as promoted until medically informed review lands.,translated-draft-needs-expert-review
turkish-simple-problems-7,simple-problems,turkish-simple-problems-7,Could you call for me?,Benim için arar mısınız lütfen?,beh-NEEM ee-CHEEN ah-RAHR muh-suh-NUHZ LOOT-fehn,Say this when you need someone to call a hotel taxi or support number for you.,📞,Outcome: native-review-only. Keep this visible for service repair but do not treat it as promoted until native Turkish register review lands.,translated-draft-needs-localization-check
turkish-small-talk-1,small-talk,turkish-small-talk-1,I am from the United States,,,Use this when someone asks where you are from.,🇺🇸,Outcome: later-only. Keep this parked as social filler for a future hospitality and small-talk expansion after the review holdouts stabilize.,deferred-lower-priority
turkish-small-talk-2,small-talk,turkish-small-talk-2,I am from England,,,Use this as a simple answer when introducing yourself.,🇬🇧,Outcome: later-only. Keep this parked as social filler for a future hospitality and small-talk expansion after the review holdouts stabilize.,deferred-lower-priority
turkish-small-talk-3,small-talk,turkish-small-talk-3,This is my first time,,,Say this when talking about your first visit.,✨,Outcome: later-only. Keep this parked as social filler for a future hospitality and small-talk expansion after the review holdouts stabilize.,deferred-lower-priority
turkish-small-talk-4,small-talk,turkish-small-talk-4,I like it here,,,Use this as an easy positive comment in conversation.,❤,Outcome: later-only. Keep this parked as social filler for a future hospitality and small-talk expansion after the review holdouts stabilize.,deferred-lower-priority
turkish-small-talk-5,small-talk,turkish-small-talk-5,The food is so good,,,Use this to compliment a meal or recommendation.,😋,Outcome: later-only. Keep this parked as social filler for a future hospitality and small-talk expansion after the review holdouts stabilize.,deferred-lower-priority
turkish-small-talk-6,small-talk,turkish-small-talk-6,The weather is very hot,,,Use this as easy weather small talk on a hot day.,☀️,Outcome: later-only. Keep this parked as social filler for a future hospitality and small-talk expansion after the review holdouts stabilize.,deferred-lower-priority
turkish-small-talk-7,small-talk,turkish-small-talk-7,How are you,,,Use this with friendly staff or locals after a greeting.,😊,Outcome: later-only. Keep this parked as social filler for a future hospitality and small-talk expansion after the review holdouts stabilize.,deferred-lower-priority
