page_id,city_id,city_name,vietnamese_name,english_name,place_kind,source_file,current_status,claim_status,batch_id,owner_session,draft_doc_url,jojo_voice_review,import_approval,codex_import_status,last_updated,source_notes,target_hero_image,legacy_summary,legacy_context,legacy_sections_compact,notes
city-hanoi-place-my-dinh-bus-station,hanoi,Hanoi,Bến xe Mỹ Đình,My Dinh Bus Station,station,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_036,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d0c9-022c-83ea-bdb1-79e94bc623f2,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,Hanoi tourism portal,HeroCityHanoiPlaceMyDinhBusStation,"My Dinh Bus Station is Hanoi's western onward-road hub, where bags, route signs, waiting benches, and city-edge streets point toward the next part of northern Vietnam.","For My Dinh Bus Station, Hanoi's station story comes through city light, local signs, onward roads, and station doors, alongside the arrival edge of the capital.","Why go: This is a different arrival edge from the railway station: wider roads, bus routes, local signs, and the feeling of Hanoi stretching toward the suburbs and beyond. | What you'll get: My Dinh matters because it shows Hanoi as a travel hub, not only an old quarter: buses, signs, onward roads, and the wider north all connect here. | Say it locally: Say Bến xe Mỹ Đình for My Dinh Bus Station. The local name is easier to remember once it sits beside local signs, onward roads, station doors, and route boards, alongside the arrival edge of the capital. | Worth it if: Worth it if My Dinh Bus Station gives your itinerary a clearer image: waiting benches, city light, local signs, and onward roads, alongside the arrival edge of the capital. | Before you go: My Dinh Bus Station works best when the name is tied to the reason for going, not memorized as an abstract label. Picture station facade, route boards, waiting benches, and local streets just outside with waiting benches, city light, local signs, and onward roads, alongside the arrival edge of the capital.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-nang-cafe,hanoi,Hanoi,Cà phê Năng,Nang Cafe,cafe,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_036,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d0c9-022c-83ea-bdb1-79e94bc623f2,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,place-name only,HeroCityHanoiPlaceNangCafe,"Nang Cafe is worth saving for Hanoi's cafe rhythm: coffee, ice, sweetness, design, and a slower pause in the day. Expect small Hanoi phin coffee on wooden table, narrow cafe interior.","For Nang Cafe, Hanoi's cafe story comes through design details, soft pauses, cafe views, and coffee counters, alongside Hanoi coffeehouse culture.","Why go: Nang Cafe is worth saving when you want Hanoi's cafe culture, not just caffeine: cafe views, coffee counters, iced glasses, and street stools, alongside Hanoi coffeehouse culture. | What you'll get: At Nang Cafe, you get Vietnam's cafe culture and the slower rhythm between meals and sightseeing: small Hanoi phin coffee on wooden table, narrow cafe interior, with iced glasses, street stools, design details, and soft pauses, alongside Hanoi coffeehouse culture. | Say it locally: Say Cà phê Năng for Nang Cafe. The local name is easier to remember once it sits beside coffee counters, iced glasses, street stools, and design details, alongside Hanoi coffeehouse culture. | Worth it if: Worth it if the trip needs a slower pause between walks, markets, meals, or heat: soft pauses, cafe views, coffee counters, and iced glasses, alongside Hanoi coffeehouse culture. | Before you go: Nang Cafe works best when the name is tied to the reason for going, not memorized as an abstract label. Picture small Hanoi phin coffee on wooden table, narrow cafe interior with soft pauses, cafe views, coffee counters, and iced glasses, alongside Hanoi coffeehouse culture.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-national-museum-history,hanoi,Hanoi,Bảo tàng Lịch sử Quốc gia,Vietnam National Museum of History,museum,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_036,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d0c9-022c-83ea-bdb1-79e94bc623f2,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,Hanoi tourism portal,HeroCityHanoiPlaceNationalMuseumHistory,"Vietnam National Museum of History is worth a stop if you want Hanoi to feel more layered than the streets outside. Expect ochre museum building with arched windows and palms, Hanoi.","For Vietnam National Museum of History, Hanoi's cultural stop story comes through artifacts, quiet light, memory, and local history, alongside Hanoi's quieter gallery-and-stage rhythm.","Why go: Vietnam National Museum of History is worth a stop when you want more than scenery: rooms, objects, art, and memory inside the city's story, with memory, local history, display cases, and gallery rooms, alongside Hanoi's quieter gallery-and-stage rhythm. | What you'll get: At Vietnam National Museum of History, you get rooms, objects, art, and memory inside the city's story: ochre museum building with arched windows and palms, Hanoi, with memory, local history, display cases, and gallery rooms, alongside Hanoi's quieter gallery-and-stage rhythm. | Say it locally: Say Bảo tàng Lịch sử Quốc gia for Vietnam National Museum of History. The local name is easier to remember once it sits beside local history, display cases, gallery rooms, and artifacts, alongside Hanoi's quieter gallery-and-stage rhythm. | Worth it if: Worth it if you want context, quiet rooms, objects, and history instead of another outdoor stop: quiet light, memory, local history, and display cases, alongside Hanoi's quieter gallery-and-stage rhythm. | Before you go: Vietnam National Museum of History works best when the name is tied to the reason for going, not memorized as an abstract label. Picture ochre museum building with arched windows and palms, Hanoi with gallery rooms, artifacts, quiet light, and memory, alongside Hanoi's quieter gallery-and-stage rhythm.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-nem-cua-be,hanoi,Hanoi,Nem cua bể ở Hà Nội,Crab spring rolls,dish,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_036,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d0c9-022c-83ea-bdb1-79e94bc623f2,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,MICHELIN Hanoi guide,HeroCityHanoiPlaceNemCuaBe,"Crab spring rolls is worth trying in Hanoi because it gives the trip a flavor to imagine before arrival. Expect square crab spring rolls with herbs and dipping sauce, Hanoi.","For Crab spring rolls, Hanoi's food story comes through steam, texture, small meal rituals, and flavor, alongside Hanoi's food-and-cafe rhythm.","Why go: Crab spring rolls is worth trying because it turns Hanoi into flavor: local flavor, texture, herbs, sauce, steam, and the small meal rituals visitors remember, with small meal rituals, flavor, herbs, and sauce, alongside Hanoi's food-and-cafe rhythm. | What you'll get: At Crab spring rolls, you get local flavor, texture, herbs, sauce, steam, and the small meal rituals visitors remember: square crab spring rolls with herbs and dipping sauce, Hanoi, with herbs, sauce, steam, and texture, alongside Hanoi's food-and-cafe rhythm. | Say it locally: Say Nem cua bể ở Hà Nội for Crab spring rolls. The local name is easier to remember once it sits beside texture, small meal rituals, flavor, and herbs, alongside Hanoi's food-and-cafe rhythm. | Worth it if: Worth it if you want a food memory rather than only a label: texture, small meal rituals, flavor, and herbs, alongside Hanoi's food-and-cafe rhythm. | Before you go: Crab spring rolls works best when the name is tied to the reason for going, not memorized as an abstract label. Picture square crab spring rolls with herbs and dipping sauce, Hanoi with sauce, steam, texture, and small meal rituals, alongside Hanoi's food-and-cafe rhythm.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-ngoc-son-temple,hanoi,Hanoi,Đền Ngọc Sơn,Ngoc Son Temple,landmark,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_037,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d1bd-7a28-83ea-894e-8a879d1f228b,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,Vietnam Travel Hanoi; Hanoi tourism portal,HeroCityHanoiPlaceNgocSonTemple,"Ngoc Son Temple is worth approaching slowly because worship, architecture, incense, and local memory shape the visit. Expect red Huc Bridge leading to Ngoc Son Temple, lake trees, morning.","For Ngoc Son Temple, Hanoi's sacred place story comes through respectful pauses, incense, courtyards, and tiled roofs, alongside Hoan Kiem and West Lake calm.","Why go: Ngoc Son Temple is worth approaching slowly because worship, architecture, incense, and local memory all shape the visit: respectful pauses, incense, courtyards, and tiled roofs, alongside Hoan Kiem and West Lake calm. | What you'll get: At Ngoc Son Temple, you get worship, architecture, local memory, and the quieter rhythm of a spiritual stop: red Huc Bridge leading to Ngoc Son Temple, lake trees, morning, with courtyards, tiled roofs, temple gates, and shade, alongside Hoan Kiem and West Lake calm. | Say it locally: Say Đền Ngọc Sơn for Ngoc Son Temple. The local name is easier to remember once it sits beside tiled roofs, temple gates, shade, and respectful pauses, alongside Hoan Kiem and West Lake calm. | Worth it if: Worth it if temples, incense, worship, and quiet architecture help the place feel deeper: incense, courtyards, tiled roofs, and temple gates, alongside Hoan Kiem and West Lake calm. | Before you go: Ngoc Son Temple works best when the name is tied to the reason for going, not memorized as an abstract label. Picture red Huc Bridge leading to Ngoc Son Temple, lake trees, morning with tiled roofs, temple gates, shade, and respectful pauses, alongside Hoan Kiem and West Lake calm.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-nguyen-huu-huan-street,hanoi,Hanoi,Phố Nguyễn Hữu Huân,Nguyen Huu Huan Street,street,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_037,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d1bd-7a28-83ea-894e-8a879d1f228b,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,MICHELIN Hanoi guide,HeroCityHanoiPlaceNguyenHuuHuanStreet,"Nguyen Huu Huan Street is a Hanoi coffee street, where cafe signs, egg-coffee stops, narrow shopfronts, and Old Quarter movement make the neighborhood feel easy to explore.","For Nguyen Huu Huan Street, Hanoi's street story comes through crossings, cafe edges, neighborhood movement, and street signs, alongside old-lane Hanoi.","Why go: This street gives the coffee side of Hanoi a visible shape: close storefronts, upstairs rooms, tiny tables, and the next cup only a short walk away. | What you'll get: Nguyen Huu Huan matters because it turns Hanoi coffee from a single famous cup into a walkable neighborhood scene. | Say it locally: Hear Phố Nguyễn Hữu Huân with the coffee-street image in mind: cafe signs, motorbikes, narrow shopfronts, and egg-coffee stops close together. | Worth it if: Worth it if the street helps you understand the neighborhood before you are there: scooters, crossings, cafe edges, and neighborhood movement, alongside old-lane Hanoi. | Before you go: Nguyen Huu Huan Street works best when the name is tied to the reason for going, not memorized as an abstract label. Picture narrow Nguyen Huu Huan Street cafe storefronts and motorbikes with cafe edges, neighborhood movement, street signs, and shopfronts, alongside old-lane Hanoi.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-night-market-walk,hanoi,Hanoi,Đi chợ đêm phố cổ,Old Quarter night market walk,market,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_037,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d1bd-7a28-83ea-894e-8a879d1f228b,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,Vietnam Travel Hanoi,HeroCityHanoiPlaceNightMarketWalk,"Old Quarter night market walk is worth knowing in Hanoi because it brings the city shifting from daytime movement into food, lights, and browsing into the trip. Expect Hanoi Old Quarter night-market pedestrian street, stalls and warm lights.","For Old Quarter night market walk, Hanoi's night market story comes through small gifts, warm lights, river edges, and evening crowds, alongside Hanoi market-morning energy.","Why go: Old Quarter night market walk is worth knowing because it gives Hanoi a specific night market scene: lanterns, food smoke, small gifts, and warm lights, alongside Hanoi market-morning energy. | What you'll get: At Old Quarter night market walk, you get the city shifting from daytime movement into food, lights, and browsing: Hanoi Old Quarter night-market pedestrian street, stalls and warm lights, with river edges, evening crowds, lanterns, and food smoke, alongside Hanoi market-morning energy. | Say it locally: Say Đi chợ đêm phố cổ for Old Quarter night market walk. The local name is easier to remember once it sits beside food smoke, small gifts, warm lights, and river edges, alongside Hanoi market-morning energy. | Worth it if: Worth it if Old Quarter night market walk gives your itinerary a clearer image: evening crowds, lanterns, food smoke, and small gifts, alongside Hanoi market-morning energy. | Before you go: Old Quarter night market walk works best when the name is tied to the reason for going, not memorized as an abstract label. Picture Hanoi Old Quarter night-market pedestrian street, stalls and warm lights with evening crowds, lanterns, food smoke, and small gifts, alongside Hanoi market-morning energy.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-noi-bai-airport,hanoi,Hanoi,Sân bay Nội Bài,Noi Bai International Airport,airport,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_037,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d1bd-7a28-83ea-894e-8a879d1f228b,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,Vietnam Travel Hanoi; Hanoi tourism portal,HeroCityHanoiPlaceNoiBaiAirport,"Noi Bai International Airport is worth recognizing because it is where the planned trip first becomes Hanoi. Expect glass doors, city light outside, waiting families, and the first turn toward Hanoi.","For Noi Bai International Airport, Hanoi's arrival story comes through waiting halls, the first local name, arrival doors, and city signs, alongside Hanoi's station-side streets.","Why go: Noi Bai International Airport is worth recognizing before arrival because it is where the trip first turns from plan into Vietnam: arrival doors, city signs, warm air, and first roads, alongside Hanoi's station-side streets. | What you'll get: At Noi Bai International Airport, you get the arrival threshold where bags, signs, and the first ride make Vietnam feel immediate: glass doors, city light outside, waiting families, and the first turn toward Hanoi, with waiting halls, the first local name, arrival doors, and city signs, alongside Hanoi's station-side streets. | Say it locally: Say Sân bay Nội Bài for Noi Bai International Airport. The local name is easier to remember once it sits beside the first local name, arrival doors, city signs, and warm air, alongside Hanoi's station-side streets. | Worth it if: Worth it if Noi Bai International Airport gives your itinerary a clearer image: first roads, waiting halls, the first local name, and arrival doors, alongside Hanoi's station-side streets. | Before you go: Noi Bai International Airport works best when the name is tied to the reason for going, not memorized as an abstract label. Picture glass doors, city light outside, waiting families, and the first turn toward Hanoi with first roads, waiting halls, the first local name, and arrival doors, alongside Hanoi's station-side streets.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-nuoc-ngam-bus-station,hanoi,Hanoi,Bến xe Nước Ngầm,Nuoc Ngam Bus Station,station,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_037,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d1bd-7a28-83ea-894e-8a879d1f228b,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,place-name only,HeroCityHanoiPlaceNuocNgamBusStation,"Nuoc Ngam Bus Station is worth recognizing because travel days still carry the mood of Hanoi. Expect Hanoi station light, local signs, shaded benches, and onward streets.","For Nuoc Ngam Bus Station, Hanoi's station story comes through station doors, route boards, waiting benches, and city light, alongside Hanoi's station-side streets.","Why go: Nuoc Ngam Bus Station is worth recognizing because travel days still carry the city's mood: waiting benches, city light, local signs, and onward roads, alongside Hanoi's station-side streets. | What you'll get: At Nuoc Ngam Bus Station, you get the handoff between travel days, city days, trains, buses, rides, and local names: Hanoi station light, local signs, shaded benches, and onward streets, with local signs, onward roads, station doors, and route boards, alongside Hanoi's station-side streets. | Say it locally: Say Bến xe Nước Ngầm for Nuoc Ngam Bus Station. The local name is easier to remember once it sits beside city light, local signs, onward roads, and station doors, alongside Hanoi's station-side streets. | Worth it if: Worth it if Nuoc Ngam Bus Station gives your itinerary a clearer image: route boards, waiting benches, city light, and local signs, alongside Hanoi's station-side streets. | Before you go: Nuoc Ngam Bus Station works best when the name is tied to the reason for going, not memorized as an abstract label. Picture Hanoi station light, local signs, shaded benches, and onward streets with route boards, waiting benches, city light, and local signs, alongside Hanoi's station-side streets.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-old-quarter,hanoi,Hanoi,Phố cổ Hà Nội,Old Quarter,neighborhood,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_037,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d1bd-7a28-83ea-894e-8a879d1f228b,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,Vietnam Travel Hanoi,HeroCityHanoiPlaceOldQuarter,"Old Quarter is worth recognizing because neighborhoods turn Hanoi from landmarks into lived-in areas. Expect narrow Old Quarter street with shop signs, scooters, and hanging lanterns.","For Old Quarter, Hanoi's neighborhood story comes through neighborhood identity, cafes, lanes, and small shops, alongside old-lane Hanoi.","Why go: Old Quarter is worth recognizing because neighborhoods give hotels, cafes, shops, and evening walks a real identity: hotel edges, evening walks, neighborhood identity, and cafes, alongside old-lane Hanoi. | What you'll get: At Old Quarter, you get the area identity behind cafes, streets, hotels, shops, and evening rhythm: narrow Old Quarter street with shop signs, scooters, and hanging lanterns, with neighborhood identity, cafes, lanes, and small shops, alongside old-lane Hanoi. | Say it locally: Say Phố cổ Hà Nội for Old Quarter. The local name is easier to remember once it sits beside evening walks, neighborhood identity, cafes, and lanes, alongside old-lane Hanoi. | Worth it if: Worth it if you want the city to feel like lived-in areas, not only landmarks: small shops, hotel edges, evening walks, and neighborhood identity, alongside old-lane Hanoi. | Before you go: Old Quarter works best when the name is tied to the reason for going, not memorized as an abstract label. Picture narrow Old Quarter street with shop signs, scooters, and hanging lanterns with small shops, hotel edges, evening walks, and neighborhood identity, alongside old-lane Hanoi.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-old-quarter-walking-tour,hanoi,Hanoi,Tuyến đi bộ Phố cổ,Old Quarter walking route,experience,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_037,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d1bd-7a28-83ea-894e-8a879d1f228b,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,Vietnam Travel Hanoi,HeroCityHanoiPlaceOldQuarterWalkingTour,Old Quarter walking route is worth knowing in Hanoi because it brings movement across the city as part of the discovery into the trip. Expect from a visitor's eye level Old Quarter walking scene with route and street signs.,"For Old Quarter walking route, Hanoi's route story comes through cafe pauses, local movement, the route between named places, and street corners, alongside Hanoi's food-and-cafe rhythm.","Why go: Old Quarter walking route is worth knowing because it gives Hanoi a specific route scene: street corners, food stops, cafe pauses, and local movement, alongside Hanoi's food-and-cafe rhythm. | What you'll get: At Old Quarter walking route, you get movement across the city as part of the discovery: from a visitor's eye level Old Quarter walking scene with route and street signs, with cafe pauses, local movement, the route between named places, and street corners, alongside Hanoi's food-and-cafe rhythm. | Say it locally: Say Tuyến đi bộ Phố cổ for Old Quarter walking route. The local name is easier to remember once it sits beside cafe pauses, local movement, the route between named places, and street corners, alongside Hanoi's food-and-cafe rhythm. | Worth it if: Worth it if Old Quarter walking route gives your itinerary a clearer image: the route between named places, street corners, food stops, and cafe pauses, alongside Hanoi's food-and-cafe rhythm. | Before you go: Old Quarter walking route works best when the name is tied to the reason for going, not memorized as an abstract label. Picture from a visitor's eye level Old Quarter walking scene with route and street signs with street corners, food stops, cafe pauses, and local movement, alongside Hanoi's food-and-cafe rhythm.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-one-pillar-pagoda,hanoi,Hanoi,Chùa Một Cột,One Pillar Pagoda,landmark,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_037,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d1bd-7a28-83ea-894e-8a879d1f228b,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,Hanoi tourism portal; Vietnam Travel Hanoi,HeroCityHanoiPlaceOnePillarPagoda,"One Pillar Pagoda is worth approaching slowly because worship, architecture, incense, and local memory shape the visit. Expect One Pillar Pagoda reflected in pond.","For One Pillar Pagoda, Hanoi's sacred place story comes through courtyards, tiled roofs, temple gates, and shade, alongside Hanoi's lake-and-temple side.","Why go: One Pillar Pagoda is worth approaching slowly because worship, architecture, incense, and local memory all shape the visit: temple gates, shade, respectful pauses, and incense, alongside Hanoi's lake-and-temple side. | What you'll get: At One Pillar Pagoda, you get worship, architecture, local memory, and the quieter rhythm of a spiritual stop: One Pillar Pagoda reflected in pond, with courtyards, tiled roofs, temple gates, and shade, alongside Hanoi's lake-and-temple side. | Say it locally: Say Chùa Một Cột for One Pillar Pagoda. The local name is easier to remember once it sits beside incense, courtyards, tiled roofs, and temple gates, alongside Hanoi's lake-and-temple side. | Worth it if: Worth it if temples, incense, worship, and quiet architecture help the place feel deeper: incense, courtyards, tiled roofs, and temple gates, alongside Hanoi's lake-and-temple side. | Before you go: One Pillar Pagoda works best when the name is tied to the reason for going, not memorized as an abstract label. Picture One Pillar Pagoda reflected in pond with incense, courtyards, tiled roofs, and temple gates, alongside Hanoi's lake-and-temple side.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-opera-house,hanoi,Hanoi,Nhà hát Lớn Hà Nội,Hanoi Opera House,experience,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_037,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d1bd-7a28-83ea-894e-8a879d1f228b,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,Hanoi tourism portal,HeroCityHanoiPlaceOperaHouse,"Hanoi Opera House is worth knowing in Hanoi because it brings living performance culture rather than a static monument into the trip. Expect Hanoi Opera House facade with scooters and evening lamps, street scene.","For Hanoi Opera House, Hanoi's performance venue story comes through theatre doors, evening streets, cultural memory, and stage light, alongside Hanoi's quieter gallery-and-stage rhythm.","Why go: Hanoi Opera House is worth knowing because it gives Hanoi a specific performance venue scene: cultural memory, stage light, music, and masks, alongside Hanoi's quieter gallery-and-stage rhythm. | What you'll get: At Hanoi Opera House, you get living performance culture rather than a static monument: Hanoi Opera House facade with scooters and evening lamps, street scene, with theatre doors, evening streets, cultural memory, and stage light, alongside Hanoi's quieter gallery-and-stage rhythm. | Say it locally: Say Nhà hát Lớn Hà Nội for Hanoi Opera House. The local name is easier to remember once it sits beside masks, theatre doors, evening streets, and cultural memory, alongside Hanoi's quieter gallery-and-stage rhythm. | Worth it if: Worth it if Hanoi Opera House gives your itinerary a clearer image: stage light, music, masks, and theatre doors, alongside Hanoi's quieter gallery-and-stage rhythm. | Before you go: Hanoi Opera House works best when the name is tied to the reason for going, not memorized as an abstract label. Picture Hanoi Opera House facade with scooters and evening lamps, street scene with masks, theatre doors, evening streets, and cultural memory, alongside Hanoi's quieter gallery-and-stage rhythm.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
city-hanoi-place-phan-dinh-phung-street,hanoi,Hanoi,Phố Phan Đình Phùng,Phan Dinh Phung Street,street,content-draft/viet/city-library/handwritten-copy/hanoi.json,needs_jojo_voice_review,draft_captured,batch_037,https://chatgpt.com/g/g-p-6a13d31fe8308191a4fc612012775595-speaklocal-city-pages-v2-2-copy/c/6a14d1bd-7a28-83ea-894e-8a879d1f228b,https://docs.google.com/document/d/1UhVTNVT04F31MJvUMOIGtLDLQWk-ufH3z_1fJg8hFkk,pending,not_approved,not_imported,2026-05-26,Hanoi tourism portal,HeroCityHanoiPlacePhanDinhPhungStreet,Phan Dinh Phung Street is worth recognizing because a named street can make Hanoi feel walkable before arrival. Expect tree-lined Phan Dinh Phung Street with yellow villas and bicycles.,"For Phan Dinh Phung Street, Hanoi's street story comes through crossings, cafe edges, neighborhood movement, and street signs, alongside old-lane Hanoi.","Why go: Phan Dinh Phung Street is worth recognizing because streets shape how Hanoi feels on the ground: shopfronts, scooters, crossings, and cafe edges, alongside old-lane Hanoi. | What you'll get: At Phan Dinh Phung Street, you get a named street scene of trees, shopfronts, crossings, cafes, and neighborhood movement: tree-lined Phan Dinh Phung Street with yellow villas and bicycles, with neighborhood movement, street signs, shopfronts, and scooters, alongside old-lane Hanoi. | Say it locally: Say Phố Phan Đình Phùng for Phan Dinh Phung Street. The local name is easier to remember once it sits beside street signs, shopfronts, scooters, and crossings, alongside old-lane Hanoi. | Worth it if: Worth it if the street helps you understand the neighborhood before you are there: cafe edges, neighborhood movement, street signs, and shopfronts, alongside old-lane Hanoi. | Before you go: Phan Dinh Phung Street works best when the name is tied to the reason for going, not memorized as an abstract label. Picture tree-lined Phan Dinh Phung Street with yellow villas and bicycles with street signs, shopfronts, scooters, and crossings, alongside old-lane Hanoi.",Legacy city-v1 handwritten source; needs v2.2 authoring before production.
