"page_id","phrase_id","source_lane","pageKind","section_id","section_key","breakdown_token_id","sort_order","current_token_text","current_english_gloss","source_path","proposed_token_text","proposed_english_gloss","reviewer_notes","review_status","import_approval","approved_by","approved_at"
"viet-phrase-airport-3","airport-3","tier1","phrase","viet-phrase-airport-3:breakdown","breakdown","viet-phrase-airport-3:breakdown:breakdown:airport-3-piece-2","1","ở đâu?","where?","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-sim.json","","","","not_started","","",""
"viet-phrase-airport-3","airport-3","tier1","phrase","viet-phrase-airport-3:breakdown","breakdown","viet-phrase-airport-3:breakdown:breakdown:airport-3-full","2","Mua SIM ở đâu?","Where can I buy a SIM card","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-sim.json","","","","not_started","","",""
"viet-phrase-airport-4","airport-4","tier1","phrase","viet-phrase-airport-4:breakdown","breakdown","viet-phrase-airport-4:breakdown:breakdown:airport-4-piece-1","0","ATM","ATM","content-draft/viet/canonical-pages/tier-one/money-numbers-prices/money-find-atm.json","","","","not_started","","",""
"viet-phrase-airport-4","airport-4","tier1","phrase","viet-phrase-airport-4:breakdown","breakdown","viet-phrase-airport-4:breakdown:breakdown:airport-4-piece-2","1","gần nhất","nearest","content-draft/viet/canonical-pages/tier-one/money-numbers-prices/money-find-atm.json","","","","not_started","","",""
"viet-phrase-airport-4","airport-4","tier1","phrase","viet-phrase-airport-4:breakdown","breakdown","viet-phrase-airport-4:breakdown:breakdown:airport-4-piece-3","2","ở đâu?","where?","content-draft/viet/canonical-pages/tier-one/money-numbers-prices/money-find-atm.json","","","","not_started","","",""
"viet-phrase-airport-4","airport-4","tier1","phrase","viet-phrase-airport-4:breakdown","breakdown","viet-phrase-airport-4:breakdown:breakdown:airport-4-full","3","ATM gần nhất ở đâu?","Where is the nearest ATM","content-draft/viet/canonical-pages/tier-one/money-numbers-prices/money-find-atm.json","","","","not_started","","",""
"viet-phrase-airport-5","airport-5","tier1","phrase","viet-phrase-airport-5:breakdown","breakdown","viet-phrase-airport-5:breakdown:breakdown:airport-5-piece-1","0","Khu đón","pickup area","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-pickup.json","","","","not_started","","",""
"viet-phrase-airport-5","airport-5","tier1","phrase","viet-phrase-airport-5:breakdown","breakdown","viet-phrase-airport-5:breakdown:breakdown:airport-5-piece-2","1","ở đâu?","where?","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-pickup.json","","","","not_started","","",""
"viet-phrase-airport-5","airport-5","tier1","phrase","viet-phrase-airport-5:breakdown","breakdown","viet-phrase-airport-5:breakdown:breakdown:airport-5-full","2","Khu đón ở đâu?","Where is the pickup area","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-pickup.json","","","","not_started","","",""
"viet-phrase-airport-6","airport-6","tier1","phrase","viet-phrase-airport-6:breakdown","breakdown","viet-phrase-airport-6:breakdown:breakdown:airport-6-piece-1","0","Hành lý","baggage","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-bag-missing.json","","","","not_started","","",""
"viet-phrase-airport-6","airport-6","tier1","phrase","viet-phrase-airport-6:breakdown","breakdown","viet-phrase-airport-6:breakdown:breakdown:airport-6-piece-2","1","của tôi","my / mine","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-bag-missing.json","","","","not_started","","",""
"viet-phrase-airport-6","airport-6","tier1","phrase","viet-phrase-airport-6:breakdown","breakdown","viet-phrase-airport-6:breakdown:breakdown:airport-6-piece-3","2","chưa","pagoda","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-bag-missing.json","","","","not_started","","",""
"viet-phrase-airport-6","airport-6","tier1","phrase","viet-phrase-airport-6:breakdown","breakdown","viet-phrase-airport-6:breakdown:breakdown:airport-6-piece-4","3","tới","arrive / reach","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-bag-missing.json","","","","not_started","","",""
"viet-phrase-airport-6","airport-6","tier1","phrase","viet-phrase-airport-6:breakdown","breakdown","viet-phrase-airport-6:breakdown:breakdown:airport-6-full","4","Hành lý của tôi chưa tới","My bag did not arrive","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-bag-missing.json","","","","not_started","","",""
"viet-phrase-airport-7","airport-7","catalog-promoted","phrase","viet-phrase-airport-7:breakdown","breakdown","viet-phrase-airport-7:breakdown:breakdown:chunk-1","0","Nhà ga nội","the domestic terminal","content-draft/viet/canonical-pages/catalog-promoted/airport-border-arrival/airport-7.json","","","","not_started","","",""
"viet-phrase-airport-7","airport-7","catalog-promoted","phrase","viet-phrase-airport-7:breakdown","breakdown","viet-phrase-airport-7:breakdown:breakdown:chunk-2","1","địa","domestic terminal","content-draft/viet/canonical-pages/catalog-promoted/airport-border-arrival/airport-7.json","","","","not_started","","",""
"viet-phrase-airport-7","airport-7","catalog-promoted","phrase","viet-phrase-airport-7:breakdown","breakdown","viet-phrase-airport-7:breakdown:breakdown:chunk-3","2","ở đâu","where?","content-draft/viet/canonical-pages/catalog-promoted/airport-border-arrival/airport-7.json","","","","not_started","","",""
"viet-phrase-airport-7","airport-7","catalog-promoted","phrase","viet-phrase-airport-7:breakdown","breakdown","viet-phrase-airport-7:breakdown:breakdown:chunk-4","3","Nhà ga nội địa ở đâu?","Where is the domestic terminal","content-draft/viet/canonical-pages/catalog-promoted/airport-border-arrival/airport-7.json","","","","not_started","","",""
"viet-phrase-airport-pickup-clearer","airport-pickup-clearer","child","phrase","viet-phrase-airport-pickup-clearer:breakdown","breakdown","viet-phrase-airport-pickup-clearer:breakdown:breakdown:airport-pickup-clearer-piece-1","0","Tôi","I / me","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-pickup--airport-pickup-clearer.json","","","","not_started","","",""
"viet-phrase-airport-pickup-clearer","airport-pickup-clearer","child","phrase","viet-phrase-airport-pickup-clearer:breakdown","breakdown","viet-phrase-airport-pickup-clearer:breakdown:breakdown:airport-pickup-clearer-piece-2","1","gặp","meet","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-pickup--airport-pickup-clearer.json","","","","not_started","","",""
"viet-phrase-airport-pickup-clearer","airport-pickup-clearer","child","phrase","viet-phrase-airport-pickup-clearer:breakdown","breakdown","viet-phrase-airport-pickup-clearer:breakdown:breakdown:airport-pickup-clearer-piece-3","2","tài xế","driver","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-pickup--airport-pickup-clearer.json","","","","not_started","","",""
"viet-phrase-airport-pickup-clearer","airport-pickup-clearer","child","phrase","viet-phrase-airport-pickup-clearer:breakdown","breakdown","viet-phrase-airport-pickup-clearer:breakdown:breakdown:airport-pickup-clearer-piece-4","3","ở đâu?","where?","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-pickup--airport-pickup-clearer.json","","","","not_started","","",""
"viet-phrase-airport-pickup-clearer","airport-pickup-clearer","child","phrase","viet-phrase-airport-pickup-clearer:breakdown","breakdown","viet-phrase-airport-pickup-clearer:breakdown:breakdown:airport-pickup-clearer-full","4","Tôi gặp tài xế ở đâu?","Where do I meet the driver","content-draft/viet/canonical-pages/tier-one/airport-border-arrival/airport-pickup--airport-pickup-clearer.json","","","","not_started","","",""
"viet-phrase-bath-1","bath-1","tier1","phrase","viet-phrase-bath-1:breakdown","breakdown","viet-phrase-bath-1:breakdown:breakdown:bath-1-piece-1","0","Nhà vệ sinh","bathroom","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-where.json","","","","not_started","","",""
"viet-phrase-bath-1","bath-1","tier1","phrase","viet-phrase-bath-1:breakdown","breakdown","viet-phrase-bath-1:breakdown:breakdown:bath-1-piece-2","1","ở đâu?","where?","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-where.json","","","","not_started","","",""
"viet-phrase-bath-1","bath-1","tier1","phrase","viet-phrase-bath-1:breakdown","breakdown","viet-phrase-bath-1:breakdown:breakdown:bath-1-full","2","Nhà vệ sinh ở đâu?","Where is the bathroom","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-where.json","","","","not_started","","",""
"viet-phrase-bath-2","bath-2","tier1","phrase","viet-phrase-bath-2:breakdown","breakdown","viet-phrase-bath-2:breakdown:breakdown:bath-2-piece-1","0","Có","have / yes","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-paper.json","","","","not_started","","",""
"viet-phrase-bath-2","bath-2","tier1","phrase","viet-phrase-bath-2:breakdown","breakdown","viet-phrase-bath-2:breakdown:breakdown:bath-2-piece-2","1","giấy","paper / document","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-paper.json","","","","not_started","","",""
"viet-phrase-bath-2","bath-2","tier1","phrase","viet-phrase-bath-2:breakdown","breakdown","viet-phrase-bath-2:breakdown:breakdown:bath-2-piece-3","2","vệ","ticket","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-paper.json","","","","not_started","","",""
"viet-phrase-bath-2","bath-2","tier1","phrase","viet-phrase-bath-2:breakdown","breakdown","viet-phrase-bath-2:breakdown:breakdown:bath-2-piece-4","3","sinh","hygiene","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-paper.json","","","","not_started","","",""
"viet-phrase-bath-2","bath-2","tier1","phrase","viet-phrase-bath-2:breakdown","breakdown","viet-phrase-bath-2:breakdown:breakdown:bath-2-piece-5","4","không?","no / not","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-paper.json","","","","not_started","","",""
"viet-phrase-bath-2","bath-2","tier1","phrase","viet-phrase-bath-2:breakdown","breakdown","viet-phrase-bath-2:breakdown:breakdown:bath-2-full","5","Có giấy vệ sinh không?","Do you have toilet paper","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-paper.json","","","","not_started","","",""
"viet-phrase-bath-3","bath-3","tier1","phrase","viet-phrase-bath-3:breakdown","breakdown","viet-phrase-bath-3:breakdown:breakdown:bath-3-piece-1","0","Có","have / yes","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-soap.json","","","","not_started","","",""
"viet-phrase-bath-3","bath-3","tier1","phrase","viet-phrase-bath-3:breakdown","breakdown","viet-phrase-bath-3:breakdown:breakdown:bath-3-piece-2","1","xà","soap word","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-soap.json","","","","not_started","","",""
"viet-phrase-bath-3","bath-3","tier1","phrase","viet-phrase-bath-3:breakdown","breakdown","viet-phrase-bath-3:breakdown:breakdown:bath-3-piece-3","2","phòng","room","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-soap.json","","","","not_started","","",""
"viet-phrase-bath-3","bath-3","tier1","phrase","viet-phrase-bath-3:breakdown","breakdown","viet-phrase-bath-3:breakdown:breakdown:bath-3-piece-4","3","không?","no / not","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-soap.json","","","","not_started","","",""
"viet-phrase-bath-3","bath-3","tier1","phrase","viet-phrase-bath-3:breakdown","breakdown","viet-phrase-bath-3:breakdown:breakdown:bath-3-full","4","Có xà phòng không?","Do you have soap","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-soap.json","","","","not_started","","",""
"viet-phrase-bath-4","bath-4","tier1","phrase","viet-phrase-bath-4:breakdown","breakdown","viet-phrase-bath-4:breakdown:breakdown:bath-4-piece-1","0","Tôi","I / me","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-wash-hands.json","","","","not_started","","",""
"viet-phrase-bath-4","bath-4","tier1","phrase","viet-phrase-bath-4:breakdown","breakdown","viet-phrase-bath-4:breakdown:breakdown:bath-4-piece-2","1","rửa","wash","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-wash-hands.json","","","","not_started","","",""
"viet-phrase-bath-4","bath-4","tier1","phrase","viet-phrase-bath-4:breakdown","breakdown","viet-phrase-bath-4:breakdown:breakdown:bath-4-piece-3","2","tay","hand","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-wash-hands.json","","","","not_started","","",""
"viet-phrase-bath-4","bath-4","tier1","phrase","viet-phrase-bath-4:breakdown","breakdown","viet-phrase-bath-4:breakdown:breakdown:bath-4-piece-4","3","ở","at / in","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-wash-hands.json","","","","not_started","","",""
"viet-phrase-bath-4","bath-4","tier1","phrase","viet-phrase-bath-4:breakdown","breakdown","viet-phrase-bath-4:breakdown:breakdown:bath-4-piece-5","4","đây","here / this","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-wash-hands.json","","","","not_started","","",""
"viet-phrase-bath-4","bath-4","tier1","phrase","viet-phrase-bath-4:breakdown","breakdown","viet-phrase-bath-4:breakdown:breakdown:bath-4-piece-6","5","được không?","is it possible?","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-wash-hands.json","","","","not_started","","",""
"viet-phrase-bath-4","bath-4","tier1","phrase","viet-phrase-bath-4:breakdown","breakdown","viet-phrase-bath-4:breakdown:breakdown:bath-4-full","6","Tôi rửa tay ở đây được không?","Can I wash my hands here","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-wash-hands.json","","","","not_started","","",""
"viet-phrase-bath-5","bath-5","tier1","phrase","viet-phrase-bath-5:breakdown","breakdown","viet-phrase-bath-5:breakdown:breakdown:bath-5-piece-1","0","Tôi cần","I need","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-water.json","","","","not_started","","",""
"viet-phrase-bath-5","bath-5","tier1","phrase","viet-phrase-bath-5:breakdown","breakdown","viet-phrase-bath-5:breakdown:breakdown:bath-5-piece-2","1","nước","water","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-water.json","","","","not_started","","",""
"viet-phrase-bath-5","bath-5","tier1","phrase","viet-phrase-bath-5:breakdown","breakdown","viet-phrase-bath-5:breakdown:breakdown:bath-5-full","2","Tôi cần nước","I need water","content-draft/viet/canonical-pages/tier-one/bathroom-personal-needs/bathroom-water.json","","","","not_started","","",""
"viet-phrase-bath-6","bath-6","catalog-promoted","phrase","viet-phrase-bath-6:breakdown","breakdown","viet-phrase-bath-6:breakdown:breakdown:chunk-1","0","Ở đây","here","content-draft/viet/canonical-pages/catalog-promoted/bathroom-personal-needs/bath-6.json","","","","not_started","","",""
"viet-phrase-bath-6","bath-6","catalog-promoted","phrase","viet-phrase-bath-6:breakdown","breakdown","viet-phrase-bath-6:breakdown:breakdown:chunk-2","1","có chỗ tắm","a shower here","content-draft/viet/canonical-pages/catalog-promoted/bathroom-personal-needs/bath-6.json","","","","not_started","","",""
"viet-phrase-bath-6","bath-6","catalog-promoted","phrase","viet-phrase-bath-6:breakdown","breakdown","viet-phrase-bath-6:breakdown:breakdown:chunk-3","2","không","no / not","content-draft/viet/canonical-pages/catalog-promoted/bathroom-personal-needs/bath-6.json","","","","not_started","","",""
"viet-phrase-bath-6","bath-6","catalog-promoted","phrase","viet-phrase-bath-6:breakdown","breakdown","viet-phrase-bath-6:breakdown:breakdown:chunk-4","3","Ở đây có chỗ tắm không?","Is there a shower here","content-draft/viet/canonical-pages/catalog-promoted/bathroom-personal-needs/bath-6.json","","","","not_started","","",""
