"page_id","phrase_id","source_lane","pageKind","section_id","section_key","item_id","sort_order","target_phrase_id","target_page_id","detail_page_id","current_row_vietnamese","current_row_english","current_pronunciation","target_audio_status","source_path","proposed_target_phrase_id","proposed_target_page_id","proposed_row_vietnamese","proposed_row_english","review_status","import_approval","approved_by","approved_at"
"viet-phrase-acknowledge-da-chao-anh","acknowledge-da-chao-anh","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-anh:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-anh:relationship-words:phrase:5:f8abf9ec1031e26d","5","hello-chao-chu","viet-phrase-hello-chao-chu","viet-phrase-hello-chao-chu","Chào chú","Hello to an uncle-age man","chow choo","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-anh.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-anh","acknowledge-da-chao-anh","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-anh:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-anh:relationship-words:phrase:6:24ff8bc4720242e8","6","hello-chao-co","viet-phrase-hello-chao-co","viet-phrase-hello-chao-co","Chào cô","Hello to an aunt-age woman","chow koh","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-anh.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-anh","acknowledge-da-chao-anh","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-anh:relationship-swaps","relationship-swaps","viet-phrase-acknowledge-da-chao-anh:relationship-swaps:phrase:0:d0f88e2bf1043633","0","acknowledge-da-chao-chi","viet-phrase-acknowledge-da-chao-chi","viet-phrase-acknowledge-da-chao-chi","Dạ, chào chị","Respectful hello to an older woman","yah chow chee","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-anh.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-anh","acknowledge-da-chao-anh","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-anh:relationship-swaps","relationship-swaps","viet-phrase-acknowledge-da-chao-anh:relationship-swaps:phrase:1:3c409700a0e452c8","1","acknowledge-da-chao-chu","viet-phrase-acknowledge-da-chao-chu","viet-phrase-acknowledge-da-chao-chu","Dạ, chào chú","Respectful hello to an uncle-age man","yah chow choo","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-anh.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-anh","acknowledge-da-chao-anh","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-anh:explore-next","explore-next","viet-phrase-acknowledge-da-chao-anh:explore-next:phrase:0:8d17e712e18442fa","0","polite-2","viet-phrase-polite-2","viet-phrase-polite-2","Cảm ơn","Thank you","kahm uhn","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-anh.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-anh","acknowledge-da-chao-anh","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-anh:explore-next","explore-next","viet-phrase-acknowledge-da-chao-anh:explore-next:phrase:1:68d79bf069451f89","1","repair-english-help","viet-phrase-repair-english-help","viet-phrase-repair-english-help","Anh/chị nói tiếng Anh không?","Do you speak English?","anh chee noy tyeng anh khong","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-anh.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-anh","acknowledge-da-chao-anh","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-anh:explore-next","explore-next","viet-phrase-acknowledge-da-chao-anh:explore-next:phrase:2:12e47c1a14af01a7","2","repair-1","viet-phrase-repair-1","viet-phrase-repair-1","Làm ơn nói lại","Please say that again","lahm uhn noy lie","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-anh.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-ba","acknowledge-da-chao-ba","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-ba:standard-way","standard-way","viet-phrase-acknowledge-da-chao-ba:standard-way:phrase:0:74686d073a4ff307","0","acknowledge-da-chao-ba","viet-phrase-acknowledge-da-chao-ba","viet-phrase-acknowledge-da-chao-ba","Dạ, chào bà","Respectful hello to an elderly woman","yah chow bah","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-ba.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-ba","acknowledge-da-chao-ba","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-ba:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-ba:relationship-words:phrase:0:f8db4a3ca628ff7f","0","hello-chao-anh","viet-phrase-hello-chao-anh","viet-phrase-hello-chao-anh","Chào anh","Hello to an older man","chow anh","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-ba.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-ba","acknowledge-da-chao-ba","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-ba:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-ba:relationship-words:phrase:1:e8a05ac8ebe7b5f2","1","hello-chao-chi","viet-phrase-hello-chao-chi","viet-phrase-hello-chao-chi","Chào chị","Hello to an older woman","chow chee","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-ba.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-ba","acknowledge-da-chao-ba","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-ba:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-ba:relationship-words:phrase:2:f47925d0ca9b7855","2","hello-chao-em","viet-phrase-hello-chao-em","viet-phrase-hello-chao-em","Chào em","Hello to a younger person","chow em","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-ba.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-ba","acknowledge-da-chao-ba","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-ba:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-ba:relationship-words:phrase:3:691e859e45e919ef","3","hello-chao-ong","viet-phrase-hello-chao-ong","viet-phrase-hello-chao-ong","Chào ông","Hello to an elderly man","chow ohng","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-ba.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-ba","acknowledge-da-chao-ba","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-ba:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-ba:relationship-words:phrase:4:340a9fe8ccb61940","4","hello-chao-ba","viet-phrase-hello-chao-ba","viet-phrase-hello-chao-ba","Chào bà","Hello to an elderly woman","chow bah","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-ba.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-ba","acknowledge-da-chao-ba","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-ba:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-ba:relationship-words:phrase:5:f8abf9ec1031e26d","5","hello-chao-chu","viet-phrase-hello-chao-chu","viet-phrase-hello-chao-chu","Chào chú","Hello to an uncle-age man","chow choo","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-ba.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-ba","acknowledge-da-chao-ba","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-ba:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-ba:relationship-words:phrase:6:24ff8bc4720242e8","6","hello-chao-co","viet-phrase-hello-chao-co","viet-phrase-hello-chao-co","Chào cô","Hello to an aunt-age woman","chow koh","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-ba.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-ba","acknowledge-da-chao-ba","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-ba:relationship-swaps","relationship-swaps","viet-phrase-acknowledge-da-chao-ba:relationship-swaps:phrase:0:319edca8467c3d92","0","acknowledge-da-chao-ong","viet-phrase-acknowledge-da-chao-ong","viet-phrase-acknowledge-da-chao-ong","Dạ, chào ông","Respectful hello to an elderly man","yah chow ohng","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-ba.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-ba","acknowledge-da-chao-ba","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-ba:relationship-swaps","relationship-swaps","viet-phrase-acknowledge-da-chao-ba:relationship-swaps:phrase:1:c7115bdace5f35ac","1","acknowledge-da-chao-co","viet-phrase-acknowledge-da-chao-co","viet-phrase-acknowledge-da-chao-co","Dạ, chào cô","Respectful hello to an aunt-age woman","yah chow koh","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-ba.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-ba","acknowledge-da-chao-ba","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-ba:explore-next","explore-next","viet-phrase-acknowledge-da-chao-ba:explore-next:phrase:0:8d17e712e18442fa","0","polite-2","viet-phrase-polite-2","viet-phrase-polite-2","Cảm ơn","Thank you","kahm uhn","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-ba.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-ba","acknowledge-da-chao-ba","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-ba:explore-next","explore-next","viet-phrase-acknowledge-da-chao-ba:explore-next:phrase:1:6816f71fba00d288","1","polite-3","viet-phrase-polite-3","viet-phrase-polite-3","Dạ","Yes / polite acknowledgment","yah","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-ba.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:standard-way","standard-way","viet-phrase-acknowledge-da-chao-chi:standard-way:phrase:0:d0f88e2bf1043633","0","acknowledge-da-chao-chi","viet-phrase-acknowledge-da-chao-chi","viet-phrase-acknowledge-da-chao-chi","Dạ, chào chị","Respectful hello to an older woman","yah chow chee","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chi:relationship-words:phrase:0:f8db4a3ca628ff7f","0","hello-chao-anh","viet-phrase-hello-chao-anh","viet-phrase-hello-chao-anh","Chào anh","Hello to an older man","chow anh","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chi:relationship-words:phrase:1:e8a05ac8ebe7b5f2","1","hello-chao-chi","viet-phrase-hello-chao-chi","viet-phrase-hello-chao-chi","Chào chị","Hello to an older woman","chow chee","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chi:relationship-words:phrase:2:f47925d0ca9b7855","2","hello-chao-em","viet-phrase-hello-chao-em","viet-phrase-hello-chao-em","Chào em","Hello to a younger person","chow em","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chi:relationship-words:phrase:3:691e859e45e919ef","3","hello-chao-ong","viet-phrase-hello-chao-ong","viet-phrase-hello-chao-ong","Chào ông","Hello to an elderly man","chow ohng","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chi:relationship-words:phrase:4:340a9fe8ccb61940","4","hello-chao-ba","viet-phrase-hello-chao-ba","viet-phrase-hello-chao-ba","Chào bà","Hello to an elderly woman","chow bah","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chi:relationship-words:phrase:5:f8abf9ec1031e26d","5","hello-chao-chu","viet-phrase-hello-chao-chu","viet-phrase-hello-chao-chu","Chào chú","Hello to an uncle-age man","chow choo","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chi:relationship-words:phrase:6:24ff8bc4720242e8","6","hello-chao-co","viet-phrase-hello-chao-co","viet-phrase-hello-chao-co","Chào cô","Hello to an aunt-age woman","chow koh","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:relationship-swaps","relationship-swaps","viet-phrase-acknowledge-da-chao-chi:relationship-swaps:phrase:0:e5f8aa482f308d18","0","acknowledge-da-chao-anh","viet-phrase-acknowledge-da-chao-anh","viet-phrase-acknowledge-da-chao-anh","Dạ, chào anh","Respectful hello to an older man","yah chow anh","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:relationship-swaps","relationship-swaps","viet-phrase-acknowledge-da-chao-chi:relationship-swaps:phrase:1:c7115bdace5f35ac","1","acknowledge-da-chao-co","viet-phrase-acknowledge-da-chao-co","viet-phrase-acknowledge-da-chao-co","Dạ, chào cô","Respectful hello to an aunt-age woman","yah chow koh","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:explore-next","explore-next","viet-phrase-acknowledge-da-chao-chi:explore-next:phrase:0:8d17e712e18442fa","0","polite-2","viet-phrase-polite-2","viet-phrase-polite-2","Cảm ơn","Thank you","kahm uhn","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:explore-next","explore-next","viet-phrase-acknowledge-da-chao-chi:explore-next:phrase:1:68d79bf069451f89","1","repair-english-help","viet-phrase-repair-english-help","viet-phrase-repair-english-help","Anh/chị nói tiếng Anh không?","Do you speak English?","anh chee noy tyeng anh khong","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chi","acknowledge-da-chao-chi","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chi:explore-next","explore-next","viet-phrase-acknowledge-da-chao-chi:explore-next:phrase:2:6816f71fba00d288","2","polite-3","viet-phrase-polite-3","viet-phrase-polite-3","Dạ","Yes / polite acknowledgment","yah","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chi.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chu","acknowledge-da-chao-chu","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chu:standard-way","standard-way","viet-phrase-acknowledge-da-chao-chu:standard-way:phrase:0:3c409700a0e452c8","0","acknowledge-da-chao-chu","viet-phrase-acknowledge-da-chao-chu","viet-phrase-acknowledge-da-chao-chu","Dạ, chào chú","Respectful hello to an uncle-age man","yah chow choo","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chu.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chu","acknowledge-da-chao-chu","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chu:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chu:relationship-words:phrase:0:f8db4a3ca628ff7f","0","hello-chao-anh","viet-phrase-hello-chao-anh","viet-phrase-hello-chao-anh","Chào anh","Hello to an older man","chow anh","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chu.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chu","acknowledge-da-chao-chu","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chu:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chu:relationship-words:phrase:1:e8a05ac8ebe7b5f2","1","hello-chao-chi","viet-phrase-hello-chao-chi","viet-phrase-hello-chao-chi","Chào chị","Hello to an older woman","chow chee","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chu.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chu","acknowledge-da-chao-chu","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chu:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chu:relationship-words:phrase:2:f47925d0ca9b7855","2","hello-chao-em","viet-phrase-hello-chao-em","viet-phrase-hello-chao-em","Chào em","Hello to a younger person","chow em","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chu.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chu","acknowledge-da-chao-chu","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chu:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chu:relationship-words:phrase:3:691e859e45e919ef","3","hello-chao-ong","viet-phrase-hello-chao-ong","viet-phrase-hello-chao-ong","Chào ông","Hello to an elderly man","chow ohng","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chu.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chu","acknowledge-da-chao-chu","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chu:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chu:relationship-words:phrase:4:340a9fe8ccb61940","4","hello-chao-ba","viet-phrase-hello-chao-ba","viet-phrase-hello-chao-ba","Chào bà","Hello to an elderly woman","chow bah","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chu.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chu","acknowledge-da-chao-chu","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chu:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chu:relationship-words:phrase:5:f8abf9ec1031e26d","5","hello-chao-chu","viet-phrase-hello-chao-chu","viet-phrase-hello-chao-chu","Chào chú","Hello to an uncle-age man","chow choo","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chu.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chu","acknowledge-da-chao-chu","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chu:relationship-words","relationship-words","viet-phrase-acknowledge-da-chao-chu:relationship-words:phrase:6:24ff8bc4720242e8","6","hello-chao-co","viet-phrase-hello-chao-co","viet-phrase-hello-chao-co","Chào cô","Hello to an aunt-age woman","chow koh","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chu.json","","","","","not_started","","",""
"viet-phrase-acknowledge-da-chao-chu","acknowledge-da-chao-chu","catalog-promoted","phrase","viet-phrase-acknowledge-da-chao-chu:relationship-swaps","relationship-swaps","viet-phrase-acknowledge-da-chao-chu:relationship-swaps:phrase:0:e5f8aa482f308d18","0","acknowledge-da-chao-anh","viet-phrase-acknowledge-da-chao-anh","viet-phrase-acknowledge-da-chao-anh","Dạ, chào anh","Respectful hello to an older man","yah chow anh","ready","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da-chao-chu.json","","","","","not_started","","",""
