priority,status,pageID,title,profile,currentHeroImageName,targetHeroImageName,assetPath,targetAssetPath,currentPx,targetPx,targetRepoPx,sourceMasterPx,targetComponent,focalPoint,safeZone,currentIssue,nextAction,generationPrompt,negativePrompt,proofRequired,sourceOwnership,receiptOrProof,notes
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-com-hen,Cơm hến ở Huế / Com hen,dish,HeroCityHue,HeroCityHuePlaceComHen,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Cơm hến ở Huế / Com hen as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic bowl of cơm hến with baby clams, herbs, crispy toppings, and chili paste.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-com-tam,Cơm tấm ở Thành phố Hồ Chí Minh / Broken rice,dish,HeroCityHcmc,HeroCityHcmcPlaceComTam,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Cơm tấm ở Thành phố Hồ Chí Minh / Broken rice as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Plate of cơm tấm sườn bì chả with fish sauce, Saigon table, photorealistic.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-goi-cuon,Gỏi cuốn ở Thành phố Hồ Chí Minh / Fresh spring rolls,dish,HeroCityHcmc,HeroCityHcmcPlaceGoiCuon,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Gỏi cuốn ở Thành phố Hồ Chí Minh / Fresh spring rolls as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Fresh spring rolls with herbs and peanut sauce, Saigon cafe table, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-danang-place-hai-san,Hải sản ở Đà Nẵng / Seafood,dish,HeroCityDanang,HeroCityDanangPlaceHaiSan,native-ios/Resources/Assets.xcassets/HeroCityDanang.imageset/hero-city-danang.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hải sản ở Đà Nẵng / Seafood as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic owned asset: fresh seafood spread on ice with coastal restaurant background, no staff faces.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-wonton,Hoành thánh Hội An / Hoi An wonton,dish,HeroCityHoian,HeroCityHoianPlaceWonton,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hoành thánh Hội An / Hoi An wonton as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic owned asset: Hoi An-style wontons with tomato sauce and herbs on plate, warm restaurant light.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-hu-tieu,Hủ tiếu ở Thành phố Hồ Chí Minh / Hu tieu,dish,HeroCityHcmc,HeroCityHcmcPlaceHuTieu,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Hủ tiếu ở Thành phố Hồ Chí Minh / Hu tieu as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Bowl of hủ tiếu with pork, shrimp, herbs, clear broth, realistic Saigon photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-danang-place-kem-bo,Kem bơ ở Đà Nẵng / Avocado ice cream,dish,HeroCityDanang,HeroCityDanangPlaceKemBo,native-ios/Resources/Assets.xcassets/HeroCityDanang.imageset/hero-city-danang.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Kem bơ ở Đà Nẵng / Avocado ice cream as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic owned asset: avocado ice cream cup with coconut flakes and spoon, bright cafe table.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-me-xung,Mè xửng ở Huế / Me xung sesame candy,dish,HeroCityHue,HeroCityHuePlaceMeXung,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Mè xửng ở Huế / Me xung sesame candy as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic wrapped and cut mè xửng sesame candy on a market counter with tea cup nearby.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-danang-place-mi-quang,Mì Quảng ở Đà Nẵng / Mi Quang,dish,HeroCityDanang,HeroCityDanangPlaceMiQuang,native-ios/Resources/Assets.xcassets/HeroCityDanang.imageset/hero-city-danang.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Mì Quảng ở Đà Nẵng / Mi Quang as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic owned asset: bowl of mì Quảng with turmeric noodles, herbs, peanuts, and rice cracker, overhead natural light.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-mi-quang,Mì Quảng ở Hội An / Mi Quang in Hoi An,dish,HeroCityHoian,HeroCityHoianPlaceMiQuang,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Mì Quảng ở Hội An / Mi Quang in Hoi An as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic owned asset: mì Quảng bowl with noodles, herbs, peanuts, rice cracker, Hoi An yellow wall background.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-mien-luon,Miến lươn ở Hà Nội / Eel glass noodles,dish,HeroCityHanoi,HeroCityHanoiPlaceMienLuon,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Miến lươn ở Hà Nội / Eel glass noodles as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Bowl of eel glass noodles with herbs and crispy eel, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-nem-cua-be,Nem cua bể ở Hà Nội / Crab spring rolls,dish,HeroCityHanoi,HeroCityHanoiPlaceNemCuaBe,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Nem cua bể ở Hà Nội / Crab spring rolls as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Square crab spring rolls with herbs and dipping sauce, realistic Hanoi food photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-danang-place-nem-lui,Nem lụi ở Đà Nẵng / Lemongrass pork skewers,dish,HeroCityDanang,HeroCityDanangPlaceNemLui,native-ios/Resources/Assets.xcassets/HeroCityDanang.imageset/hero-city-danang.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Nem lụi ở Đà Nẵng / Lemongrass pork skewers as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic owned asset: grilled pork skewers with herbs, rice paper, and peanut sauce, warm street-food lighting.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-mot-herbal-drink,Nước Mót ở Hội An / Mot herbal drink,dish,HeroCityHoian,HeroCityHoianPlaceMotHerbalDrink,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Nước Mót ở Hội An / Mot herbal drink as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic owned asset: herbal iced drink with lemongrass and lotus leaf garnish, old-town street background, no logo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-danang-place-oc-hut,Ốc hút ở Đà Nẵng / Stirred snails,dish,HeroCityDanang,HeroCityDanangPlaceOcHut,native-ios/Resources/Assets.xcassets/HeroCityDanang.imageset/hero-city-danang.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Ốc hút ở Đà Nẵng / Stirred snails as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic owned asset: bowl of snails with lemongrass and chili, street-stall table, warm light.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-oc,Ốc Sài Gòn ở Thành phố Hồ Chí Minh / Saigon snails and seafood,dish,HeroCityHcmc,HeroCityHcmcPlaceOc,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Ốc Sài Gòn ở Thành phố Hồ Chí Minh / Saigon snails and seafood as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Saigon seafood table with snails, clams, sauces, small stools, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-pha-lau,Phá lấu ở Thành phố Hồ Chí Minh / Pha lau,dish,HeroCityHcmc,HeroCityHcmcPlacePhaLau,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Phá lấu ở Thành phố Hồ Chí Minh / Pha lau as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Bowl of phá lấu stew with bread on Saigon sidewalk table, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-pho-bo,Phở bò ở Hà Nội / Beef pho,dish,HeroCityHanoi,HeroCityHanoiPlacePhoBo,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Phở bò ở Hà Nội / Beef pho as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Steaming Hanoi beef pho with sliced beef, green onions, herbs, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-pho-ga,Phở gà ở Hà Nội / Chicken pho,dish,HeroCityHanoi,HeroCityHanoiPlacePhoGa,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Phở gà ở Hà Nội / Chicken pho as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Chicken pho bowl with shredded chicken and lime, Hanoi shop table, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
