phrase_id,scenario_id,audio_key,english_text,target_text,pronunciation,context,emoji,notes,status
korean-grab-taxi-4,grab-taxi,korean-grab-taxi-4,Please use this route,이 길로 가 주세요.,i gillo ga juseyo,Use this while showing the route on your phone if the driver starts to go a different way.,➡️,Second-pass translated route-guidance line while keeping phone-screen dependence explicit for later review.,second-pass-translated
korean-grab-taxi-5,grab-taxi,korean-grab-taxi-5,Please turn on the air conditioning,에어컨 좀 켜 주세요.,eeokeon jom kyeo juseyo,Use this on a hot ride if the air conditioning is off.,❄️,Second-pass translated air-conditioning request for warm rides and taxis.,second-pass-translated
korean-grab-taxi-6,grab-taxi,korean-grab-taxi-6,Wait for me five minutes,오 분만 기다려 주세요.,o bunman gidaryeo juseyo,Use this if you need a very short stop.,⏳,Second-pass translated short-wait request but it should stay review-visible because driver willingness and tone depend on context.,second-pass-translated
korean-grab-taxi-7,grab-taxi,korean-grab-taxi-7,I will pay by card,카드로 결제할게요.,kadeuro gyeoljehalgeyo,Use this when the driver needs clear payment-method confirmation.,💵,First-wave translated Korea-fit card-payment confirmation for rides and taxis.,first-wave-translated
korean-asking-price-1,asking-price,korean-asking-price-1,How much is this,이거 얼마예요?,igeo eolmayeyo,Use this while pointing at an item.,🏷️,First-wave translated core price-check row for shops kiosks bakeries and counters.,first-wave-translated
korean-asking-price-2,asking-price,korean-asking-price-2,How much is one,하나에 얼마예요?,hanae eolmayeyo,Use this when you want the price for one item instead of a bundle or set.,⚖️,Second-pass translated per-item price-confirmation row for counters and souvenir shops.,second-pass-translated
korean-asking-price-3,asking-price,korean-asking-price-3,That is too expensive,,,Say this lightly when reacting to a high posted price.,😅,Price-reaction row remains lower-value in Korea and should not outrank price-confirmation language.,deferred-rewrite-needed
korean-asking-price-4,asking-price,korean-asking-price-4,Is there a cheaper one,더 저렴한 것도 있어요?,deo jeoryeomhan geotdo isseoyo,Use this when comparing marked options instead of bargaining over one item.,🤝,First-wave translated comparison-shopping row instead of a bargaining ask.,first-wave-translated
korean-asking-price-5,asking-price,korean-asking-price-5,What is the total price,총 얼마예요?,chong eolmayeyo,Ask this when you want the final amount before you pay.,💬,First-wave translated total-price confirmation row for posted-price purchases.,first-wave-translated
korean-asking-price-6,asking-price,korean-asking-price-6,Show me another one,다른 것도 보여 주세요.,dareun geotdo boyeo juseyo,Use this when you want to compare options.,👀,First-wave translated comparison-shopping follow-up for shops and souvenir counters.,first-wave-translated
korean-asking-price-7,asking-price,korean-asking-price-7,I will take this one,이걸로 할게요.,igeollo halgeyo,Say this once you agree on the item and price.,🛍️,Second-pass translated purchase-closing line after the traveler points to the chosen item.,second-pass-translated
korean-polite-basics-1,polite-basics,korean-polite-basics-1,Hello,안녕하세요.,annyeonghaseyo,Use this to greet people in casual travel moments.,👋,Second-pass translated polite default greeting for routine travel interactions.,second-pass-translated
korean-polite-basics-2,polite-basics,korean-polite-basics-2,Thank you,감사합니다.,gamsahamnida,Say this anytime someone helps you.,🙏,First-wave translated courtesy anchor for routine Korea service encounters.,first-wave-translated
korean-polite-basics-3,polite-basics,korean-polite-basics-3,Yes,네.,ne,Use this as a simple yes or acknowledgment in polite service moments.,🙂,Second-pass translated simple acknowledgment row for polite service interactions.,second-pass-translated
korean-polite-basics-4,polite-basics,korean-polite-basics-4,No thank you,괜찮아요 감사합니다.,gwaenchanayo gamsahamnida,Use this to politely decline something.,🙅,First-wave translated polite decline for offers and upsells without sounding abrupt.,first-wave-translated
korean-polite-basics-5,polite-basics,korean-polite-basics-5,Excuse me,실례합니다.,sillyehamnida,Use this to get attention politely or open a short request.,🙏,First-wave translated neutral polite opener while keeping attention-versus-apology review visible.,first-wave-translated
korean-polite-basics-6,polite-basics,korean-polite-basics-6,It is okay,괜찮아요.,gwaenchanayo,Say this when someone apologizes to you.,👌,Second-pass translated reassurance row for minor apologies or service friction.,second-pass-translated
korean-polite-basics-7,polite-basics,korean-polite-basics-7,Goodbye,안녕히 계세요.,annyeonghi gyeseyo,"Use this when leaving a shop, hotel, or ride.",👋,Second-pass translated goodbye for the common traveler-leaves case and kept context-sensitive because the verb changes if the other person leaves.,second-pass-translated-contextual-only
korean-convenience-store-1,convenience-store,korean-convenience-store-1,A bottle of water please,물 한 병 주세요.,mul han byeong juseyo,Use this for a quick water purchase.,💧,First-wave translated hydration purchase line for convenience stores kiosks and stations.,first-wave-translated
korean-convenience-store-2,convenience-store,korean-convenience-store-2,Do you have a bag,봉투 주세요.,bongtu juseyo,Ask this if you need a carry bag.,🛍️,Second-pass translated as a natural bag request instead of a literal stock question so the service wording stays Korea-fit.,second-pass-translated
korean-convenience-store-3,convenience-store,korean-convenience-store-3,Tissues please,휴지 주세요.,hyuji juseyo,Use this when you need tissues at the counter.,🧻,Second-pass translated tissue request for convenience-store or casual checkout moments.,second-pass-translated
korean-convenience-store-4,convenience-store,korean-convenience-store-4,Do you have a phone charger,휴대폰 충전기 있어요?,hyudaepon chungjeongi isseoyo,Ask this when you need a charging cable or phone accessory in a convenience store.,🧴,Second-pass translated charger request after the Korea-fit source rewrite away from sunscreen carryover.,second-pass-translated
korean-convenience-store-5,convenience-store,korean-convenience-store-5,Please open this for me,이것 좀 열어 주세요.,igeot jom yeoreo juseyo,Use this for bottled drinks or hard packaging.,🔓,Second-pass translated help-opening request for bottles and sealed packaging.,second-pass-translated
korean-convenience-store-6,convenience-store,korean-convenience-store-6,Can I pay by card,카드로 결제할 수 있어요?,kadeuro gyeoljehal su isseoyo,Ask this before checkout if you are short on cash.,💳,First-wave translated payment-confirmation line for Korea card-first checkout moments.,first-wave-translated
korean-convenience-store-7,convenience-store,korean-convenience-store-7,Please give me the receipt,영수증 주세요.,yeongsujeung juseyo,Use this if you need the receipt for your purchase.,🧾,Second-pass translated receipt request while keeping service-register confidence modest for later native review.,second-pass-translated
korean-hotel-hostel-1,hotel-hostel,korean-hotel-hostel-1,I have a reservation,예약이 있어요.,yeyagi isseoyo,Use this first when you arrive at reception.,🛎️,First-wave translated hotel arrival line for front-desk lookup.,first-wave-translated
korean-hotel-hostel-2,hotel-hostel,korean-hotel-hostel-2,I would like to check in,체크인 부탁드려요.,chekeuin butakdeuryeoyo,Say this when you are ready to start check-in.,🔑,First-wave translated check-in request while keeping polite front-desk wording visible.,first-wave-translated
korean-hotel-hostel-3,hotel-hostel,korean-hotel-hostel-3,What time is check out,체크아웃이 몇 시예요?,chekeuauti myeot siyeyo,Ask this early so you know the departure time.,⏰,First-wave translated checkout-timing question for hotel and hostel stays.,first-wave-translated
korean-hotel-hostel-4,hotel-hostel,korean-hotel-hostel-4,This room is too hot,방이 너무 더워요.,bangi neomu deowoyo,Use this if the room feels too warm.,🥵,Second-pass translated room-temperature complaint and kept review-visible because complaint softening may still change with native review.,second-pass-translated-needs-localization-check
korean-hotel-hostel-5,hotel-hostel,korean-hotel-hostel-5,The air conditioner is not working,에어컨이 안 돼요.,eeokeoni an dwaeyo,Say this when you need staff to check the AC.,❄️,Second-pass translated AC-problem report and kept review-visible because hotel complaint wording may still need softer service phrasing.,second-pass-translated-needs-localization-check
korean-hotel-hostel-6,hotel-hostel,korean-hotel-hostel-6,More towels please,수건 좀 더 주세요.,sugeon jom deo juseyo,Use this when you need extra towels.,🧺,Second-pass translated towel request for routine hotel desk or housekeeping asks.,second-pass-translated
korean-hotel-hostel-7,hotel-hostel,korean-hotel-hostel-7,Please hold my luggage,짐 좀 맡아 주세요.,jim jom mata juseyo,Use this if you need the desk to hold your bags.,🧳,First-wave translated luggage-hold request for early-arrival and late-departure days.,first-wave-translated
korean-directions-1,directions,korean-directions-1,Excuse me which exit should I take,어느 출구로 나가면 돼요?,eoneu chulguro nagamyeon dwaeyo,Use this in a subway station or underground passage when you need the correct exit number.,🗺️,First-wave translated subway-exit question after the Korea-fit directions rewrite.,first-wave-translated
korean-directions-2,directions,korean-directions-2,Is it near here,여기서 가까워요?,yeogiseo gakkawoyo,Ask this when deciding whether to walk or ride.,📍,First-wave translated distance check for walking versus subway choice.,first-wave-translated
korean-directions-3,directions,korean-directions-3,How long on foot,걸어서 얼마나 걸려요?,georeoseo eolmana geollyeoyo,Use this to check whether walking is realistic.,🚶,First-wave translated walking-time check for exits stations and hotel districts.,first-wave-translated
korean-directions-4,directions,korean-directions-4,Which line do I take,어느 호선을 타면 돼요?,eoneu hoseoneul tamyeon dwaeyo,Ask this when you need the correct subway line for the route on your phone or ticket.,⬅️,Second-pass translated subway-line check while keeping transit context and route-screen dependence visible.,second-pass-translated
korean-directions-5,directions,korean-directions-5,Is this the right exit,이 출구가 맞아요?,i chulguga majayo,Use this to confirm that you are heading toward the correct numbered exit.,➡️,Second-pass translated numbered-exit confirmation for stations and underground passages.,second-pass-translated
korean-directions-6,directions,korean-directions-6,Do I keep going straight,계속 직진하면 돼요?,gyesok jikjinhamyeon dwaeyo,Use this to confirm you should keep moving forward in a station or street route.,⬆️,Second-pass translated straight-ahead route check with context kept visible for follow-up review.,second-pass-translated
korean-directions-7,directions,korean-directions-7,Thanks I understand now,네 이제 알겠어요 감사합니다.,ne ije algesseoyo gamsahamnida,Use this to politely end the directions exchange.,🙏,Second-pass translated directions-closeout line for ending a help exchange politely.,second-pass-translated
korean-simple-problems-1,simple-problems,korean-simple-problems-1,I am lost,길을 잃었어요.,gireul ireosseoyo,Use this when you need immediate help finding your way.,😵,First-wave translated lost-traveler repair line that pairs well with showing a map.,first-wave-translated
korean-simple-problems-2,simple-problems,korean-simple-problems-2,I do not understand,잘 못 알아들었어요.,jal mot aradeureosseoyo,Say this when someone is speaking too quickly.,🤔,First-wave translated core repair phrase for fast replies in stations hotels and counters.,first-wave-translated
korean-simple-problems-3,simple-problems,korean-simple-problems-3,Can you speak a little slower,조금 천천히 말씀해 주세요.,jogeum cheoncheonhi malsseumhae juseyo,Use this when you need the other person to slow down.,🐢,First-wave translated slower-speech request with a polite service-safe shape.,first-wave-translated
korean-simple-problems-4,simple-problems,korean-simple-problems-4,I left something behind,두고 온 게 있어요.,dugo on ge isseoyo,"Say this if you forgot an item in a car, room, or cafe.",🎒,Second-pass translated forgotten-item repair line for cars rooms and cafes.,second-pass-translated
korean-simple-problems-5,simple-problems,korean-simple-problems-5,The Wi Fi is not working,와이파이가 안 돼요.,waipaiga an dwaeyo,Use this at hotels or cafes when you cannot connect.,📶,Second-pass translated Wi-Fi problem report for rooms cafes and shared lobbies.,second-pass-translated
korean-simple-problems-6,simple-problems,korean-simple-problems-6,I need a doctor,의사가 필요해요.,uisaga piryohaeyo,Use this if you feel sick and need medical help.,🩺,First-wave translated medical escalation line but it still needs expert medical review before runtime graduation.,first-wave-translated-sensitive
korean-simple-problems-7,simple-problems,korean-simple-problems-7,Please call for me,저 대신 전화해 주실 수 있어요?,jeo daesin jeonhwahae jusil su isseoyo,Say this when you need someone to make a call for you.,📞,First-wave translated escalation request while keeping polite help wording visible.,first-wave-translated
korean-small-talk-1,small-talk,korean-small-talk-1,I am from the United States,,,Use this when someone asks where you are from.,🇺🇸,Parked as optional later social coverage now that the practical Korea queue is closed.,pending-next-pass
korean-small-talk-2,small-talk,korean-small-talk-2,I am from England,,,Use this as a simple answer when introducing yourself.,🇬🇧,Parked as optional later social coverage now that the practical Korea queue is closed.,pending-next-pass
korean-small-talk-3,small-talk,korean-small-talk-3,This is my first time,,,Say this when talking about your first visit.,✨,Strongest remaining social row but still parked as optional small talk rather than core traveler utility.,pending-next-pass
korean-small-talk-4,small-talk,korean-small-talk-4,I like it here,,,Use this as an easy positive comment in conversation.,❤,Kept as optional later social coverage instead of forcing filler translation in this handoff pass.,pending-next-pass
korean-small-talk-5,small-talk,korean-small-talk-5,The food is very good,,,Use this to compliment a meal or recommendation in a light friendly moment.,😋,Korea-fit compliment row stays parked as optional social follow-on rather than reopening the cleared practical queue.,pending-next-pass
korean-small-talk-6,small-talk,korean-small-talk-6,The weather is very cold,,,Use this as easy weather small talk during colder months or windy travel days.,☀️,Cold-weather social filler stays optional and does not need forced translation in this handoff pass.,pending-next-pass
korean-small-talk-7,small-talk,korean-small-talk-7,How are you,,,Use this with friendly staff or locals after a greeting.,😊,Left for native review because direct stranger or service-style wellness small talk is culturally and register-sensitive in Korean.,deferred-native-review
