patch_id,page_id,phrase_id,review_status,import_approval,operation,target_id,target_order,current_value,proposed_value,reason_for_change,new_linked_phrase_required,canonical_target_id,audio_policy,asset_policy,validator_rule,jojo_question
B001-ROW-011,viet-phrase-city-hanoi-place-bun-cha-huong-lien,city-hanoi-place-bun-cha-huong-lien,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-bun-cha-huong-lien:when-to-use:phrase:0:8517a0068314596b,0,"{""section_key"":""when-to-use"",""target_phrase_id"":""store-6"",""target_page_id"":""viet-phrase-store-6"",""vietnamese"":""Tôi quẹt thẻ được không?"",""english"":""Can I pay by card?""}","{""section_key"":""inside-the-place"",""display_order"":40,""target_phrase_id"":""store-6"",""target_page_id"":""viet-phrase-store-6"",""vietnamese"":""Tôi quẹt thẻ được không?"",""english"":""Can I pay by card?"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true,""priority"":""primary_or_high""}",Payment belongs in the live restaurant flow.,,viet-phrase-store-6,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-012,viet-phrase-city-hanoi-place-bun-cha-huong-lien,city-hanoi-place-bun-cha-huong-lien,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-bun-cha-huong-lien:when-to-use:phrase:1:05719380b1eb0945,1,"{""section_key"":""when-to-use"",""target_phrase_id"":""taxi-7"",""target_page_id"":""viet-phrase-taxi-7"",""vietnamese"":""Tôi trả bằng tiền mặt"",""english"":""I’ll pay cash""}","{""section_key"":""inside-the-place"",""display_order"":41,""target_phrase_id"":""taxi-7"",""target_page_id"":""viet-phrase-taxi-7"",""vietnamese"":""Tôi trả bằng tiền mặt"",""english"":""I’ll pay cash"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true,""priority"":""primary_or_high""}",Payment belongs in the live restaurant flow.,,viet-phrase-taxi-7,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-013,viet-phrase-city-hanoi-place-bun-cha-huong-lien,city-hanoi-place-bun-cha-huong-lien,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-bun-cha-huong-lien:when-to-use:phrase:2:95b47980bc29a84a,2,"{""section_key"":""when-to-use"",""target_phrase_id"":""store-7"",""target_page_id"":""viet-phrase-store-7"",""vietnamese"":""Cho tôi hóa đơn"",""english"":""Please give me the receipt""}","{""section_key"":""inside-the-place"",""display_order"":42,""target_phrase_id"":""store-7"",""target_page_id"":""viet-phrase-store-7"",""vietnamese"":""Cho tôi hóa đơn"",""english"":""Please give me the receipt"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true,""priority"":""primary_or_high""}",Payment belongs in the live restaurant flow.,,viet-phrase-store-7,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-014,viet-phrase-city-hanoi-place-bun-cha-huong-lien,city-hanoi-place-bun-cha-huong-lien,REVIEW_ONLY,REVIEW_ONLY,KEEP_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-bun-cha-huong-lien:inside-the-place:phrase:0:0345da5147c1056f,0,"{""section_key"":""inside-the-place"",""target_phrase_id"":""vpe-one-item-please-cho-toi-mot-tra-da"",""target_page_id"":""viet-phrase-vpe-one-item-please-cho-toi-mot-tra-da"",""vietnamese"":""Cho tôi trà đá"",""english"":""Iced tea, please.""}","{""section_key"":""inside-the-place"",""display_order"":0,""target_phrase_id"":""vpe-one-item-please-cho-toi-mot-tra-da"",""target_page_id"":""viet-phrase-vpe-one-item-please-cho-toi-mot-tra-da"",""vietnamese"":""Cho tôi trà đá"",""english"":""Iced tea, please."",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true}",This row remains useful in the proposed page flow.,,viet-phrase-vpe-one-item-please-cho-toi-mot-tra-da,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-015,viet-phrase-city-hanoi-place-bun-cha-huong-lien,city-hanoi-place-bun-cha-huong-lien,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-bun-cha-huong-lien:inside-the-place:phrase:1:7fe7c42bc0d17dba,1,"{""section_key"":""inside-the-place"",""target_phrase_id"":""coffee-7"",""target_page_id"":""viet-phrase-coffee-7"",""vietnamese"":""Tính tiền giúp tôi"",""english"":""Please let me pay""}","{""section_key"":""inside-the-place"",""display_order"":41,""target_phrase_id"":""coffee-7"",""target_page_id"":""viet-phrase-coffee-7"",""vietnamese"":""Tính tiền giúp tôi"",""english"":""Please let me pay"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true,""priority"":""primary_or_high""}",Payment belongs in the live restaurant flow.,,viet-phrase-coffee-7,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-016,viet-phrase-city-hanoi-place-bun-cha-huong-lien,city-hanoi-place-bun-cha-huong-lien,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-bun-cha-huong-lien:explore-next:phrase:0:cd390532f4c3d78c,0,"{""section_key"":""explore-next"",""target_phrase_id"":""city-hanoi-stop-bun-cha-huong-lien"",""target_page_id"":""viet-phrase-city-hanoi-stop-bun-cha-huong-lien"",""vietnamese"":""Dừng ở Bún chả Hương Liên"",""english"":""Stop at Bun Cha Huong Lien""}","{""section_key"":""inside-the-place"",""display_order"":0,""target_phrase_id"":""city-hanoi-stop-bun-cha-huong-lien"",""target_page_id"":""viet-phrase-city-hanoi-stop-bun-cha-huong-lien"",""vietnamese"":""Dừng ở Bún chả Hương Liên"",""english"":""Stop at Bun Cha Huong Lien"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true,""priority"":""primary_or_high""}",Ordering is the core in-place action.,,viet-phrase-city-hanoi-stop-bun-cha-huong-lien,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-017,viet-phrase-city-hanoi-place-bun-cha-huong-lien,city-hanoi-place-bun-cha-huong-lien,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-bun-cha-huong-lien:explore-next:phrase:1:66328e66acbafaed,1,"{""section_key"":""explore-next"",""target_phrase_id"":""city-hanoi-where-bun-cha-huong-lien"",""target_page_id"":""viet-phrase-city-hanoi-where-bun-cha-huong-lien"",""vietnamese"":""Bún chả Hương Liên ở đâu?"",""english"":""Where is Bun Cha Huong Lien?""}","{""section_key"":""inside-the-place"",""display_order"":1,""target_phrase_id"":""city-hanoi-where-bun-cha-huong-lien"",""target_page_id"":""viet-phrase-city-hanoi-where-bun-cha-huong-lien"",""vietnamese"":""Bún chả Hương Liên ở đâu?"",""english"":""Where is Bun Cha Huong Lien?"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true,""priority"":""primary_or_high""}",Ordering is the core in-place action.,,viet-phrase-city-hanoi-where-bun-cha-huong-lien,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-018,viet-phrase-city-hanoi-place-pho-bat-dan,city-hanoi-place-pho-bat-dan,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-pho-bat-dan:quick-say:phrase:0:bd24340f6422bda9,0,"{""section_key"":""quick-say"",""target_phrase_id"":""ves-order-pho-bowl"",""target_page_id"":""viet-phrase-ves-order-pho-bowl"",""vietnamese"":""Dạ, cho tôi một tô phở."",""english"":""One bowl of pho, please.""}","{""section_key"":""quick-say"",""display_order"":0,""target_phrase_id"":""ves-order-pho-bowl"",""target_page_id"":""viet-phrase-ves-order-pho-bowl"",""vietnamese"":""Dạ, cho tôi một tô phở."",""english"":""One bowl of pho, please."",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true,""priority"":""primary_or_high""}",Ordering is the core in-place action.,,viet-phrase-ves-order-pho-bowl,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-019,viet-phrase-city-hanoi-place-pho-bat-dan,city-hanoi-place-pho-bat-dan,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-pho-bat-dan:place-brief:phrase:0:5bbabd1f48454068,0,"{""section_key"":""place-brief"",""target_phrase_id"":""city-hanoi-go-pho-bat-dan"",""target_page_id"":""viet-phrase-city-hanoi-go-pho-bat-dan"",""vietnamese"":""Đi Phở Bát Đàn"",""english"":""Go to Pho Bat Dan""}","{""section_key"":""inside-the-place"",""display_order"":0,""target_phrase_id"":""city-hanoi-go-pho-bat-dan"",""target_page_id"":""viet-phrase-city-hanoi-go-pho-bat-dan"",""vietnamese"":""Đi Phở Bát Đàn"",""english"":""Go to Pho Bat Dan"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true,""priority"":""primary_or_high""}",Ordering is the core in-place action.,,viet-phrase-city-hanoi-go-pho-bat-dan,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-020,viet-phrase-city-hanoi-place-pho-bat-dan,city-hanoi-place-pho-bat-dan,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-pho-bat-dan:place-brief:phrase:1:f8f09d749d0f61f9,1,"{""section_key"":""place-brief"",""target_phrase_id"":""city-hanoi-stop-pho-bat-dan"",""target_page_id"":""viet-phrase-city-hanoi-stop-pho-bat-dan"",""vietnamese"":""Dừng ở Phở Bát Đàn"",""english"":""Stop at Pho Bat Dan""}","{""section_key"":""inside-the-place"",""display_order"":1,""target_phrase_id"":""city-hanoi-stop-pho-bat-dan"",""target_page_id"":""viet-phrase-city-hanoi-stop-pho-bat-dan"",""vietnamese"":""Dừng ở Phở Bát Đàn"",""english"":""Stop at Pho Bat Dan"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true,""priority"":""primary_or_high""}",Ordering is the core in-place action.,,viet-phrase-city-hanoi-stop-pho-bat-dan,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-021,viet-phrase-city-hanoi-place-pho-bat-dan,city-hanoi-place-pho-bat-dan,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-pho-bat-dan:place-brief:phrase:2:5c90a2ffed369a41,2,"{""section_key"":""place-brief"",""target_phrase_id"":""city-hanoi-where-pho-bat-dan"",""target_page_id"":""viet-phrase-city-hanoi-where-pho-bat-dan"",""vietnamese"":""Phở Bát Đàn ở đâu?"",""english"":""Where is Pho Bat Dan?""}","{""section_key"":""inside-the-place"",""display_order"":2,""target_phrase_id"":""city-hanoi-where-pho-bat-dan"",""target_page_id"":""viet-phrase-city-hanoi-where-pho-bat-dan"",""vietnamese"":""Phở Bát Đàn ở đâu?"",""english"":""Where is Pho Bat Dan?"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true,""priority"":""primary_or_high""}",Ordering is the core in-place action.,,viet-phrase-city-hanoi-where-pho-bat-dan,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-022,viet-phrase-city-hanoi-place-pho-bat-dan,city-hanoi-place-pho-bat-dan,REVIEW_ONLY,REVIEW_ONLY,KEEP_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-pho-bat-dan:before-you-go:phrase:0:81fa43126ea0385e,0,"{""section_key"":""before-you-go"",""target_phrase_id"":""city-hanoi-eat-near-ba-dinh-square"",""target_page_id"":""viet-phrase-city-hanoi-eat-near-ba-dinh-square"",""vietnamese"":""Ăn gần Quảng trường Ba Đình"",""english"":""Eat near Ba Dinh Square""}","{""section_key"":""before-you-go"",""display_order"":0,""target_phrase_id"":""city-hanoi-eat-near-ba-dinh-square"",""target_page_id"":""viet-phrase-city-hanoi-eat-near-ba-dinh-square"",""vietnamese"":""Ăn gần Quảng trường Ba Đình"",""english"":""Eat near Ba Dinh Square"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true}",Food-area row is acceptable as a lower-priority supporting row.,,viet-phrase-city-hanoi-eat-near-ba-dinh-square,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-023,viet-phrase-city-hanoi-place-pho-bat-dan,city-hanoi-place-pho-bat-dan,REVIEW_ONLY,REVIEW_ONLY,KEEP_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary:phrase:0:824d804dd0ed9733,0,"{""section_key"":""menu-dietary"",""target_phrase_id"":""food-need-table"",""target_page_id"":""viet-phrase-food-need-table"",""vietnamese"":""Cho tôi bàn cho hai người nhé"",""english"":""A table for two, please""}","{""section_key"":""menu-dietary"",""display_order"":0,""target_phrase_id"":""food-need-table"",""target_page_id"":""viet-phrase-food-need-table"",""vietnamese"":""Cho tôi bàn cho hai người nhé"",""english"":""A table for two, please"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true}",This row remains useful in the proposed page flow.,,viet-phrase-food-need-table,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-024,viet-phrase-city-hanoi-place-pho-bat-dan,city-hanoi-place-pho-bat-dan,REVIEW_ONLY,REVIEW_ONLY,KEEP_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary:phrase:1:9dce1809b973f75f,1,"{""section_key"":""menu-dietary"",""target_phrase_id"":""food-menu"",""target_page_id"":""viet-phrase-food-menu"",""vietnamese"":""Cho tôi xem thực đơn được không?"",""english"":""Can I see the menu?""}","{""section_key"":""menu-dietary"",""display_order"":1,""target_phrase_id"":""food-menu"",""target_page_id"":""viet-phrase-food-menu"",""vietnamese"":""Cho tôi xem thực đơn được không?"",""english"":""Can I see the menu?"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true}",This row remains useful in the proposed page flow.,,viet-phrase-food-menu,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-025,viet-phrase-city-hanoi-place-pho-bat-dan,city-hanoi-place-pho-bat-dan,REVIEW_ONLY,REVIEW_ONLY,KEEP_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary:phrase:2:fa199107653fdbe2,2,"{""section_key"":""menu-dietary"",""target_phrase_id"":""v900-food-drin-what-do-you-recommend"",""target_page_id"":""viet-phrase-v900-food-drin-what-do-you-recommend"",""vietnamese"":""Bạn đề xuất món gì?"",""english"":""What do you recommend?""}","{""section_key"":""menu-dietary"",""display_order"":2,""target_phrase_id"":""v900-food-drin-what-do-you-recommend"",""target_page_id"":""viet-phrase-v900-food-drin-what-do-you-recommend"",""vietnamese"":""Bạn đề xuất món gì?"",""english"":""What do you recommend?"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true}",This row remains useful in the proposed page flow.,,viet-phrase-v900-food-drin-what-do-you-recommend,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-026,viet-phrase-city-hanoi-place-pho-bat-dan,city-hanoi-place-pho-bat-dan,REVIEW_ONLY,REVIEW_ONLY,KEEP_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary:phrase:3:504fcc0ba1798839,3,"{""section_key"":""menu-dietary"",""target_phrase_id"":""food-peanut-allergy"",""target_page_id"":""viet-phrase-food-peanut-allergy"",""vietnamese"":""Tôi bị dị ứng đậu phộng"",""english"":""I am allergic to peanuts""}","{""section_key"":""menu-dietary"",""display_order"":3,""target_phrase_id"":""food-peanut-allergy"",""target_page_id"":""viet-phrase-food-peanut-allergy"",""vietnamese"":""Tôi bị dị ứng đậu phộng"",""english"":""I am allergic to peanuts"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true}",This row remains useful in the proposed page flow.,,viet-phrase-food-peanut-allergy,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-ROW-027,viet-phrase-city-hanoi-place-pho-bat-dan,city-hanoi-place-pho-bat-dan,REVIEW_ONLY,REVIEW_ONLY,KEEP_ROW_REVIEW_ONLY,viet-phrase-city-hanoi-place-pho-bat-dan:menu-dietary:phrase:4:81c9b2d304d12ccc,4,"{""section_key"":""menu-dietary"",""target_phrase_id"":""food-vegetarian"",""target_page_id"":""viet-phrase-food-vegetarian"",""vietnamese"":""Tôi ăn chay"",""english"":""I am vegetarian""}","{""section_key"":""menu-dietary"",""display_order"":4,""target_phrase_id"":""food-vegetarian"",""target_page_id"":""viet-phrase-food-vegetarian"",""vietnamese"":""Tôi ăn chay"",""english"":""I am vegetarian"",""row_treatment"":""standard_phrase_row"",""speaker_left"":true,""chevron_right"":true}",This row remains useful in the proposed page flow.,,viet-phrase-food-vegetarian,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
